,col0,col1,col2,col3
0,3001011020010,めぐる,ターッピ、ターッピ、タッピオカ～♪,"타ー피, 타ー피, 타피오카~♪"
1,3001011020020,真乃,タッピ、タッピ、タッピオカ～♪,"타피, 타피, 타피오카~♪"
2,3001011020021,真乃＆めぐる,タピオッカ、たっぴり、タッピオカ～♪,"타피오카, 딱, 타피오카~♪"
3,3001011020022,真乃＆めぐる,タッピ、タッピ、タッピオカ～♪,"타피, 타피, 타피오카~♪"
4,3001011020030,灯織,──真乃……めぐる……！,마노…… 메구루……!
5,3001011020040,灯織,"タピオカを楽しみにしてるところ
申し訳ないんだけど……","타피오카를 기대하고 있는 와중에
미안한데……"
6,3001011020050,灯織,"道、間違えてるよ
お店は、駅を出たら右に行くみたい","길, 잘못 들었어
가게는, 역을 나와서 오른쪽으로 가야하는 것 같아"
7,3001011020060,真乃,──ほわっ,호왓
8,3001011020070,めぐる,えっ！？,엣!?
9,3001011020071,めぐる,──あっ、ごめん灯織！　ありがとう！,"앗, 미안 히오리! 고마워!"
10,3001011020080,めぐる,"えへへ、ふたりと一緒に新メニュー、
嬉しくってはしゃぎすぎちゃった！","에헤헤, 두 사람이랑 같이 신메뉴,
기뻐서 너무 들떠버렸나봐!"
11,3001011020090,真乃,そうだね……私も……っ,그러게…… 나도……
12,3001011020100,灯織,……ふふ,……후후
13,3001011020110,めぐる,"じゃあじゃあ今度こそ……！
右に、しゅっぱーつ！","그럼 그럼 이번에 야말로……!
오른쪽으로, 출발!"
14,3001011020120,めぐる,──あ！！,아!!
15,3001011020130,めぐる,"真乃！　灯織！
見て見て！　わたしたちだよ！","마노! 히오리!
봐 봐! 우리들이야!"
16,3001011020131,真乃＆灯織,え──？,에?
17,3001011020132,街頭モニター,『みんなと一緒に働いてみませんか？』,『모두와 함께 일해보지 않으실래요?』
18,3001011020140,真乃,"あの時のCM……
もう放送されてるんだ……","그 때의 CM……
벌써 방송되는 거구나……"
19,3001011020150,灯織,仮の映像は一回見せてもらったけど──,미편집 영상은 한번 보여주시긴 했지만
20,3001011020160,めぐる,"えへへっ
実際に見ると、ちょっと不思議な感じ……！","에헤헷
실제로 보니까, 조금 신기한 느낌……!"
21,3001011020170,真乃,"うん……っ
なんだか……えっと、なんて言ったらいいのかな……","응……
왠지…… 그, 뭐라고 말하는 게 좋을까……"
22,3001011020180,灯織,……少し、くすぐったいような感じ、とか？,"……조금, 간지러운 느낌, 이라거나?"
23,3001011020190,真乃,"う、うんっ
そんな感じ……かも……っ","으, 응
그런 느낌…… 일지도……"
24,3001011020200,真乃,でも──,그렇지만
25,3001011020201,灯織＆めぐる,ん……？,응……?
26,3001011020210,真乃,くすぐったい気持ちと同じくらい……,간지러운 기분하고 같을 정도로……
27,3001011020220,真乃,うれしいなって──,기뻐서
28,3001011020230,灯織,真乃……,마노……
29,3001011020240,めぐる,"うんうん！
わたしも、真乃と同じ気持ち！","응 응!
나도, 마노랑 같은 마음이야!"
30,3001011020241,一同,……ふふっ,……후훗
31,3001011020250,灯織,……それじゃあ、えっと……こほん,"……그럼, 저기…… 크흠"
32,3001011020260,灯織,『お客様、お飲み物は何にいたしますか？』,"『손님, 마실 것은 무엇으로 하시겠습니까?』"
33,3001011020270,真乃,"ほわ……っ
え、えっと……灯織ちゃん……？","호와……
저, 저기…… 히오리쨩……?"
34,3001011020280,めぐる,"そっか！　わたしたち 
タピオカ飲みに行くんだった！","그렇구나! 우리들 
타피오카 마시러 가던 중이었어!"
35,3001011020290,真乃,──あっ,앗
36,3001011020291,真乃,ふふ……っ,후훗……
37,3001011020300,真乃,"それじゃあ、店員さんっ
タピオカミルクティーをお願いしますっ","그럼, 점원분
타피오카 밀크 티로 부탁드릴게요"
38,3001011020310,灯織,"ふふっ
『それでは、お席──お店までご案内しますね』","후훗
『그러면, 좌석 가게까지 안내해드리겠습니다』"
39,3001011020320,真乃,ありがとうございますっ,고맙습니다
40,3001011020330,真乃,めぐるちゃんも──,메구루쨩도
41,3001011020340,めぐる,──こほんっ,크흠
42,3001011020350,めぐる,『お客様！　トッピングはいかがでしょうか？』,『손님! 토핑은 어떠신가요?』
43,3001011020360,真乃,ほわっ,호왓
44,3001011020370,真乃,え、えっと……,"저, 저기……"
45,3001011020380,真乃,"『ご、ご注文を繰り返します 
タピオカミルクティーにナタデココをトッピングでっ』","『주, 주문 확인하겠습니다 
타피오카 밀크 티에 나타데코코를 토핑으로』"
46,3001011020390,めぐる,あははっ！　３人とも店員さんになっちゃった！,아하핫! 세명 다 점원이 되버렸네!
47,3001011020400,真乃,"ほわ……っ、そっか……みんなで店員さんだと、
よくわからないことになっちゃうよね","호와……, 그러게…… 모두 점원이면,
이상한 상황이 되버리네"
48,3001011020410,灯織,"それなら、今度は私たちがお客さんで
真乃に注文を聞いてもらおうかな","그러면, 이번엔 우리들이 손님이고
마노에게 주문을 해볼까"
49,3001011020420,めぐる,"うんうん！
店員さーん！　注文お願いしまーす！","응 응!
점원씨! 주문부탁할게요!"
50,3001011020430,真乃,ふふ、はいっ,"후후, 넵"
51,3001011020440,真乃,──『いらっしゃいませっ』,『어서오세요』
52,info,produce_events/300101102.json,,
53,译者,,,
