,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
0,0,21800714,1610612765,DET,Detroit,203493,Reggie Bullock,F,,26:48,110.5,109.3,98.8,100.0,11.7,9.3,0.25,2.5,26.3,0.028999999999999998,0.16699999999999998,0.094,10.5,0.20800000000000002,0.20800000000000002,0.21899999999999997,0.228,95.86,95.82,79.85,54,0.019
1,1,21800714,1610612765,DET,Detroit,201933,Blake Griffin,F,,37:51,108.5,107.8,97.5,100.0,11.0,7.8,0.43799999999999994,7.0,17.9,0.044000000000000004,0.175,0.106,2.6,0.5710000000000001,0.604,0.364,0.374,97.93,97.01,80.85,77,0.249
2,2,21800714,1610612765,DET,Detroit,2585,Zaza Pachulia,C,,31:12,106.3,106.8,88.8,91.7,17.5,15.1,0.05,0.5,9.1,0.132,0.152,0.141,18.2,0.5,0.515,0.14300000000000002,0.146,93.26,91.54,76.28,59,0.07
3,3,21800714,1610612765,DET,Detroit,1628971,Bruce Brown,G,,22:01,110.3,102.1,103.6,106.5,6.7,-4.4,0.0,0.0,0.0,0.0,0.222,0.115,0.0,0.375,0.41,0.094,0.10300000000000001,99.02,101.38,84.48,47,0.063
4,4,21800714,1610612765,DET,Detroit,202704,Reggie Jackson,G,,30:01,108.2,106.7,93.3,96.6,14.9,10.1,0.17600000000000002,3.0,18.8,0.027000000000000003,0.121,0.071,6.3,0.727,0.715,0.18600000000000003,0.19399999999999998,96.14,95.15,79.29,60,0.138
5,5,21800714,1610612765,DET,Detroit,1628379,Luke Kennard,,,21:12,88.7,86.7,90.5,91.1,-1.8,-4.4,0.0,0.0,0.0,0.0,0.136,0.067,0.0,0.16699999999999998,0.342,0.149,0.156,101.07,101.89,84.91,45,0.073
6,6,21800714,1610612765,DET,Detroit,204038,Langston Galloway,,,27:29,91.8,93.0,91.8,91.2,0.0,1.8,0.063,0.0,8.3,0.0,0.0,0.0,0.0,0.364,0.364,0.175,0.17800000000000002,99.87,99.55,82.96,57,0.0
7,7,21800714,1610612765,DET,Detroit,101181,Jose Calderon,,,17:59,89.0,87.2,97.7,94.9,-8.7,-7.7,0.5,3.0,60.0,0.0,0.053,0.026000000000000002,20.0,0.75,0.75,0.098,0.102,101.53,104.1,86.75,39,0.08900000000000001
8,8,21800714,1610612765,DET,Detroit,202720,Jon Leuer,,,15:18,93.6,97.0,100.0,91.4,-6.4,5.5,0.0,0.0,0.0,0.0,0.353,0.17600000000000002,12.5,0.833,0.799,0.235,0.23399999999999999,103.84,106.67,88.89,33,0.213
9,9,21800714,1610612765,DET,Detroit,1626169,Stanley Johnson,,,10:09,71.8,68.2,85.7,85.7,-13.9,-17.5,0.16699999999999998,0.0,25.0,0.0,0.25,0.125,0.0,0.0,0.0,0.13,0.14400000000000002,99.03,101.67,84.73,22,0.031
10,10,21800714,1610612765,DET,Detroit,203564,Kalin Lucas,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
11,11,21800714,1610612765,DET,Detroit,203922,Glenn Robinson III,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
12,12,21800714,1610612765,DET,Detroit,1629017,Khyri Thomas,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
13,13,21800714,1610612740,NOP,New Orleans,202734,E'Twaun Moore,F,,23:27,93.7,97.9,98.9,97.9,-5.2,0.0,0.105,0.0,28.6,0.0,0.19399999999999998,0.10300000000000001,0.0,0.4,0.46,0.094,0.092,98.87,97.23,81.02,47,0.138
14,14,21800714,1610612740,NOP,New Orleans,203944,Julius Randle,F,,33:41,88.8,88.9,91.9,92.9,-3.1,-4.0,0.087,0.67,10.5,0.027000000000000003,0.27899999999999997,0.163,15.8,0.429,0.45,0.221,0.221,101.74,101.17,84.31,72,0.11
15,15,21800714,1610612740,NOP,New Orleans,1626143,Jahlil Okafor,C,,30:59,88.4,90.0,106.3,106.8,-17.9,-16.8,0.0,0.0,0.0,0.091,0.184,0.141,26.3,0.615,0.5589999999999999,0.284,0.28300000000000003,93.23,92.18,76.82,60,0.114
16,16,21800714,1610612740,NOP,New Orleans,201950,Jrue Holiday,G,,38:11,89.9,92.2,103.6,102.6,-13.6,-10.4,0.389,0.0,21.9,0.022000000000000002,0.085,0.054000000000000006,0.0,0.583,0.583,0.287,0.287,97.58,96.8,80.66,77,0.20800000000000002
17,17,21800714,1610612740,NOP,New Orleans,203901,Elfrid Payton,G,,32:15,95.5,96.8,99.4,98.4,-3.9,-1.6,0.185,5.0,38.5,0.0,0.086,0.043,7.7,0.14300000000000002,0.14300000000000002,0.114,0.114,93.99,93.78,78.15,63,0.009000000000000001
18,18,21800714,1610612740,NOP,New Orleans,203121,Darius Miller,,,29:37,96.6,96.8,99.0,95.2,-2.4,1.5,0.0,0.0,0.0,0.0,0.055999999999999994,0.03,0.0,0.45,0.45,0.152,0.154,99.4,101.28,84.4,62,0.019
19,19,21800714,1610612740,NOP,New Orleans,202703,Nikola Mirotic,,,24:25,94.2,88.7,110.1,109.8,-15.9,-21.1,0.059000000000000004,1.0,7.1,0.107,0.14800000000000002,0.127,7.1,0.45799999999999996,0.45799999999999996,0.22,0.24100000000000002,99.01,102.24,85.2,53,0.073
20,20,21800714,1610612740,NOP,New Orleans,1628402,Frank Jackson,,,16:05,118.1,111.1,91.3,91.2,26.8,19.9,0.154,2.0,25.0,0.0,0.17600000000000002,0.1,12.5,0.8,0.8,0.158,0.172,101.23,104.46,87.05,36,0.159
21,21,21800714,1610612740,NOP,New Orleans,204025,Tim Frazier,,,5:55,78.6,73.3,118.4,120.0,-39.8,-46.7,0.2,1.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0,0.125,0.133,118.45,121.69,101.41,15,-0.036000000000000004
22,22,21800714,1610612740,NOP,New Orleans,203524,Solomon Hill,,,5:25,161.9,145.5,90.0,90.0,71.9,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.08,93.05,77.54,11,0.0
23,23,21800714,1610612740,NOP,New Orleans,203546,Ian Clark,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
24,24,21800714,1610612740,NOP,New Orleans,1627767,Cheick Diallo,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
25,25,21800714,1610612740,NOP,New Orleans,202325,Wesley Johnson,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
