,col0,col1,col2,col3,col4,col5,col6,col7
0,0,Avante,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,2,1
1,1,DEM,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,23,7
2,2,MDB,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,30,6
3,3,PCdoB,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,0,6
4,4,PDT,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,1,7
5,5,PHS,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,1,3
6,6,PP,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,30,6
7,7,PPL,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,0,0
8,8,PPS,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,5,2
9,9,PR,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,20,8
10,10,PRB,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,11,1
11,11,PROS,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,3,6
12,12,PRP,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,0,0
13,13,PSB,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,0,14
14,14,PSC,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,4,2
15,15,PSD,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,21,4
16,16,PSDB,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,27,2
17,17,PSL,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,6,0
18,18,PSOL,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,0,4
19,19,PT,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,0,39
20,20,PTB,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,7,0
21,21,PV,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,1,1
22,22,Patriota,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,0,3
23,23,Podemos,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,7,3
24,24,REDE,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,0,1
25,25,Solidaried,8500,2177451,2018-07-04 18:03:02.0,2018-07-04 22:53:08.0,4,3
