,col0,col1,col2,col3,col4,col5,col6,col7
0,access_ir_attachment_all,ir_attachment all,model_ir_attachment,,1,0,0,0
1,access_ir_attachment_group_user,ir_attachment group_user,model_ir_attachment,group_user,1,1,1,1
2,access_ir_cron_group_cron,ir_cron group_cron,model_ir_cron,group_system,1,1,1,1
3,access_ir_cron_user,ir_cron user,model_ir_cron,group_user,1,0,0,0
4,access_ir_default_group_system,ir_default group_system,model_ir_default,,1,1,1,1
5,access_ir_exports_group_system,ir_exports group_system,model_ir_exports,base.group_user,1,1,1,1
6,access_ir_exports_line_group_system,ir_exports_line group_system,model_ir_exports_line,base.group_user,1,1,1,1
7,access_ir_fields_converter_group_system,ir_fields_converter,model_ir_fields_converter,base.group_user,1,1,1,1
8,access_ir_model_group_erp_manager,ir_model group_erp_manager,model_ir_model,group_erp_manager,1,1,1,1
9,access_ir_model_constraint_group_erp_manager,ir_model_constraint group_erp_manager,model_ir_model_constraint,group_erp_manager,1,1,1,1
10,access_ir_model_relation_group_erp_manager,ir_model_relation group_erp_manager,model_ir_model_relation,group_erp_manager,1,1,1,1
11,access_ir_model_access_group_erp_manager,ir_model_access_group_erp_manager,model_ir_model_access,group_erp_manager,1,1,1,1
12,access_ir_model_data_group_erp_manager,ir_model_data group_erp_manager,model_ir_model_data,group_erp_manager,1,1,1,1
13,access_ir_model_fields_group_erp_manager,ir_model_fields group_erp_manager,model_ir_model_fields,group_erp_manager,1,1,1,1
14,access_ir_model_all,ir_model_all,model_ir_model,,1,0,0,0
15,access_ir_model_constraint,ir_model_constraint,model_ir_model_constraint,,1,0,0,0
16,access_ir_model_relation,ir_model_relation,model_ir_model_relation,,1,0,0,0
17,access_ir_model_access_all,ir_model_access_all,model_ir_model_access,,1,0,0,0
18,access_ir_model_data_all,ir_model_data all,model_ir_model_data,,1,0,0,0
19,access_ir_model_fields_all,ir_model_fields all,model_ir_model_fields,,1,0,0,0
20,access_ir_module_category_group_user,ir_module_category group_user,model_ir_module_category,,1,0,0,0
21,access_ir_module_module_group_user,ir_module_module group_user,model_ir_module_module,group_system,1,1,1,1
22,access_ir_module_module_user,ir_module_module user,model_ir_module_module,,1,0,0,0
23,access_ir_module_module_dependency_group_system,ir_module_module_dependency group_system,model_ir_module_module_dependency,group_system,1,1,1,1
24,access_ir_module_module_dependency_all,ir_module_module_dependency all,model_ir_module_module_dependency,,1,0,0,0
