,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
0,0,21700038,1610612737,ATL,Atlanta,1627752,Taurean Prince,F,,6:29,94.1,100.0,128.9,142.9,-34.8,-42.9,0.0,0.0,0.0,0.083,0.0,0.059000000000000004,14.3,0.583,0.583,0.389,0.371,112.53,103.65,86.38,14,0.08900000000000001
1,1,21700038,1610612737,ATL,Atlanta,101141,Ersan Ilyasova,F,,2:04,125.0,125.0,143.4,175.0,-18.4,-50.0,0.0,0.0,0.0,0.25,0.33299999999999996,0.28600000000000003,0.0,0.0,0.0,0.33299999999999996,0.33299999999999996,103.12,92.9,77.42,4,-0.043
2,2,21700038,1610612737,ATL,Atlanta,203473,Dewayne Dedmon,C,,5:57,97.4,100.0,157.7,161.5,-60.3,-61.5,0.0,0.0,0.0,0.16699999999999998,0.0,0.111,0.0,0.833,0.833,0.231,0.225,103.42,100.84,84.03,12,0.13
3,3,21700038,1610612737,ATL,Atlanta,203145,Kent Bazemore,G,,7:14,92.6,100.0,123.5,133.3,-30.9,-33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.105,0.11,107.5,99.54,82.95,15,0.129
4,4,21700038,1610612737,ATL,Atlanta,203471,Dennis Schroder,G,,8:52,98.3,111.8,159.9,157.9,-61.6,-46.1,0.667,4.0,33.3,0.077,0.125,0.095,8.3,0.14300000000000002,0.20199999999999999,0.348,0.34299999999999997,103.07,97.44,81.2,17,0.028999999999999998
5,5,21700038,1610612737,ATL,Atlanta,201158,Marco Belinelli,,,7:25,87.2,100.0,117.1,133.3,-29.9,-33.3,0.4,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.532,0.095,0.094,110.93,97.08,80.9,15,0.128
6,6,21700038,1610612737,ATL,Atlanta,1628381,John Collins,,,6:02,90.8,108.3,117.3,133.3,-26.5,-25.0,0.0,0.0,0.0,0.083,0.125,0.1,0.0,0.0,0.34700000000000003,0.16699999999999998,0.16399999999999998,111.22,95.47,79.56,12,0.0
7,7,21700038,1610612737,ATL,Atlanta,203488,Mike Muscala,,,3:58,77.5,100.0,102.7,112.5,-25.2,-12.5,0.0,0.0,0.0,0.0,0.2,0.077,0.0,1.0,0.6940000000000001,0.083,0.081,115.44,96.81,80.67,8,0.2
8,8,21700038,1610612737,ATL,Atlanta,1627098,Malcolm Delaney,,,3:39,101.7,87.5,154.0,162.5,-52.3,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.145,100.73,105.21,87.67,8,-0.045
9,9,21700038,1610612737,ATL,Atlanta,202337,Luke Babbitt,,,5:57,97.4,100.0,157.7,161.5,-60.3,-61.5,0.0,0.0,0.0,0.0,0.667,0.222,50.0,0.0,0.0,0.154,0.15,103.42,100.84,84.03,12,-0.057999999999999996
