,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
0,0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,4,bar,Static,Black,128.0,109.6145477294922,0.0,256.0,5.12,,
5,5,circle,Static,Black,140.8000030517578,124.67454528808594,,,,,12.5
6,6,bar,Dynamic,Blue,140.8000030517578,139.74053955078122,0.0,109.71428571428572,5.12,,
7,7,circle,Dynamic,Green,86.64615631103516,242.8836669921875,,,,,12.5
8,8,bar,Static,Black,50.10285949707031,166.39999389648438,1.5707963705062866,51.2,5.12,,
9,9,bar,Static,Black,231.4971618652344,166.39999389648438,1.5707963705062866,51.2,5.12,,
10,10,User Circle,Dynamic,Red,62.0,219.0,,,,,18.0
