,col0,col1,col2,col3,col4
0,A421E632-E524-483B-8D76-64F63A2A2700,Karışık Bazlama Tost Menü,"13,93 TL",Menüler,11.0
1,465D2BC3-C992-4335-8738-FEBC300DF8A1,Karışık Tost Menü,"13,93 TL",Menüler,7.0
2,1D8EBB6C-DCB2-4B22-8020-DC58AFD45265,Pilav Üstü Et Döner Menü,"25,13 TL",Menüler,3.0
3,DD68243F-EAC6-4F18-9DE8-5DE1573BBB59,Pilav Üstü Tavuk Döner Menü,"18,13 TL",Menüler,3.0
4,0BDA9E13-9447-45F3-B4DA-B4079C2368A6,Tavuklu Pilav Menü,"13,93 TL",Menüler,3.0
5,2E74FA3A-F243-496E-B21A-34516AEB2CE3,Serpme Kahvaltı Tabağı (2 Kişilik),"77,00 TL",Kahvaltılıklar,7.0
6,7bf7a52d-0fb6-4c60-8bf1-6edd8ad15258,Beyaz Peynirli Tost,"13,93 TL",Tostlar,7.0
7,3e7136ef-e407-4ee7-bd56-e2e2a9cd771b,Karışık Bazlama Tost,"16,03 TL",Tostlar,11.0
8,1d2d4c76-9a31-407a-a3bc-1cb4a79b457a,Karışık Tost,"14,63 TL",Tostlar,7.0
9,ed62b2fb-b1f4-4ed8-8c06-19141cd72bbd,Kaşarlı Bazlama Tost,"17,43 TL",Tostlar,11.0
10,e23ad8f2-dc4c-4ed0-9557-8ec3b516b059,Kaşarlı Tost,"13,93 TL",Tostlar,7.0
11,1adc6d2c-fc16-4b51-841a-b72cd8c4afd6,Kavurmalı Kaşarlı Tost,"18,83 TL",Tostlar,7.0
12,2de16ca3-9b43-4d4a-b78e-209be97f2973,Sucuklu Bazlama Tost,"16,73 TL",Tostlar,11.0
13,3d7e0411-c521-4e8e-8fe7-cf087e1f15a2,Sucuklu Tost,"13,93 TL",Tostlar,7.0
14,bdc5e028-67f4-4b28-b44e-62c12cef329e,Zeyrek Tost,"20,93 TL",Tostlar,7.0
15,88705589-ADF3-44EB-842F-3AB66784D2DF,Kumru Sandviç,"8,33 TL",Sandviçler,3.0
16,48bb3e95-5db3-4123-baba-d19669832f6c,Peynirli Gözleme,"10,43 TL",Gözlemeler,5.0
17,7156edc2-1aaa-47ba-9b7b-d5a7ce7c3bc4,Kaşarlı Gözleme,"10,43 TL",Gözlemeler,5.0
18,82641e66-a8a0-440c-b2a4-d447abef4599,Kaşarlı Peynirli Gözleme,"10,43 TL",Gözlemeler,5.0
19,a4b9015f-beea-4f08-931c-a11833c56b7d,Patatesli Kaşarlı Gözleme,"10,43 TL",Gözlemeler,5.0
20,27dc0162-4e0a-4b86-8bc6-f93a4a8504bb,Dana Antrikot,"41,93 TL",Kırmızı Etler,5.0
21,3514464e-9c9d-466f-85a0-4cb33fb06d5c,Izgara Köfte,"27,93 TL",Kırmızı Etler,4.0
22,9c425eb1-f5ab-4d7f-a8d7-2a54f0863934,Et Çökertme,"41,93 TL",Kırmızı Etler,5.0
