,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
0,0,21700363,1610612747,LAL,Los Angeles,1627742,Brandon Ingram,F,,7:08,84.7,87.5,93.7,86.7,-8.9,0.8,0.0,0.0,0.0,0.25,0.111,0.19,0.0,0.25,0.26,0.273,0.27899999999999997,102.38,104.4,87.0,16,-0.063
1,1,21700363,1610612747,LAL,Los Angeles,1626204,Larry Nance Jr.,F,,1:08,104.2,150.0,104.2,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,0.33299999999999996,0.34700000000000003,121.98,105.88,88.24,2,-0.4
2,2,21700363,1610612747,LAL,Los Angeles,201572,Brook Lopez,C,,1:54,50.0,50.0,45.0,40.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,0.5,0.5,106.61,113.68,94.74,4,0.222
3,3,21700363,1610612747,LAL,Los Angeles,203484,Kentavious Caldwell-Pope,G,,7:08,84.7,87.5,93.7,86.7,-8.9,0.8,0.0,0.0,0.0,0.083,0.111,0.095,0.0,0.75,0.521,0.136,0.139,102.38,104.4,87.0,16,0.188
4,4,21700363,1610612747,LAL,Los Angeles,1628366,Lonzo Ball,G,,6:31,90.2,93.3,100.9,100.0,-10.7,-6.7,0.33299999999999996,0.0,25.0,0.091,0.14300000000000002,0.111,0.0,0.667,0.667,0.14300000000000002,0.146,104.7,103.23,86.02,15,0.8240000000000001
5,5,21700363,1610612747,LAL,Los Angeles,1628398,Kyle Kuzma,,,7:43,96.6,100.0,109.7,111.8,-13.1,-11.8,0.0,0.0,0.0,0.0,0.25,0.105,25.0,0.5,0.5,0.182,0.19399999999999998,111.94,108.95,90.79,18,0.068
6,6,21700363,1610612747,LAL,Los Angeles,203944,Julius Randle,,,11:04,94.7,100.0,95.2,96.0,-0.5,4.0,0.222,2.0,28.6,0.0,0.077,0.033,14.3,0.0,0.0,0.152,0.154,111.97,108.5,90.42,25,-0.136
7,7,21700363,1610612747,LAL,Los Angeles,101106,Andrew Bogut,,,3:50,91.1,100.0,101.4,90.0,-10.3,10.0,0.33299999999999996,1.0,33.3,0.16699999999999998,0.0,0.1,33.3,0.0,0.0,0.182,0.184,117.45,118.96,99.13,9,-0.147
8,8,21700363,1610612747,LAL,Los Angeles,203903,Jordan Clarkson,,,8:34,75.9,75.0,67.3,68.4,8.6,6.6,0.0,0.0,0.0,0.0,0.14300000000000002,0.07400000000000001,14.3,0.667,0.667,0.28,0.28300000000000003,109.48,109.26,91.05,20,0.526
9,9,21700363,1610612747,LAL,Los Angeles,1628404,Josh Hart,,,4:50,92.6,100.0,89.3,91.7,3.3,8.3,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.568,0.077,0.078,120.17,114.21,95.17,11,0.17600000000000002
10,10,21700363,1610612755,PHI,Philadelphia,200755,JJ Redick,F,,6:36,101.7,93.3,84.1,87.5,17.6,5.8,0.0,0.0,0.0,0.0,0.091,0.059000000000000004,25.0,0.5,0.5,0.267,0.29100000000000004,110.55,112.73,93.94,15,-0.125
11,11,21700363,1610612755,PHI,Philadelphia,203496,Robert Covington,F,,8:08,86.6,88.2,86.4,88.9,0.2,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.158,0.155,105.84,103.36,86.14,17,0.625
12,12,21700363,1610612755,PHI,Philadelphia,203954,Joel Embiid,C,,8:54,113.2,114.3,101.7,104.8,11.5,9.5,0.16699999999999998,1.0,12.5,0.0,0.0,0.0,12.5,0.75,0.7809999999999999,0.33299999999999996,0.33,115.55,113.28,94.4,21,0.191
13,13,21700363,1610612755,PHI,Philadelphia,201573,Jerryd Bayless,G,,5:22,80.4,83.3,93.5,91.7,-13.2,-8.3,0.0,0.0,0.0,0.0,0.14300000000000002,0.063,50.0,0.0,0.0,0.14300000000000002,0.139,108.36,107.46,89.55,12,-0.111
14,14,21700363,1610612755,PHI,Philadelphia,1627732,Ben Simmons,G,,9:25,93.5,95.0,79.4,81.0,14.1,14.0,0.667,0.0,40.0,0.0,0.188,0.111,0.0,0.33299999999999996,0.311,0.273,0.26899999999999996,106.41,104.57,87.14,20,0.5
15,15,21700363,1610612755,PHI,Philadelphia,204456,T.J. McConnell,,,9:53,94.3,95.2,93.5,100.0,0.8,-4.8,0.28600000000000003,0.0,66.7,0.154,0.0,0.07400000000000001,0.0,0.0,0.0,0.043,0.043,108.67,104.49,87.07,21,0.05
16,16,21700363,1610612755,PHI,Philadelphia,101161,Amir Johnson,,,1:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.34,127.06,105.88,3,0.2
17,17,21700363,1610612755,PHI,Philadelphia,1627789,Timothe Luwawu-Cabarrot,,,4:38,82.7,81.8,92.6,100.0,-9.9,-18.2,0.0,0.0,0.0,0.0,0.16699999999999998,0.083,0.0,0.0,0.0,0.273,0.276,117.89,113.96,94.96,11,-0.11800000000000001
18,18,21700363,1610612755,PHI,Philadelphia,1626158,Richaun Holmes,,,5:46,75.8,69.2,87.2,85.7,-11.5,-16.5,0.0,0.0,0.0,0.0,0.222,0.11800000000000001,0.0,0.5,0.5,0.133,0.14400000000000002,106.8,112.47,93.72,13,0.258
