,col0,col1,col2,col3,col4,col5,col6
0,AndyAndain,25397,Absolute Duo,0,0,1,Low
1,AndyAndain,31790,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,0,0,1,Low
2,AndyAndain,17082,Aiura,0,0,1,Low
3,AndyAndain,30123,Akagami no Shirayuki-hime,0,0,1,Low
4,AndyAndain,34051,Akiba's Trip The Animation,0,0,1,Low
5,AndyAndain,9062,Angel Beats! Specials,9,1,1,Low
6,AndyAndain,27911,Anime de Wakaru Shinryounaika,0,0,1,Low
7,AndyAndain,15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,0,0,1,Low
8,AndyAndain,24151,Ao Haru Ride OVA,8,1,1,Low
9,AndyAndain,1051,Ao no 6-gou,0,0,1,Low
10,AndyAndain,15133,Aoi Sekai no Chuushin de,0,0,1,Low
11,AndyAndain,18893,Aoki Hagane no Arpeggio: Ars Nova,0,0,1,Low
12,AndyAndain,28249,Arslan Senki (TV),0,0,1,Low
13,AndyAndain,6635,Ayatsuri Haramase DreamNote,0,0,1,Low
14,AndyAndain,30795,Bakuon!!,0,0,1,Low
15,AndyAndain,67,Basilisk: Kouga Ninpou Chou,0,0,1,Low
16,AndyAndain,368,Bible Black,0,0,1,Low
17,AndyAndain,11633,Blood Lad,0,0,1,Low
18,AndyAndain,819,Boku wa Imouto ni Koi wo Suru,0,0,1,Low
19,AndyAndain,14967,Boku wa Tomodachi ga Sukunai Next,0,0,1,Low
20,AndyAndain,21405,Bokura wa Minna Kawai-sou,0,0,1,Low
21,AndyAndain,32023,Bubuki Buranki,0,0,1,Low
22,AndyAndain,21437,Buddy Complex,0,0,1,Low
23,AndyAndain,11103,Busou Shinki Moon Angel,0,0,1,Low
24,AndyAndain,5464,Cafe Junkie,0,0,1,Low
25,AndyAndain,4981,Casshern Sins,0,0,1,Low
26,AndyAndain,16169,Choboraunyopomi Gekijou Ai Mai Mii,0,0,1,Low
27,AndyAndain,15687,Chuunibyou demo Koi ga Shitai! Lite,0,0,1,Low
28,AndyAndain,15879,Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,0,5,1,Low
29,AndyAndain,16934,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,0,0,1,Low
30,AndyAndain,32407,Clockwork Planet,0,0,1,Low
31,AndyAndain,14317,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,0,0,1,Low
32,AndyAndain,15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,0,0,1,Low
33,AndyAndain,31401,Creamy Pie,0,0,1,Low
34,AndyAndain,15109,Cuticle Tantei Inaba,0,0,1,Low
35,AndyAndain,20031,D-Frag!,0,0,1,Low
36,AndyAndain,12549,"Dakara Boku wa, H ga Dekinai.",0,0,1,Low
37,AndyAndain,29976,Dance with Devils,0,0,1,Low
38,AndyAndain,16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,0,0,1,Low
39,AndyAndain,16355,Dansai Bunri no Crime Edge,0,0,1,Low
40,AndyAndain,11843,Danshi Koukousei no Nichijou,0,0,1,Low
41,AndyAndain,6573,Darker than Black: Ryuusei no Gemini,0,0,1,Low
42,AndyAndain,35823,Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,0,0,1,Low
43,AndyAndain,17513,Diabolik Lovers,0,0,1,Low
44,AndyAndain,32901,Eromanga-sensei,0,0,1,Low
45,AndyAndain,10851,Euphoria,0,0,1,Low
46,AndyAndain,26057,Fate/kaleid liner Prisma☆Illya 2wei!: Mahou Shoujo in Onsen Ryokou,0,0,1,Low
47,AndyAndain,13263,Fate/Zero: Onegai! Einzbern Soudanshitsu,9,3,1,Low
48,AndyAndain,24453,Fetikano!,0,0,1,Low
49,AndyAndain,12957,First Love,0,0,1,Low
50,AndyAndain,18507,Free!,0,0,1,Low
51,AndyAndain,23033,Furueru Kuchibiru,0,0,1,Low
52,AndyAndain,22189,Futsuu no Joshikousei ga [Locodol] Yattemita.,0,0,1,Low
53,AndyAndain,33743,Fuuka,0,0,1,Low
54,AndyAndain,34855,Gabriel DropOut Specials,0,1,1,Low
55,AndyAndain,24765,Gakkougurashi!,0,0,1,Low
56,AndyAndain,5214,Gakuen Shimai,0,0,1,Low
57,AndyAndain,30544,Gakusen Toshi Asterisk,0,0,1,Low
58,AndyAndain,27633,Gekkan Shoujo Nozaki-kun Specials,0,1,1,Low
59,AndyAndain,17651,Genei wo Kakeru Taiyou,0,0,1,Low
60,AndyAndain,15811,Girls & Panzer Specials,0,2,1,Low
61,AndyAndain,14811,GJ-bu,0,0,1,Low
62,AndyAndain,297,Grenadier: Hohoemi no Senshi,0,0,1,Low
63,AndyAndain,29093,Grisaia no Meikyuu: Caprice no Mayu 0,0,0,1,Low
64,AndyAndain,12419,Guilty Crown Kiseki: Reassortment,0,0,1,Low
65,AndyAndain,13161,Hagure Yuusha no Aesthetica,0,0,1,Low
66,AndyAndain,31859,Hai to Gensou no Grimgar,0,0,1,Low
67,AndyAndain,30895,HaruChika: Haruta to Chika wa Seishun suru,0,0,1,Low
68,AndyAndain,31109,Hatsukoi Monster,0,0,1,Low
69,AndyAndain,27829,Heavy Object,0,0,1,Low
70,AndyAndain,31989,Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,0,0,1,Low
71,AndyAndain,30300,"High School DxD New: Oppai, Tsutsumimasu!",0,0,1,Low
72,AndyAndain,12729,High School DxD OVA,0,0,1,Low
73,AndyAndain,581,Honoo no Labyrinth,0,0,1,Low
74,AndyAndain,10408,Hotarubi no Mori e,0,0,1,Low
75,AndyAndain,31338,Hundred,0,0,1,Low
76,AndyAndain,24273,Iinari! Saimin Kanojo,0,0,1,Low
77,AndyAndain,35413,Imouto sae Ireba Ii.,0,0,1,Low
78,AndyAndain,25159,Inou-Battle wa Nichijou-kei no Naka de,0,0,1,Low
79,AndyAndain,11013,Inu x Boku SS,0,0,1,Low
80,AndyAndain,6811,InuYasha: Kanketsu-hen,0,0,1,Low
81,AndyAndain,33242,IS: Infinite Stratos 2 - Infinite Wedding,0,0,1,Low
