,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
0,0,22000150,1610612763,MEM,Memphis,203937,Kyle Anderson,F,,30:46,120.7,115.3,99.3,101.7,21.3,13.6,0.391,0.0,52.9,0.0,0.17600000000000002,0.10300000000000001,0.0,0.4,0.524,0.12300000000000001,0.13,91.86,92.83,77.36,59,0.162
1,1,22000150,1610612763,MEM,Memphis,1629634,Brandon Clarke,F,,29:48,94.4,95.2,87.4,88.9,7.0,6.3,0.055999999999999994,0.5,5.9,0.034,0.115,0.073,11.8,0.5379999999999999,0.54,0.23199999999999998,0.237,101.95,100.67,83.89,62,0.08800000000000001
2,2,22000150,1610612763,MEM,Memphis,202685,Jonas Valanciunas,C,,29:49,105.5,103.4,93.9,98.3,11.6,5.1,0.16699999999999998,1.0,18.8,0.067,0.14300000000000002,0.10800000000000001,18.8,0.6,0.6,0.19699999999999998,0.204,97.14,95.79,79.83,59,0.08800000000000001
3,3,22000150,1610612763,MEM,Memphis,1628415,Dillon Brooks,G,,33:22,99.6,100.0,85.6,88.2,14.0,11.8,0.14300000000000002,1.0,12.0,0.067,0.161,0.115,12.0,0.467,0.5670000000000001,0.293,0.3,98.81,97.11,80.93,67,0.16699999999999998
4,4,22000150,1610612763,MEM,Memphis,1626145,Tyus Jones,G,,31:37,113.4,112.5,83.9,85.7,29.6,26.8,0.318,3.5,36.8,0.042,0.121,0.08800000000000001,10.5,0.611,0.6579999999999999,0.171,0.17800000000000002,97.07,96.4,80.34,64,0.192
5,5,22000150,1610612763,MEM,Memphis,1630214,Xavier Tillman,,,17:45,107.0,108.1,90.6,91.4,16.4,16.7,0.16699999999999998,0.0,28.6,0.091,0.0,0.042,0.0,0.8,0.8,0.128,0.13,98.33,97.35,81.13,37,0.147
6,6,22000150,1610612763,MEM,Memphis,1630217,Desmond Bane,,,20:09,119.6,122.5,84.2,80.5,35.4,42.0,0.125,1.0,22.2,0.0,0.21100000000000002,0.129,22.2,0.8,0.8270000000000001,0.16699999999999998,0.16699999999999998,95.48,96.48,80.4,40,0.147
7,7,22000150,1610612763,MEM,Memphis,1629001,De'Anthony Melton,,,18:12,124.1,120.0,99.8,100.0,24.3,20.0,0.154,2.0,18.2,0.0,0.091,0.057,9.1,0.5,0.508,0.243,0.251,90.88,92.31,76.92,35,0.044000000000000004
8,8,22000150,1610612763,MEM,Memphis,1628960,Grayson Allen,,,17:45,92.2,83.8,97.2,100.0,-5.0,-16.2,0.1,1.0,12.5,0.0,0.095,0.051,12.5,0.583,0.583,0.175,0.191,96.96,100.04,83.36,37,0.125
9,9,22000150,1610612763,MEM,Memphis,204025,Tim Frazier,,,10:47,69.9,66.7,110.6,116.7,-40.7,-50.0,0.28600000000000003,2.0,33.3,0.0,0.182,0.08,16.7,0.0,0.0,0.154,0.161,107.28,106.83,89.03,24,-0.023
