,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
0,0,22000439,1610612745,HOU,Houston,1630256,Jae'Sean Tate,F,,7:42,134.2,141.2,90.1,94.1,44.1,47.1,0.0,0.0,0.0,0.0,0.125,0.067,0.0,1.167,1.0170000000000001,0.16699999999999998,0.159,111.09,105.97,88.31,17,0.182
1,1,22000439,1610612745,HOU,Houston,1627863,Danuel House Jr.,F,,8:40,136.6,142.1,113.9,115.8,22.8,26.3,0.111,1.0,25.0,0.0,0.0,0.0,25.0,0.75,0.75,0.15,0.145,108.22,105.23,87.69,19,0.040999999999999995
2,2,22000439,1610612745,HOU,Houston,202326,DeMarcus Cousins,C,,10:17,140.6,145.5,103.4,109.1,37.1,36.4,0.2,0.0,50.0,0.0,0.125,0.063,0.0,1.25,1.23,0.087,0.084,107.26,102.69,85.58,22,0.14400000000000002
3,3,22000439,1610612745,HOU,Houston,201569,Eric Gordon,G,,7:42,134.2,141.2,90.1,94.1,44.1,47.1,0.111,1.0,20.0,0.0,0.0,0.0,20.0,0.5,0.5,0.222,0.212,111.09,105.97,88.31,17,0.026000000000000002
4,4,22000439,1610612745,HOU,Houston,202322,John Wall,G,,10:17,140.6,145.5,103.4,109.1,37.1,36.4,0.429,0.0,23.1,0.0,0.125,0.063,0.0,0.556,0.607,0.435,0.42100000000000004,107.26,102.69,85.58,22,0.198
5,5,22000439,1610612745,HOU,Houston,1628425,Sterling Brown,,,5:59,124.2,123.1,93.6,100.0,30.6,23.1,0.33299999999999996,0.0,100.0,0.0,0.125,0.067,0.0,0.0,0.0,0.0,0.0,111.67,108.3,90.25,13,0.17300000000000001
6,6,22000439,1610612745,HOU,Houston,203463,Ben McLemore,,,3:19,128.6,128.6,57.9,62.5,70.7,66.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,113.17,108.54,90.45,7,-0.091
7,7,22000439,1610612745,HOU,Houston,1628021,David Nwaba,,,5:59,124.2,123.1,93.6,100.0,30.6,23.1,0.0,0.0,0.0,0.28600000000000003,0.25,0.267,25.0,0.833,0.833,0.267,0.26899999999999996,111.67,108.3,90.25,13,0.192
8,8,22000439,1610612755,PHI,Philadelphia,201980,Danny Green,F,,11:41,100.1,108.0,132.0,136.0,-31.8,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.033,108.31,102.73,85.6,25,-0.017
9,9,22000439,1610612755,PHI,Philadelphia,202699,Tobias Harris,F,,11:59,96.6,103.8,134.5,138.5,-38.0,-34.6,0.0,0.0,0.0,0.0,0.636,0.304,0.0,0.3,0.425,0.19399999999999998,0.19399999999999998,109.59,104.14,86.79,26,0.11699999999999999
10,10,22000439,1610612755,PHI,Philadelphia,203954,Joel Embiid,C,,10:17,103.4,109.1,140.6,145.5,-37.1,-36.4,1.0,1.33,26.7,0.125,0.125,0.125,20.0,0.7140000000000001,0.7609999999999999,0.44,0.455,107.26,102.69,85.58,22,0.207
11,11,22000439,1610612755,PHI,Philadelphia,203552,Seth Curry,G,,11:59,96.6,103.8,134.5,138.5,-38.0,-34.6,0.0,0.0,0.0,0.083,0.091,0.087,22.2,0.5,0.615,0.29,0.29100000000000004,109.59,104.14,86.79,26,0.092
12,12,22000439,1610612755,PHI,Philadelphia,1629680,Matisse Thybulle,G,,8:31,111.2,116.7,133.3,138.9,-22.0,-22.2,0.111,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.07,101.45,84.54,18,0.043
13,13,22000439,1610612755,PHI,Philadelphia,1627788,Furkan Korkmaz,,,3:28,66.1,75.0,137.5,137.5,-71.4,-62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.09,118.25,110.77,92.31,8,-0.071
14,14,22000439,1610612755,PHI,Philadelphia,2730,Dwight Howard,,,1:42,63.0,60.0,100.0,100.0,-37.0,-40.0,0.0,0.0,0.0,0.25,0.0,0.14300000000000002,50.0,0.0,0.568,0.28600000000000003,0.29600000000000004,123.67,127.06,105.88,5,-0.111
15,15,22000439,1610612755,PHI,Philadelphia,1630178,Tyrese Maxey,,,0:18,0.0,0.0,200.0,200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.12,159.12,132.6,1,0.0
