,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
0,0,21600482,1610612756,PHX,Phoenix,200782,P.J. Tucker,F,,7:57,81.3,81.3,107.4,112.5,-26.1,-31.3,0.2,0.5,25.0,0.0,0.0,0.0,50.0,1.0,1.0,0.188,0.188,98.9,96.6,80.5,16,0.096
1,1,21600482,1610612756,PHX,Phoenix,1627737,Marquese Chriss,F,,7:57,81.3,81.3,107.4,112.5,-26.1,-31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.25,0.25,98.9,96.6,80.5,16,0.231
2,2,21600482,1610612756,PHX,Phoenix,2199,Tyson Chandler,C,,7:00,78.6,78.6,115.3,114.3,-36.7,-35.7,0.0,0.0,0.0,0.0,0.5,0.33299999999999996,50.0,1.0,1.0,0.14300000000000002,0.14300000000000002,95.59,96.0,80.0,14,0.174
3,3,21600482,1610612756,PHX,Phoenix,1626164,Devin Booker,G,,10:59,104.7,104.2,113.6,113.0,-8.9,-8.9,0.111,0.33,11.1,0.0,0.2,0.133,33.3,0.25,0.41,0.33299999999999996,0.335,102.25,102.78,85.65,24,0.019
4,4,21600482,1610612756,PHX,Phoenix,202339,Eric Bledsoe,G,,7:00,78.6,78.6,115.3,114.3,-36.7,-35.7,0.25,0.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.071,0.071,95.59,96.0,80.0,14,0.043
5,5,21600482,1610612756,PHX,Phoenix,203458,Alex Len,,,4:56,134.7,133.3,101.0,100.0,33.7,33.3,0.33299999999999996,0.0,100.0,0.0,0.25,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,115.78,116.95,97.46,12,0.127
6,6,21600482,1610612756,PHX,Phoenix,202688,Brandon Knight,,,4:56,134.7,133.3,101.0,100.0,33.7,33.3,0.25,1.0,20.0,0.0,0.0,0.0,20.0,1.0,1.0,0.33299999999999996,0.337,115.78,116.95,97.46,12,0.159
7,7,21600482,1610612756,PHX,Phoenix,2571,Leandro Barbosa,,,1:47,123.0,120.0,82.0,80.0,41.0,40.0,0.5,1.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.2,0.205,131.35,134.58,112.15,5,0.0
8,8,21600482,1610612756,PHX,Phoenix,1627733,Dragan Bender,,,3:59,141.7,140.0,111.1,111.1,30.6,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.10099999999999999,113.99,114.72,95.6,10,0.105
9,9,21600482,1610612756,PHX,Phoenix,203933,T.J. Warren,,,3:09,142.9,142.9,114.3,114.3,28.6,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14300000000000002,0.14300000000000002,106.95,106.95,89.12,7,0.085
10,10,21600482,1610612759,SAS,San Antonio,203937,Kyle Anderson,F,,8:24,112.6,117.6,83.3,83.3,29.3,34.3,0.125,1.0,14.3,0.16699999999999998,0.33299999999999996,0.222,14.3,0.0,0.0,0.3,0.289,102.17,100.0,83.33,17,-0.15
11,11,21600482,1610612759,SAS,San Antonio,200746,LaMarcus Aldridge,F,,7:00,115.3,114.3,78.6,78.6,36.7,35.7,0.0,0.0,0.0,0.16699999999999998,0.667,0.33299999999999996,0.0,1.0,1.025,0.11800000000000001,0.11800000000000001,95.59,96.0,80.0,14,0.326
12,12,21600482,1610612759,SAS,San Antonio,2200,Pau Gasol,C,,11:56,108.7,112.0,104.3,103.8,4.4,8.2,0.111,1.0,14.3,0.1,0.0,0.067,14.3,0.6,0.643,0.207,0.20199999999999999,103.93,102.64,85.53,25,0.138
13,13,21600482,1610612759,SAS,San Antonio,201980,Danny Green,G,,7:00,115.3,114.3,78.6,78.6,36.7,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.59,96.0,80.0,14,0.043
14,14,21600482,1610612759,SAS,San Antonio,2225,Tony Parker,G,,7:00,115.3,114.3,78.6,78.6,36.7,35.7,0.4,1.0,33.3,0.0,0.0,0.0,33.3,1.0,1.0,0.235,0.237,95.59,96.0,80.0,14,0.174
15,15,21600482,1610612759,SAS,San Antonio,201988,Patty Mills,,,4:56,101.0,100.0,134.7,133.3,-33.7,-33.3,0.0,0.0,0.0,0.0,0.5,0.16699999999999998,40.0,0.5,0.6940000000000001,0.385,0.38799999999999996,115.78,116.95,97.46,12,0.032
16,16,21600482,1610612759,SAS,San Antonio,1938,Manu Ginobili,,,4:56,101.0,100.0,134.7,133.3,-33.7,-33.3,0.4,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.155,115.78,116.95,97.46,12,0.032
17,17,21600482,1610612759,SAS,San Antonio,101135,David Lee,,,4:56,101.0,100.0,134.7,133.3,-33.7,-33.3,0.0,0.0,0.0,0.25,0.0,0.16699999999999998,0.0,1.0,1.0,0.231,0.233,115.78,116.95,97.46,12,0.20600000000000002
18,18,21600482,1610612759,SAS,San Antonio,203613,Jonathon Simmons,,,3:32,100.0,100.0,152.3,150.0,-52.3,-50.0,0.0,0.0,0.0,0.0,0.5,0.16699999999999998,0.0,1.0,1.0,0.111,0.111,108.12,108.94,90.78,8,0.122
