,col0,col1,col2,col3,col4,col5,col6
0,5,1_1,2017-01-11,389.05387258620317,,-1,1
1,5,1_1,2017-01-12,317.83347273419037,,-1,1
2,5,1_1,2017-01-13,323.3023119876439,,-1,1
3,5,1_1,2017-01-14,308.55445638340933,,-1,1
4,5,1_1,2017-01-15,319.18911188629005,,-1,1
5,5,1_1,2017-01-16,343.4557553810316,,-1,1
6,5,1_1,2017-01-17,363.68998890405175,,-1,1
7,5,1_1,2017-01-18,287.4667191000006,,-1,1
8,5,1_1,2017-01-19,288.6533897189595,,-1,1
9,5,1_1,2017-01-20,327.4861010162513,,-1,1
10,5,1_1,2017-01-21,308.55445638340933,,-1,1
11,5,1_1,2017-01-22,352.60376520589887,,-1,1
12,5,1_1,2017-01-23,346.4697067146592,,-1,1
13,5,1_1,2017-01-24,303.4129310381379,,-1,1
14,5,1_1,2017-01-25,352.60376520589887,,-1,1
15,5,1_1,2017-01-26,298.38429500527707,,-1,1
16,5,1_1,2017-01-27,308.55445638340933,,-1,1
17,5,1_1,2017-01-28,302.14531155838995,,-1,1
18,5,1_1,2017-01-29,307.25831815841883,,-1,1
19,5,1_1,2017-01-30,341.96182468362457,,-1,1
20,5,1_1,2017-01-31,288.6533897189595,,-1,1
21,5,1_1,2017-02-01,351.0568186164207,,-1,1
22,5,1_1,2017-02-02,327.4861010162513,,-1,1
23,5,1_1,2017-02-03,327.4861010162513,,-1,1
24,5,1_1,2017-02-04,385.5389132487547,,-1,1
25,5,1_1,2017-02-05,291.0462534765268,,-1,1
26,5,1_1,2017-02-06,303.4129310381379,,-1,1
27,5,1_1,2017-02-07,321.92347651392436,,-1,1
28,5,1_1,2017-02-08,308.55445638340933,,-1,1
29,5,1_1,2017-02-09,344.95836157716104,,-1,1
30,5,1_1,2017-02-10,305.96938466088545,,-1,1
31,5,1_1,2017-02-11,304.6876055828345,,-1,1
32,5,1_1,2017-02-12,305.96938466088545,,-1,1
33,5,1_1,2017-02-13,293.1853772083923,,-1,1
34,5,1_1,2017-02-14,386.736134546874,,-1,1
35,5,1_1,2017-02-15,313.75037378685073,,-1,1
36,5,1_1,2017-02-16,326.0282156688258,,-1,1
37,5,1_1,2017-02-17,317.47605300430575,,-1,1
38,5,1_1,2017-02-18,314.5855159311061,,-1,1
39,5,1_1,2017-02-19,337.187516547924,,-1,1
40,5,1_1,2017-02-20,320.0707540671424,,-1,1
41,5,1_1,2017-02-21,344.7723667485054,,-1,1
