,col0,col1,col2,col3,col4,col5
0,ImmutableObjectGraph,Adapter,Create,3,1,4
1,ImmutableObjectGraph,Adapter,Create,3,1,4
2,ImmutableObjectGraph,CollectionExtensions,ResetContents,3,1,2
3,ImmutableObjectGraph,CollectionExtensions,ResetContents,3,1,2
4,ImmutableObjectGraph,CollectionExtensions,AddRange,3,1,2
5,ImmutableObjectGraph,CollectionExtensions,AddRange,3,1,2
6,ImmutableObjectGraph,CollectionExtensions,RemoveRange,3,1,2
7,ImmutableObjectGraph,CollectionExtensions,RemoveRange,3,1,2
8,ImmutableObjectGraph,CollectionExtensions,ResetContents,3,1,2
9,ImmutableObjectGraph,CollectionExtensions,ResetContents,3,1,2
10,ImmutableObjectGraph,CollectionExtensions,Replace,4,1,3
11,ImmutableObjectGraph,CollectionExtensions,Concat,3,1,2
12,ImmutableObjectGraph,CollectionExtensions,Concat,3,1,2
13,ImmutableObjectGraph,Comparers,Parented,3,1,0
14,ImmutableObjectGraph,Comparers,ByValue,3,1,1
15,ImmutableObjectGraph,IdentityEqualityComparer,IdentityEqualityComparer,2,1,0
16,ImmutableObjectGraph,IdentityEqualityComparer,Equals,3,1,2
17,ImmutableObjectGraph,IdentityEqualityComparer,GetHashCode,3,1,1
18,ImmutableObjectGraph,ParentedIdentityEqualityComparer<TRecursiveParent;TRecursiveType>,ParentedIdentityEqualityComparer,2,1,0
19,ImmutableObjectGraph,ParentedIdentityEqualityComparer<TRecursiveParent;TRecursiveType>,Equals,3,1,2
20,ImmutableObjectGraph,ParentedIdentityEqualityComparer<TRecursiveParent;TRecursiveType>,GetHashCode,3,1,1
21,ImmutableObjectGraph,ValueEqualityComparer<TPropertiesEnum;TDiffGram>,ValueEqualityComparer,3,1,1
22,ImmutableObjectGraph,ValueEqualityComparer<TPropertiesEnum;TDiffGram>,Equals,12,4,2
23,ImmutableObjectGraph,ValueEqualityComparer<TPropertiesEnum;TDiffGram>,GetHashCode,3,1,1
24,ImmutableObjectGraph,ImmutableDeque,Create,3,1,0
25,ImmutableObjectGraph,ImmutableDeque,Create,3,1,1
26,ImmutableObjectGraph,ImmutableDeque,Create,3,1,1
27,ImmutableObjectGraph,ImmutableDeque<T>,ImmutableDeque,3,1,1
28,ImmutableObjectGraph,ImmutableDeque<T>,Clear,3,1,0
29,ImmutableObjectGraph,ImmutableDeque<T>,PeekHead,3,1,0
30,ImmutableObjectGraph,ImmutableDeque<T>,PeekTail,3,1,0
31,ImmutableObjectGraph,ImmutableDeque<T>,DequeueFront,3,1,0
32,ImmutableObjectGraph,ImmutableDeque<T>,DequeueBack,3,1,0
33,ImmutableObjectGraph,ImmutableDeque<T>,EnqueueFront,3,1,1
34,ImmutableObjectGraph,ImmutableDeque<T>,EnqueueBack,3,1,1
35,ImmutableObjectGraph,ImmutableDeque<T>,GetEnumerator,3,1,0
36,ImmutableObjectGraph,ImmutableDeque<T>,GetEnumerator,3,1,0
37,ImmutableObjectGraph,IRecursiveParent,GetParentedNode,0,1,1
38,ImmutableObjectGraph,IRecursiveParentWithChildReplacement,ReplaceChild,0,1,2
39,ImmutableObjectGraph,IRecursiveParentWithOrderedChildren,IndexOf,0,1,1
40,ImmutableObjectGraph,IRecursiveParentWithSortedChildren,Compare,0,1,2
41,ImmutableObjectGraph,IRecursiveDiffingType,DiffProperties,0,1,1
42,ImmutableObjectGraph,IRecursiveDiffingType,Change,0,1,3
43,ImmutableObjectGraph,IRecursiveDiffingType,Add,0,1,1
44,ImmutableObjectGraph,IRecursiveDiffingType,Remove,0,1,1
45,ImmutableObjectGraph,IRecursiveDiffingType,Equals,0,1,2
46,ImmutableObjectGraph,IRecursiveDiffingType,Union,0,1,2
47,ImmutableObjectGraph,ParentedRecursiveType,ParentedRecursiveType,4,1,2
48,ImmutableObjectGraph,Optional,For,3,1,1
49,ImmutableObjectGraph,Optional,Optional,4,1,1
50,ImmutableObjectGraph,Optional,GetValueOrDefault,3,1,1
51,ImmutableObjectGraph,RecursiveChildNotUniqueException,RecursiveChildNotUniqueException,3,1,1
52,ImmutableObjectGraph,RecursiveTypeExtensions,HasDescendent,5,1,2
53,ImmutableObjectGraph,RecursiveTypeExtensions,HasDescendent,5,1,2
54,ImmutableObjectGraph,RecursiveTypeExtensions,TryFind,40,8,3
55,ImmutableObjectGraph,RecursiveTypeExtensions,TryFindImmediateChild,33,6,3
56,ImmutableObjectGraph,RecursiveTypeExtensions,TryLookup,11,2,3
57,ImmutableObjectGraph,RecursiveTypeExtensions,Find,9,2,2
58,ImmutableObjectGraph,RecursiveTypeExtensions,GetParentedNode,39,8,2
59,ImmutableObjectGraph,RecursiveTypeExtensions,GetParent,3,1,2
60,ImmutableObjectGraph,RecursiveTypeExtensions,GetSelfAndDescendents,22,5,1
61,ImmutableObjectGraph,RecursiveTypeExtensions,GetSelfAndDescendents,11,2,1
62,ImmutableObjectGraph,RecursiveTypeExtensions,GetSelfAndDescendentsBreadthFirst,17,4,1
63,ImmutableObjectGraph,RecursiveTypeExtensions,GetSelfAndDescendentsWithParents,24,5,2
64,ImmutableObjectGraph,RecursiveTypeExtensions,GetSpine,46,8,2
65,ImmutableObjectGraph,RecursiveTypeExtensions,GetSpine,3,1,2
66,ImmutableObjectGraph,RecursiveTypeExtensions,ReplaceDescendent,24,3,4
67,ImmutableObjectGraph,RecursiveTypeExtensions,ChangesSince,89,14,2
68,ImmutableObjectGraph,RecursiveTypeExtensions,DiffProperties,47,8,2
69,ImmutableObjectGraph,RecursiveTypeExtensions,WithParent,3,1,2
70,ImmutableObjectGraph,RecursiveTypeExtensions,Write,21,3,2
71,ImmutableObjectGraph,LookupTable<TRecursiveType;TRecursiveParent>,Initialize,39,8,2
72,ImmutableObjectGraph,LookupTable<TRecursiveType;TRecursiveParent>,CreateLookupTable,5,1,1
73,ImmutableObjectGraph,LookupTable<TRecursiveType;TRecursiveParent>,Fixup,82,13,3
74,ImmutableObjectGraph,LookupTable<TRecursiveType;TRecursiveParent>,ValidateInternalIntegrityDebugOnly,3,1,1
75,ImmutableObjectGraph,LookupTable<TRecursiveType;TRecursiveParent>,ValidateInternalIntegrity,23,5,1
76,ImmutableObjectGraph,LookupTable<TRecursiveType;TRecursiveParent>,ContributeDescendentsToLookupTable,11,3,2
77,ImmutableObjectGraph,LookupTable<TRecursiveType;TRecursiveParent>,ValidateLookupTable,14,3,2
78,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,ImmutableListRootAdapter,6,1,4
79,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,Add,3,1,1
80,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,Clear,3,1,0
81,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,Contains,3,1,1
82,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,Remove,3,1,1
83,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,AddRange,3,1,1
84,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,IndexOf,6,2,4
85,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,Insert,3,1,2
86,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,InsertRange,3,1,2
87,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,LastIndexOf,6,2,4
88,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,Remove,6,2,2
89,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,RemoveAll,3,1,1
90,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,RemoveAt,3,1,1
91,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,RemoveRange,3,1,2
92,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,RemoveRange,6,2,2
93,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,Replace,6,2,3
94,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,SetItem,3,1,2
95,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,GetEnumerator,5,2,0
96,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,GetEnumerator,5,2,0
97,ImmutableObjectGraph.Adapters,ImmutableListRootAdapter<TUnrooted;TRooted;TRoot>,Wrap,5,1,1
98,ImmutableObjectGraph.Adapters,ImmutableSetRootAdapter<TUnrooted;TRooted;TRoot>,ImmutableSetRootAdapter,6,1,4
99,ImmutableObjectGraph.Adapters,ImmutableSetRootAdapter<TUnrooted;TRooted;TRoot>,Add,3,1,1
100,ImmutableObjectGraph.Adapters,ImmutableSetRootAdapter<TUnrooted;TRooted;TRoot>,Clear,3,1,0
101,ImmutableObjectGraph.Adapters,ImmutableSetRootAdapter<TUnrooted;TRooted;TRoot>,Contains,3,1,1
102,ImmutableObjectGraph.Adapters,ImmutableSetRootAdapter<TUnrooted;TRooted;TRoot>,Except,3,1,1
103,ImmutableObjectGraph.Adapters,ImmutableSetRootAdapter<TUnrooted;TRooted;TRoot>,Intersect,3,1,1
104,ImmutableObjectGraph.Adapters,ImmutableSetRootAdapter<TUnrooted;TRooted;TRoot>,IsProperSubsetOf,3,1,1
105,ImmutableObjectGraph.Adapters,ImmutableSetRootAdapter<TUnrooted;TRooted;TRoot>,IsProperSupersetOf,3,1,1
106,ImmutableObjectGraph.Adapters,ImmutableSetRootAdapter<TUnrooted;TRooted;TRoot>,IsSubsetOf,3,1,1
