,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
0,LuaInterface.Config,Consts,8,0,0,8,0,15,0,0,0,-1.0,0,0,,
1,LuaInterface.Event,DebugHookEventArgs,1,1,1,0,1,12,1,0,0,0.0,0,1,,LuaInterface.Lua
2,LuaInterface.Event,EventCodes,0,0,0,0,0,8,0,0,0,-1.0,0,1,,LuaInterface.Event.EventMasks
3,LuaInterface.Event,EventMasks,0,0,0,0,0,9,0,0,0,-1.0,0,1,,LuaInterface.Lua
4,LuaInterface.Event,HookExceptionEventArgs,1,1,1,0,1,12,1,0,0,0.0,0,1,,LuaInterface.Lua
5,LuaInterface.Exceptions,LuaException,0,4,0,0,3,16,4,1,0,-1.0,0,3,,LuaInterface.Exceptions.LuaScriptException' LuaInterface.Lua' LuaInterface.Method.LuaMethodWrapper
6,LuaInterface.Exceptions,LuaScriptException,1,3,2,0,3,37,3,0,1,1.0,0,2,,LuaInterface.Lua' LuaInterface.ObjectTranslator
7,LuaInterface.Extensions,GeneralExtensions,0,1,0,0,1,14,1,0,0,-1.0,0,0,,
8,LuaInterface,ClassGenerator,2,2,0,0,2,14,2,0,0,1.0,0,1,,LuaInterface.CheckType
9,LuaInterface,CodeGeneration,11,9,1,0,4,559,62,0,0,0.22,0,6,,LuaInterface.ClassGenerator' LuaInterface.DelegateGenerator' LuaInterface.Method.RegisterEventHandler' LuaInterface.ObjectTranslator' LuaInterface.Lua' LuaInterface.CodeGeneration
10,LuaInterface,DelegateGenerator,2,2,0,0,2,14,2,0,0,1.0,0,1,,LuaInterface.CheckType
11,LuaInterface,ILuaGeneratedType,0,1,0,0,0,4,1,0,0,-1.0,0,2,,LuaInterface.ObjectTranslator' LuaInterface.CodeGeneration
12,LuaInterface,LuaClassType,2,0,0,2,0,5,0,0,0,-1.0,0,1,,LuaInterface.CodeGeneration
13,LuaInterface,GCOptions,0,0,0,0,0,42,0,0,0,-1.0,0,1,,LuaInterface.LuaLib
14,LuaInterface,LuaEnums,0,0,0,0,0,42,0,0,0,-1.0,0,0,,
15,LuaInterface,LuaIndexes,0,0,0,0,0,6,0,0,0,-1.0,0,3,,LuaInterface.ObjectTranslator' LuaInterface.LuaLib' LuaInterface.Lua
16,LuaInterface,LuaLib,1,75,0,0,72,411,90,0,0,0.56,0,8,,LuaInterface.LuaUserData' LuaInterface.LuaFunction' LuaInterface.LuaTable' LuaInterface.Method.LuaMethodWrapper' LuaInterface.CheckType' LuaInterface.MetaFunctions' LuaInterface.Lua' LuaInterface.ObjectTranslator
17,LuaInterface,LuaTypes,0,0,0,0,0,13,0,0,0,-1.0,0,4,,LuaInterface.MetaFunctions' LuaInterface.LuaLib' LuaInterface.ObjectTranslator' LuaInterface.CheckType
18,LuaInterface,References,0,0,0,0,0,5,0,0,0,-1.0,0,0,,
19,LuaInterface,CheckType,3,23,0,0,3,280,72,0,0,0.7,0,1,,LuaInterface.ObjectTranslator
20,LuaInterface,Lua,9,46,2,0,28,922,84,0,0,0.15,0,7,,LuaInterface.LuaBase' LuaInterface.LuaUserData' LuaInterface.LuaFunction' LuaInterface.LuaRegistrationHelper' LuaInterface.Lua' LuaInterface.LuaTable' LuaInterface.ObjectTranslator
21,LuaInterface,LuaBase,3,4,0,0,4,44,8,3,0,0.0,0,4,,LuaInterface.LuaFunction' LuaInterface.LuaTable' LuaInterface.LuaUserData' LuaInterface.LuaBase
22,LuaInterface,LuaFunction,1,8,0,0,6,63,11,0,1,0.25,0,10,,LuaInterface.Method.RegisterEventHandler' LuaInterface.Method.LuaEventHandler' LuaInterface.Method.LuaDelegate' LuaInterface.LuaTable' LuaInterface.CodeGeneration' LuaInterface.Method.LuaClassHelper' LuaInterface.LuaFunction' LuaInterface.CheckType' LuaInterface.Lua' LuaInterface.ObjectTranslator
23,LuaInterface,LuaGlobalAttribute,0,0,2,0,0,12,0,0,0,-1.0,0,2,,LuaInterface.LuaRegistrationHelper' LuaInterface.Lua
24,LuaInterface,LuaHideAttribute,0,0,0,0,0,4,0,0,0,-1.0,0,1,,LuaInterface.Lua
25,LuaInterface,LuaRegistrationHelper,0,3,0,0,3,83,17,0,0,-1.0,0,0,,
26,LuaInterface,LuaTable,0,6,2,0,3,75,7,0,1,-1.0,0,8,,LuaInterface.ILuaGeneratedType' LuaInterface.Method.LuaClassHelper' LuaInterface.CheckType' LuaInterface.Lua' LuaInterface.ObjectTranslator' LuaInterface.MetaFunctions' LuaInterface.CodeGeneration' LuaInterface.Method.LuaMethodWrapper
27,LuaInterface,LuaUserData,0,4,0,0,3,55,4,0,1,-1.0,0,2,,LuaInterface.CheckType' LuaInterface.ObjectTranslator
28,LuaInterface,MetaFunctions,12,21,0,0,2,826,90,0,0,0.14,0,1,,LuaInterface.ObjectTranslator
29,LuaInterface,ObjectTranslator,14,35,0,2,1,720,84,0,0,0.0,0,6,,LuaInterface.ClassGenerator' LuaInterface.DelegateGenerator' LuaInterface.CheckType' LuaInterface.MetaFunctions' LuaInterface.Method.LuaMethodWrapper' LuaInterface.Lua
30,LuaInterface,ProxyType,1,13,1,0,13,64,13,0,0,0.23,0,1,,LuaInterface.ObjectTranslator
31,LuaInterface.Method,EventHandlerContainer,1,3,0,0,3,22,4,0,0,0.0,0,2,,LuaInterface.Method.RegisterEventHandler' LuaInterface.ObjectTranslator
32,LuaInterface.Method,LuaClassHelper,0,2,0,0,2,43,5,0,0,-1.0,0,1,,LuaInterface.CodeGeneration
33,LuaInterface.Method,LuaDelegate,2,2,0,2,2,37,4,0,0,0.0,0,1,,LuaInterface.CodeGeneration
34,LuaInterface.Method,LuaEventHandler,1,1,0,1,1,14,1,0,0,0.0,0,1,,LuaInterface.CodeGeneration
35,LuaInterface.Method,LuaMethodWrapper,9,4,0,0,3,252,38,0,0,0.0,0,3,,LuaInterface.MetaFunctions' LuaInterface.Lua' LuaInterface.ObjectTranslator
36,LuaInterface.Method,MethodArgs,4,0,0,4,0,9,0,0,0,-1.0,0,2,,LuaInterface.Method.MethodCache' LuaInterface.MetaFunctions
37,LuaInterface.Method,MethodCache,5,0,1,4,0,26,0,0,0,-1.0,0,3,,LuaInterface.ObjectTranslator' LuaInterface.Method.LuaMethodWrapper' LuaInterface.MetaFunctions
38,LuaInterface.Method,RegisterEventHandler,3,4,0,0,3,46,4,0,0,0.5,0,2,,LuaInterface.MetaFunctions' LuaInterface.Method.EventHandlerContainer
