,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
0,Machine.Specifications.Should.Specs,when_checking_if_a_collection_contains_elements_that_match_a_func,5,0,0,0,0,10,0,0,0,-1.0,0,0,,
1,Machine.Specifications.Should.Specs,when_checking_if_a_collection_contains_elements_that_do_not_match_a_func,6,0,0,0,0,12,0,0,0,-1.0,0,0,,
2,Machine.Specifications.Should.Specs,when_checking_if_a_collection_contains_only_elements_that_match_a_func,6,0,0,0,0,14,0,0,0,-1.0,0,0,,
3,Machine.Specifications.Should.Specs,when_a_list_contains_an_element_of_another_list,7,0,0,0,0,18,0,0,0,-1.0,0,0,,
4,Machine.Specifications.Should.Specs,when_a_list_not_contains_an_element_of_another_list,8,0,0,0,0,20,0,0,0,-1.0,0,0,,
5,Machine.Specifications.Should.Specs,when_a_null_string_is_asserted_on,6,0,0,0,0,15,0,0,0,-1.0,0,0,,
6,Machine.Specifications.Should.Specs,when_an_empty_string_is_asserted_on,6,0,0,0,0,15,0,0,0,-1.0,0,0,,
7,Machine.Specifications.Should.Specs,when_an_non_empty_string_is_asserted_on,6,0,0,0,0,15,0,0,0,-1.0,0,0,,
8,Machine.Specifications.Should.Specs,when_a_type_assertion_fails,5,0,0,0,0,11,0,0,0,-1.0,0,0,,
9,Machine.Specifications.Should.Specs,when_checking_if_an_item_matches_a_func,5,0,0,0,0,10,0,0,0,-1.0,0,0,,
10,Machine.Specifications.Should.Specs,when_checking_if_an_item_matches_a_func_and_the_check_fails,5,0,0,0,0,10,0,0,0,-1.0,0,0,,
11,Machine.Specifications.Should.Specs,when_comparing_different_classes_with_equals_for_equality,3,0,0,0,0,7,0,0,0,-1.0,2,0,Machine.Specifications.Should.Specs.Money' Machine.Specifications.Should.Specs.Franc,
12,Machine.Specifications.Should.Specs,when_comparing_different_classes_with_should_equal_for_equality,4,0,0,0,0,8,0,0,0,-1.0,2,0,Machine.Specifications.Should.Specs.Money' Machine.Specifications.Should.Specs.Franc,
13,Machine.Specifications.Should.Specs,Money,2,6,0,0,6,37,8,1,0,0.33,1,3,Machine.Specifications.Should.Specs.Franc,Machine.Specifications.Should.Specs.when_comparing_different_classes_with_equals_for_equality' Machine.Specifications.Should.Specs.when_comparing_different_classes_with_should_equal_for_equality' Machine.Specifications.Should.Specs.Franc
