,col0,col1,col2,col3,col4,col5
0,Long Method,Westwind.Utilities.Configuration,ConfigurationFileConfigurationProvider<TAppConfiguration>,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Providers\ConfigurationFileConfigurationProvider.cs,Read,The method has 122 lines of code.
1,Long Method,Westwind.Utilities.Configuration,ConfigurationFileConfigurationProvider<TAppConfiguration>,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Providers\ConfigurationFileConfigurationProvider.cs,StringToTypedValue,The method has 126 lines of code.
2,Long Method,Westwind.Utilities.Configuration,SqlServerConfigurationProvider<TAppConfiguration>,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Providers\SqlServerConfigurationProvider.cs,Read,The method has 102 lines of code.
3,Long Method,Westwind.Utilities,ReflectionUtils,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Support\Utilities\ReflectionUtils.cs,StringToTypedValue,The method has 112 lines of code.
4,Complex Method,Westwind.Utilities.Configuration,ConfigurationFileConfigurationProvider<TAppConfiguration>,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Providers\ConfigurationFileConfigurationProvider.cs,Read,Cyclomatic complexity of the method is 15
5,Complex Method,Westwind.Utilities.Configuration,ConfigurationFileConfigurationProvider<TAppConfiguration>,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Providers\ConfigurationFileConfigurationProvider.cs,Read,Cyclomatic complexity of the method is 9
6,Complex Method,Westwind.Utilities.Configuration,ConfigurationFileConfigurationProvider<TAppConfiguration>,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Providers\ConfigurationFileConfigurationProvider.cs,Write,Cyclomatic complexity of the method is 9
7,Complex Method,Westwind.Utilities.Configuration,ConfigurationFileConfigurationProvider<TAppConfiguration>,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Providers\ConfigurationFileConfigurationProvider.cs,TypedValueToString,Cyclomatic complexity of the method is 13
8,Complex Method,Westwind.Utilities.Configuration,ConfigurationFileConfigurationProvider<TAppConfiguration>,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Providers\ConfigurationFileConfigurationProvider.cs,StringToTypedValue,Cyclomatic complexity of the method is 29
9,Complex Method,Westwind.Utilities,DataUtils,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Support\Data\DataUtils.cs,CopyObjectData,Cyclomatic complexity of the method is 9
10,Complex Method,Westwind.Utilities,DataUtils,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Support\Data\DataUtils.cs,DataReaderToObject,Cyclomatic complexity of the method is 10
11,Complex Method,Westwind.Utilities,DataUtils,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Support\Data\DataUtils.cs,InitializeDataRowWithBlanks,Cyclomatic complexity of the method is 10
12,Complex Method,Westwind.Utilities,DataUtils,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Support\Data\DataUtils.cs,SqlTypeToDotNetType,Cyclomatic complexity of the method is 12
13,Complex Method,Westwind.Utilities,DataUtils,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Support\Data\DataUtils.cs,DbTypeToDotNetType,Cyclomatic complexity of the method is 12
14,Complex Method,Westwind.Utilities,DataUtils,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Support\Data\DataUtils.cs,DotNetTypeToDbType,Cyclomatic complexity of the method is 14
15,Complex Method,Westwind.Utilities,DataUtils,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Support\Data\DataUtils.cs,DotNetTypeToSqlType,Cyclomatic complexity of the method is 14
16,Complex Method,Westwind.Utilities,Encryption,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Support\Utilities\Encryption.cs,ComputeHash,Cyclomatic complexity of the method is 12
17,Complex Method,Westwind.Utilities,ReflectionUtils,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Support\Utilities\ReflectionUtils.cs,GetPropertyInternal,Cyclomatic complexity of the method is 8
18,Complex Method,Westwind.Utilities,ReflectionUtils,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Support\Utilities\ReflectionUtils.cs,SetPropertyInternal,Cyclomatic complexity of the method is 10
19,Complex Method,Westwind.Utilities,ReflectionUtils,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Support\Utilities\ReflectionUtils.cs,TypedValueToString,Cyclomatic complexity of the method is 11
20,Complex Method,Westwind.Utilities,ReflectionUtils,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Support\Utilities\ReflectionUtils.cs,StringToTypedValue,Cyclomatic complexity of the method is 28
21,Complex Method,Westwind.Utilities,StringSerializer,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Support\Utilities\StringSerializer.cs,SerializeObject,Cyclomatic complexity of the method is 9
22,Complex Method,Westwind.Utilities,StringUtils,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Support\Utilities\StringUtils.cs,HtmlEncode,Cyclomatic complexity of the method is 8
23,Complex Method,Westwind.Utilities,StringUtils,C:\research\architectureSmells\repos\RickStrahl_Westwind.ApplicationConfiguration\Westwind.Utilities.Configuration\Support\Utilities\StringUtils.cs,ExtractString,Cyclomatic complexity of the method is 10
