,col0,col1,col2,col3,col4
0,803.9043,804.5967,Hand,FailOnTouchObstacleLong,PickedUp
1,803.9556,804.7111,Hand,FailOnTouchObstacleMed,RightGate
2,804.3889,804.6556,Hand,FailOnTouchObstacleLong,LeftGate
3,804.9445,805.0667,Hand,FailOnTouchObstacleMed,RightGate
4,804.9889,805.1334,HandToWrist,FailOnTouchObstacleMed,RightGate
5,805.0222,805.1334,Hand,FailOnTouchObstacleLong,LeftGate
6,805.0444,805.1889,HandToWrist,FailOnTouchObstacleLong,LeftGate
7,805.0667,806.2444,WristToElbow,FailOnTouchObstacleMed,RightGate
8,805.1111,806.1778,WristToElbow,FailOnTouchObstacleLong,LeftGate
9,805.1889,805.3223,Hand,FailOnTouchObstacleShort-1,LeftGate
10,805.1889,805.3223,Hand,FailOnTouchObstacleMed-1,RightGate
11,805.1889,805.3223,Hand,FailOnTouchObstacleLong-1,RightGate
12,805.2111,805.4333,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
13,805.2111,805.4333,HandToWrist,FailOnTouchObstacleMed-1,RightGate
14,805.2111,805.4333,HandToWrist,FailOnTouchObstacleLong-1,RightGate
15,805.3112,805.9889,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
16,805.3112,805.9889,WristToElbow,FailOnTouchObstacleMed-1,RightGate
17,805.3112,805.9889,WristToElbow,FailOnTouchObstacleLong-1,RightGate
18,805.5333,805.7778,Hand,Target,Pushed
19,805.6143,,Hand,Target,PickedUp
20,805.8667,806.0889,HandToWrist,FailOnTouchObstacleLong-1,RightGate
21,805.8667,806.0889,HandToWrist,FailOnTouchObstacleMed-1,RightGate
22,805.8667,806.0889,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
23,805.9556,806.0889,Hand,FailOnTouchObstacleLong-1,RightGate
24,805.9556,806.0889,Hand,FailOnTouchObstacleMed-1,RightGate
25,805.9556,806.0889,Hand,FailOnTouchObstacleShort-1,LeftGate
26,806.1,806.2667,HandToWrist,FailOnTouchObstacleLong,LeftGate
27,806.1556,806.2667,Hand,FailOnTouchObstacleLong,LeftGate
28,806.1778,806.3223,HandToWrist,FailOnTouchObstacleMed,RightGate
29,806.2222,806.3334,Hand,FailOnTouchObstacleMed,RightGate
