,col0,col1,col2,col3,col4,col5,col6
0,ChIJn7vkieBt5kcRaBCCnghE2GM,21-13 Rue de Sambre-et-Meuse,48.874881099999996,2.3713203,,,route
1,ChIJVZV5jeBt5kcRZyzPs7YV87c,La Citic Services,48.8746334,2.3718697,,,point_of_interest store establishment
2,ChIJtRC8i-Bt5kcRUaL2mf72VgM,Grazia Sergio,48.8746926,2.3715854,,,point_of_interest establishment
3,ChIJleMQjeBt5kcRnl9bdteuBSA,Laplenie Jean Francois,48.8746538,2.3718778,,,point_of_interest establishment
4,ChIJrZMXjeBt5kcR5-ZcZHZnJyY,Patbuz Télécom,48.8746334,2.3718697,,,point_of_interest establishment
5,ChIJrZMXjeBt5kcRtEP4JRN7PDY,espace scénario,48.8746461,2.3719332000000004,5.0,1.0,point_of_interest establishment
6,ChIJleMQjeBt5kcRx7PJjwcFymU,Sarah Tisal,48.8746461,2.3719332000000004,,,point_of_interest establishment
7,ChIJ29QQc1Rl5kcRZDbUdAEWrp0,Greta Cdma,48.8747924,2.3721049,4.6,11.0,point_of_interest establishment
8,ChIJpeZYkeBt5kcRPn3E4IzfMPY,El Medina,48.8747531,2.3722657000000003,3.1,23.0,restaurant food point_of_interest establishment
9,ChIJS2lGlOBt5kcRh73lWyNK8KE,Lloydie Darnanville Bijoux Lithothérapie,48.8747412,2.3723846,3.7,3.0,jewelry_store point_of_interest store establishment
10,ChIJt_v08-Bt5kcR48rvdwAFC4o,Earnest,48.874309600000004,2.3716322,,,point_of_interest establishment
11,ChIJrZMXjeBt5kcRLVSwn4WpOtU,Azulejaria,48.8746334,2.3718697,,,electronics_store home_goods_store point_of_interest store establishment
12,ChIJGUpaYuBt5kcRF6hl5W1vZ3w,SportyMap,48.875009999999996,2.371204,5.0,4.0,point_of_interest establishment
13,ChIJc_OwVOFt5kcRcigdiAa9QQk,Atelier Slash,48.8743718,2.3719316000000004,,,point_of_interest establishment
14,ChIJq6rujOBt5kcRDWXZIhWIk4I,Le leasing de l’utilitaire,48.87464979999999,2.3717577000000003,,,car_rental point_of_interest establishment
15,ChIJfZiGQsdt5kcRrMUYzeQ0i0E,Indien Rajput Resturant,48.87464979999999,2.3717577000000003,5.0,1.0,restaurant food point_of_interest establishment
16,ChIJOw-ljOBt5kcROUCdKontdLw,Voltampere,48.87464979999999,2.3717577000000003,,,point_of_interest establishment
17,ChIJOw-ljOBt5kcRtgbQ6nsLANA,Ben Salah Chokri,48.87464979999999,2.3717577000000003,,,bar point_of_interest establishment
