,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
0,0,21601214,1610612743,DEN,Denver,201163,Wilson Chandler,F,,5:24,83.6,81.8,42.1,41.7,41.6,40.2,0.0,0.0,0.0,0.0,0.28600000000000003,0.16699999999999998,0.0,1.0,0.725,0.273,0.27899999999999997,100.59,102.19,85.16,11,0.8
1,1,21601214,1610612743,DEN,Denver,203486,Mason Plumlee,F,,0:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.91,130.91,109.09,0,-1.0
2,2,21601214,1610612743,DEN,Denver,203999,Nikola Jokic,C,,5:13,83.6,81.8,46.0,45.5,37.7,36.4,0.0,0.0,0.0,0.0,0.14300000000000002,0.083,0.0,1.0,1.0,0.091,0.09300000000000001,99.53,101.18,84.32,11,0.5
3,3,21601214,1610612743,DEN,Denver,203914,Gary Harris,G,,9:27,153.7,150.0,80.0,80.0,73.7,70.0,0.33299999999999996,3.0,42.9,0.14300000000000002,0.25,0.2,14.3,0.75,0.6940000000000001,0.182,0.18600000000000003,100.35,101.57,84.64,20,0.16699999999999998
4,4,21601214,1610612743,DEN,Denver,1627750,Jamal Murray,G,,5:24,83.6,81.8,42.1,41.7,41.6,40.2,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.5,0.5,0.364,0.37200000000000005,100.59,102.19,85.16,11,-0.2
5,5,21601214,1610612743,DEN,Denver,1627736,Malik Beasley,,,9:01,149.2,147.1,83.9,83.3,65.3,63.7,0.0,0.0,0.0,0.125,0.0,0.067,0.0,0.833,0.872,0.368,0.373,92.2,93.16,77.63,17,0.28
6,6,21601214,1610612743,DEN,Denver,201589,Darrell Arthur,,,6:32,180.3,176.9,100.0,100.0,80.3,76.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.136,94.63,95.51,79.59,13,-0.049
7,7,21601214,1610612743,DEN,Denver,1627823,Juancho Hernangomez,,,6:32,180.3,176.9,100.0,100.0,80.3,76.9,0.16699999999999998,1.0,25.0,0.0,0.25,0.111,25.0,1.25,1.25,0.2,0.203,94.63,95.51,79.59,13,0.14800000000000002
8,8,21601214,1610612743,DEN,Denver,2034,Mike Miller,,,11:56,136.1,133.3,72.3,72.0,63.7,61.3,0.5,0.0,71.4,0.0,0.182,0.095,0.0,0.5,0.5,0.077,0.078,97.33,98.53,82.11,24,0.17600000000000002
9,9,21601214,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,F,,7:23,73.9,73.3,115.2,113.3,-41.3,-40.0,0.0,0.0,0.0,0.0,0.14300000000000002,0.067,0.0,0.0,0.0,0.0,0.0,96.35,97.52,81.26,15,0.0
10,10,21601214,1610612742,DAL,Dallas,1717,Dirk Nowitzki,F,,9:52,86.2,85.7,146.2,142.9,-60.0,-57.1,0.0,0.0,0.0,0.111,0.375,0.235,14.3,0.6,0.68,0.292,0.293,100.69,102.14,85.12,21,0.165
11,11,21601214,1610612742,DAL,Dallas,203457,Nerlens Noel,C,,3:20,63.5,62.5,90.2,87.5,-26.8,-25.0,0.0,0.0,0.0,0.2,0.0,0.125,0.0,0.0,0.0,0.2,0.20199999999999999,112.55,115.14,95.95,8,-0.3
12,12,21601214,1610612742,DAL,Dallas,200826,J.J. Barea,G,,9:52,86.2,85.7,146.2,142.9,-60.0,-57.1,0.25,0.33,9.1,0.0,0.125,0.059000000000000004,27.3,0.5,0.5,0.41700000000000004,0.419,100.69,102.14,85.12,21,0.044000000000000004
13,13,21601214,1610612742,DAL,Dallas,1627812,Yogi Ferrell,G,,5:24,42.1,41.7,83.6,81.8,-41.6,-40.2,0.0,0.0,0.0,0.0,0.2,0.083,100.0,0.0,0.0,0.14300000000000002,0.14400000000000002,100.59,102.19,85.16,12,-0.2
14,14,21601214,1610612742,DAL,Dallas,2734,Devin Harris,,,4:34,77.8,77.8,167.5,144.4,-89.7,-66.7,0.33299999999999996,1.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0,0.2,0.2,88.08,94.6,78.83,9,-0.051
15,15,21601214,1610612742,DAL,Dallas,203939,Dwight Powell,,,2:04,0.0,0.0,66.7,50.0,-66.7,-50.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.25,0.25,81.29,92.9,77.42,4,0.0
16,16,21601214,1610612742,DAL,Dallas,1627852,Nicolas Brussino,,,5:09,54.5,54.5,120.0,109.1,-65.5,-54.5,0.33299999999999996,1.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.091,0.091,97.83,102.49,85.41,11,0.0
17,17,21601214,1610612742,DAL,Dallas,1626257,Salah Mejri,,,3:26,100.0,100.0,221.9,214.3,-121.9,-114.3,0.0,0.0,0.0,0.5,0.0,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,96.19,97.86,81.55,7,-0.02
18,18,21601214,1610612742,DAL,Dallas,1627784,Jarrod Uthoff,,,3:26,100.0,100.0,221.9,214.3,-121.9,-114.3,0.5,0.0,50.0,0.0,0.0,0.0,0.0,1.5,1.5,0.125,0.125,96.19,97.86,81.55,7,0.122
19,19,21601214,1610612742,DAL,Dallas,1627773,AJ Hammons,,,5:10,60.0,60.0,111.1,100.0,-51.1,-40.0,0.33299999999999996,1.0,33.3,0.0,0.16699999999999998,0.1,33.3,0.0,0.0,0.2,0.2,88.26,92.9,77.42,10,0.0
