,col0,col1,col2,col3,col4,col5
0,Portfish,Benchmark,benchmark,103,7,2
1,Portfish,KPKPosition,probe_kpk_bitbase,4,1,4
2,Portfish,KPKPosition,init,19,8,0
3,Portfish,KPKPosition,k_attacks,1,1,1
4,Portfish,KPKPosition,p_attacks,1,1,0
5,Portfish,KPKPosition,index,4,1,4
6,Portfish,KPKPosition,decode_index,6,1,1
7,Portfish,KPKPosition,classify_leaf,50,9,1
8,Portfish,KPKPosition,classify,32,7,2
9,Portfish,KPKPosition,classify_index,4,1,2
10,Portfish,Bitcount,popcount_1s_Full,18,1,1
11,Portfish,Bitcount,popcount_1s_Max15,16,1,1
12,Portfish,Book,init,6,2,0
13,Portfish,Book,probe,141,8,3
14,Portfish,Book,Read,25,2,2
15,Portfish,Book,book_key,21,5,1
16,Portfish,Book,binary_search,20,3,3
17,Portfish,Endgame,key,10,1,2
18,Portfish,Endgame,probeValue,10,2,2
19,Portfish,Endgame,probeScaleFactor,10,2,2
20,Portfish,Endgame,AddValue,15,1,2
21,Portfish,Endgame,AddScaleFactor,15,1,2
22,Portfish,Endgame,init,16,1,0
23,Portfish,Endgame,Endgame_KXK,29,3,2
24,Portfish,Endgame,Endgame_KBNK,24,2,2
25,Portfish,Endgame,Endgame_KPK,35,4,2
26,Portfish,Endgame,Endgame_KRKP,43,5,2
27,Portfish,Endgame,Endgame_KRKB,10,1,2
28,Portfish,Endgame,Endgame_KRKN,12,1,2
29,Portfish,Endgame,Endgame_KQKR,14,1,2
30,Portfish,Endgame,Endgame_KBBKN,19,1,2
31,Portfish,Endgame,Endgame_KmmKm,3,1,2
32,Portfish,Endgame,Endgame_KNNK,3,1,2
33,Portfish,Endgame,Endgame_KBPsK,43,7,2
34,Portfish,Endgame,Endgame_KQKRPs,21,3,2
35,Portfish,Endgame,Endgame_KRPKR,101,13,2
36,Portfish,Endgame,Endgame_KRPPKRP,30,8,2
37,Portfish,Endgame,Endgame_KPsK,28,5,2
38,Portfish,Endgame,Endgame_KBPKB,44,6,2
39,Portfish,Endgame,Endgame_KBPPKB,61,8,2
40,Portfish,Endgame,Endgame_KBPKN,18,2,2
41,Portfish,Endgame,Endgame_KNPK,17,3,2
42,Portfish,Endgame,Endgame_KPKP,32,4,2
43,Portfish,Engine,Run,37,2,1
44,Portfish,EvalInfo,EvalInfo,6,2,0
45,Portfish,Evaluate,init,29,3,0
46,Portfish,Evaluate,trace,32,1,1
47,Portfish,Evaluate,do_evaluate,122,7,3
48,Portfish,Evaluate,init_eval_info,18,2,3
49,Portfish,Evaluate,evaluate_threats,29,7,3
50,Portfish,Evaluate,evaluate_pieces_of_color,240,32,5
51,Portfish,Evaluate,evaluate_king,196,12,6
52,Portfish,Evaluate,evaluate_passed_pawns,90,2,3
53,Portfish,Evaluate,evaluate_unstoppable_pawns,136,19,2
54,Portfish,Evaluate,evaluate_space,15,1,3
55,Portfish,Evaluate,weight_option,6,1,3
56,Portfish,Evaluate,to_cp,1,1,1
57,Portfish,Evaluate,trace_add,4,1,2
58,Portfish,Evaluate,trace_add,4,1,3
