,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
0,0,22000181,1610612752,NYK,New York,203493,Reggie Bullock,F,,30:52,109.1,108.1,123.7,124.6,-14.6,-16.5,0.08,2.0,25.0,0.0,0.038,0.02,12.5,0.4,0.4,0.091,0.09300000000000001,95.51,95.64,79.7,62,0.023
1,1,22000181,1610612752,NYK,New York,203944,Julius Randle,F,,38:03,111.6,110.4,112.5,113.2,-0.9,-2.8,0.273,6.0,20.7,0.028999999999999998,0.139,0.086,3.4,0.6,0.631,0.271,0.28,96.25,96.5,80.42,77,0.16
2,2,22000181,1610612752,NYK,New York,1629011,Mitchell Robinson,C,,28:01,100.1,100.0,132.6,134.5,-32.5,-34.5,0.0,0.0,0.0,0.077,0.2,0.13,0.0,0.4,0.425,0.1,0.102,94.88,94.23,78.52,55,0.045
3,3,22000181,1610612752,NYK,New York,1629628,RJ Barrett,G,,32:58,106.9,107.4,109.0,109.0,-2.0,-1.6,0.136,1.0,15.0,0.0,0.14300000000000002,0.07,15.0,0.667,0.727,0.23,0.235,98.48,98.28,81.9,68,0.133
4,4,22000181,1610612752,NYK,New York,203901,Elfrid Payton,G,,20:27,96.6,92.7,129.5,133.3,-32.8,-40.7,0.0,0.0,0.0,0.059000000000000004,0.111,0.086,30.0,0.5710000000000001,0.605,0.22699999999999998,0.23600000000000002,93.28,93.89,78.24,41,0.064
5,5,22000181,1610612752,NYK,New York,203085,Austin Rivers,,,17:08,107.0,102.9,86.9,90.9,20.1,11.9,0.16699999999999998,2.0,22.2,0.0,0.083,0.045,11.1,0.16699999999999998,0.16699999999999998,0.175,0.18600000000000003,95.48,95.25,79.38,35,-0.033
6,6,22000181,1610612752,NYK,New York,203457,Nerlens Noel,,,17:28,121.9,120.6,75.6,76.5,46.3,44.1,0.0,0.0,0.0,0.063,0.107,0.091,25.0,0.667,0.667,0.105,0.109,93.49,93.44,77.86,34,0.08900000000000001
7,7,22000181,1610612752,NYK,New York,1630193,Immanuel Quickley,,,27:33,116.7,118.2,96.8,96.4,19.9,21.8,0.267,4.0,17.4,0.037000000000000005,0.125,0.085,4.3,0.618,0.643,0.311,0.318,97.15,96.7,80.58,55,0.19399999999999998
8,8,22000181,1610612752,NYK,New York,1628995,Kevin Knox II,,,17:33,111.4,105.7,112.3,114.7,-0.9,-9.0,0.083,0.0,16.7,0.0,0.16699999999999998,0.098,0.0,0.6,0.6,0.132,0.138,92.88,94.36,78.63,35,0.133
9,9,22000181,1610612752,NYK,New York,1630167,Obi Toppin,,,9:57,95.3,90.0,102.5,105.3,-7.1,-15.3,0.28600000000000003,2.0,33.3,0.1,0.214,0.16699999999999998,16.7,0.0,0.34700000000000003,0.19,0.201,92.62,94.07,78.39,20,0.132
10,10,22000181,1610612752,NYK,New York,1629649,Ignas Brazdeikis,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
11,11,22000181,1610612752,NYK,New York,201959,Taj Gibson,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
12,12,22000181,1610612752,NYK,New York,1629607,Jared Harper,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
13,13,22000181,1610612752,NYK,New York,1629033,Theo Pinson,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
14,14,22000181,1610612752,NYK,New York,1628372,Dennis Smith Jr.,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
15,15,22000181,1610612739,CLE,Cleveland,1626224,Cedi Osman,F,,39:34,125.1,125.6,99.0,100.0,26.1,25.6,0.20800000000000002,1.67,17.9,0.028999999999999998,0.054000000000000006,0.042,10.7,0.625,0.612,0.253,0.255,92.83,92.2,76.84,78,0.106
16,16,22000181,1610612739,CLE,Cleveland,1626204,Larry Nance Jr.,F,,44:04,113.2,114.9,103.2,103.4,10.0,11.5,0.172,1.25,26.3,0.051,0.171,0.113,21.1,0.7,0.7,0.14400000000000002,0.145,96.1,95.3,79.41,87,0.10099999999999999
