,col0,col1,col2,col3,col4,col5
0,Long Statement,Ivony.Data.Test,MySqlTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\MySqlTest.cs,StandardTest,"The length of the statement  ""      Assert.AreEqual( db.T( ""INSERT INTO testTable ( Name' Content) VALUES ( {...} )""' ""Ivony""' ""Test"" ).ExecuteNonQuery()' 1' ""插入数据测试失败"" ); "" is 135."
1,Long Statement,Ivony.Data.Test,MySqlTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\MySqlTest.cs,TransactionTest,"The length of the statement  ""        Assert.AreEqual( transaction.T( ""INSERT INTO testTable ( Name' Content ) VALUES ( {...} )""' ""Ivony""' ""Test"" ).ExecuteNonQuery()' 1' ""插入数据测试失败"" ); "" is 145."
2,Long Statement,Ivony.Data.Test,MySqlTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\MySqlTest.cs,TransactionTest,"The length of the statement  ""        Assert.AreEqual( transaction.T( ""INSERT INTO testTable ( Name' Content) VALUES ( {...} )""' ""Ivony""' ""Test"" ).ExecuteNonQuery()' 1' ""插入数据测试失败"" ); "" is 144."
3,Long Statement,Ivony.Data.Test,MySqlTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\MySqlTest.cs,TransactionTest,"The length of the statement  ""        Assert.AreEqual( transaction.T( ""INSERT INTO testTable ( Name' Content) VALUES ( {...} )""' ""Ivony""' ""Test"" ).ExecuteNonQuery()' 1' ""插入数据测试失败"" ); "" is 144."
4,Long Statement,Ivony.Data.Test,ParameterizedQueryTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\ParameterizedQueryTest.cs,TemplateParserTest,"The length of the statement  ""      Assert.AreEqual( query.TextTemplate' ""SELECT * FROM Users WHERE ID = ( SELECT ID FROM Users WHERE Username = #0# )""' ""一个参数化查询作为另一个参数化查询参数测试失败"" ); "" is 145."
5,Long Statement,Ivony.Data.Test,ParameterizedQueryTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\ParameterizedQueryTest.cs,TemplateParserTest,"The length of the statement  ""      query = Db.T( ""SELECT * FROM Users WHERE ID = ( {1} ) AND Status = {0}""' 3' Db.T( ""SELECT ID FROM Users WHERE Username = {0}""' ""Ivony"" ) ); "" is 139."
6,Long Statement,Ivony.Data.Test,ParameterizedQueryTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\ParameterizedQueryTest.cs,TemplateParserTest,"The length of the statement  ""      Assert.AreEqual( query.TextTemplate' ""SELECT * FROM Users WHERE ID = ( SELECT ID FROM Users WHERE Username = #0# ) AND Status = #1#""' ""一个参数化查询作为另一个参数化查询参数测试失败"" ); "" is 162."
7,Long Statement,Ivony.Data.Test,ParameterizedQueryTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\ParameterizedQueryTest.cs,ConcatTest,"The length of the statement  ""      Assert.AreEqual( (query + query + query).TextTemplate' ""SELECT * FROM Users; SELECT * FROM Users; SELECT * FROM Users;""' ""多个纯文本模板连接测试失败"" ); "" is 139."
8,Long Statement,Ivony.Data.Test,ParameterizedQueryTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\ParameterizedQueryTest.cs,ConcatTest,"The length of the statement  ""      Assert.AreEqual( query.ConcatQueries( query' query ).TextTemplate' ""SELECT * FROM Users; SELECT * FROM Users; SELECT * FROM Users;""' ""多个纯文本模板连接测试失败"" ); "" is 151."
9,Long Statement,Ivony.Data.Test,ParameterizedQueryTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\ParameterizedQueryTest.cs,ConcatTest,"The length of the statement  ""      Assert.AreEqual( (query + query + query).TextTemplate' ""SELECT * FROM Users WHERE UserID = #0#; SELECT * FROM Users WHERE UserID = #1#; SELECT * FROM Users WHERE UserID = #2#;""' ""多个带参数模板连接测试失败"" ); "" is 196."
10,Long Statement,Ivony.Data.Test,ParameterizedQueryTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\ParameterizedQueryTest.cs,ConcatTest,"The length of the statement  ""      Assert.AreEqual( query.ConcatQueries( query' query ).TextTemplate' ""SELECT * FROM Users WHERE UserID = #0#; SELECT * FROM Users WHERE UserID = #1#; SELECT * FROM Users WHERE UserID = #2#;""' ""多个带参数模板连接测试失败"" ); "" is 208."
11,Long Statement,Ivony.Data.Test,ParameterizedQueryTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\ParameterizedQueryTest.cs,JoinTest,"The length of the statement  ""      query += Db.Join( ""AND""' new ParameterizedQuery[] { Db.T( ""UserID <> {0}""' 0 )' null' Db.T( ""Username = {0}""' ""Ivony"" ) } ); "" is 124."
12,Long Statement,Ivony.Data.Test,PostgreSqlTests,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\PostgreSqlTests.cs,Initialize,"The length of the statement  ""            //this._db = PostgreSql.Create(""Server=127.0.0.1;Port=5432;Database=InventoryDB;User Id=inventory_user;Password=sa""' new NpgsqlDbConfiguration()); "" is 146."
13,Long Statement,Ivony.Data.Test,PostgreSqlTests,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\PostgreSqlTests.cs,NpgsqlTest,"The length of the statement  ""            //var affectedRows = this._db.T(""INSERT INTO \""J_Log\"" (\""LoginUser\""'\""CreationDate\""'\""Action\"") VALUES ( {...} )""' ""oger""' DateTime.Now' 1).ExecuteNonQuery(); "" is 161."
14,Long Statement,Ivony.Data.Test,PostgreSqlTests,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\PostgreSqlTests.cs,NpgsqlAsyncTest,"The length of the statement  ""            //var affectedRows = await this._db.T(""INSERT INTO \""J_Log\"" (\""LoginUser\""'\""CreationDate\""'\""Action\"") VALUES ( {...} )""' ""oger""' DateTime.Now' 1).ExecuteNonQueryAsync(); "" is 172."
15,Long Statement,Ivony.Data.Test,PostgreSqlTests,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\PostgreSqlTests.cs,NpgsqlTransactionTest,"The length of the statement  ""            //	var affectedRows = this._db.T(""INSERT INTO \""J_Log\"" (\""LoginUser\""'\""CreationDate\""'\""Action\"") VALUES ( {...} )""' ""oger""' DateTime.Now' 1).ExecuteNonQuery(); "" is 162."
16,Long Statement,Ivony.Data.Test,PostgreSqlTests,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\PostgreSqlTests.cs,NpgsqlTransactionTest,"The length of the statement  ""                var affectedRows = tran.T(""INSERT INTO \""J_Log\"" (\""LoginUser\""'\""CreationDate\""'\""Action\"") VALUES ( {...} )""' ""oger""' DateTime.Now' 1).ExecuteNonQuery(); "" is 155."
17,Long Statement,Ivony.Data.Test,PostgreSqlTests,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\PostgreSqlTests.cs,MyTestTransaction,"The length of the statement  ""            using (var conn = new NpgsqlConnection(""Server=127.0.0.1;Port=5432;Database=InventoryDB;User Id=inventory_user;Password=sa"")) "" is 125."
18,Long Statement,Ivony.Data.Test,PostgreSqlTests,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\PostgreSqlTests.cs,MyTestTransaction,"The length of the statement  ""                    var sql = ""INSERT INTO \""J_Log\"" (\""LoginUser\""'\""CreationDate\""'\""Action\"") VALUES ( 'oger-me'''2014-06-14 12:38:00'' 1 )""; "" is 124."
19,Long Statement,Ivony.Data.Test,SQLiteTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\SQLiteTest.cs,StandardTest1,"The length of the statement  ""      Assert.AreEqual( db.T( ""INSERT INTO Test1 ( Name' Content' [Index] ) VALUES ( {...} )""' ""Ivony""' ""Test""' 1 ).ExecuteNonQuery()' 1' ""插入数据测试失败"" ); "" is 144."
20,Long Statement,Ivony.Data.Test,SqlServerTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\SqlServerTest.cs,StandardTest1,"The length of the statement  ""      Assert.AreEqual( db.T( ""INSERT INTO Test1 ( Name' Content' [Index] ) VALUES ( {...} )""' ""Ivony""' ""Test""' 1 ).ExecuteNonQuery()' 1' ""插入数据测试失败"" ); "" is 144."
21,Long Statement,Ivony.Data.Test,SqlServerTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\SqlServerTest.cs,_AsyncTest1,"The length of the statement  ""      Assert.AreEqual( await db.T( ""INSERT INTO Test1 ( Name' Content' [Index] ) VALUES ( {...} )""' ""Ivony""' ""Test""' 1 ).ExecuteNonQueryAsync()' 1' ""插入数据测试失败"" ); "" is 155."
22,Long Statement,Ivony.Data.Test,SqlServerTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\SqlServerTest.cs,TransactionTest,"The length of the statement  ""        Assert.AreEqual( transaction.T( ""INSERT INTO Test1 ( Name' Content' [Index] ) VALUES ( {...} )""' ""Ivony""' ""Test""' 1 ).ExecuteNonQuery()' 1' ""插入数据测试失败"" ); "" is 153."
23,Long Statement,Ivony.Data.Test,SqlServerTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\SqlServerTest.cs,TransactionTest,"The length of the statement  ""        Assert.AreEqual( transaction.T( ""INSERT INTO Test1 ( Name' Content' [Index] ) VALUES ( {...} )""' ""Ivony""' ""Test""' 1 ).ExecuteNonQuery()' 1' ""插入数据测试失败"" ); "" is 153."
24,Long Statement,Ivony.Data.Test,SqlServerTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\SqlServerTest.cs,TransactionTest,"The length of the statement  ""        Assert.AreEqual( transaction.T( ""INSERT INTO Test1 ( Name' Content' [Index] ) VALUES ( {...} )""' ""Ivony""' ""Test""' 1 ).ExecuteNonQuery()' 1' ""插入数据测试失败"" ); "" is 153."
25,Long Statement,Ivony.Data.Test,SqlServerTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\SqlServerTest.cs,XmlFieldTest,"The length of the statement  ""      db.T( ""INSERT INTO Test1 ( Name' XmlContent' [Index] ) VALUES ( {...} ) ""' ""XML content""' document' 1 ).ExecuteNonQuery(); "" is 122."
26,Long Statement,Ivony.Data.Test,SqlServerTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\SqlServerTest.cs,XmlFieldTest,"The length of the statement  ""      Assert.AreEqual( document.ToString( SaveOptions.OmitDuplicateNamespaces )' document1.ToString( SaveOptions.OmitDuplicateNamespaces ) ); "" is 135."
27,Long Statement,Ivony.Data.Test,SqlServerTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\SqlServerTest.cs,EntityTest,"The length of the statement  ""      var entities = db.T( ""SELECT Name' Content' [Index] FROM Test1"" ).ExecuteDynamics().Select( item => (CorrectEntity) item ).ToArray(); "" is 133."
28,Long Statement,Ivony.Data.Test,SqlServerTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\SqlServerTest.cs,ConvertibleTest,"The length of the statement  ""      db.T( ""INSERT INTO Test1 ( Name' Content' [Index] ) VALUES ( {...} )""' ""1900/1/2 13:00:05.276""' ""ABC""' 0 ).ExecuteNonQuery(); "" is 125."
29,Long Statement,Ivony.Data.Test,SqlServerTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\SqlServerTest.cs,ConvertibleTest,"The length of the statement  ""      Assert.AreEqual( db.T( ""SELECT TOP 1 Name FROM Test1"" ).ExecuteScalar<DateTime>()' new DateTime( 1900' 1' 2' 13' 0' 5' 276 ) ); "" is 127."
30,Empty Catch Block,Ivony.Data.Test,MySqlTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\MySqlTest.cs,TraceTest,The method has an empty catch block.
31,Empty Catch Block,Ivony.Data.Test,SqlServerTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\SqlServerTest.cs,TraceTest,The method has an empty catch block.
32,Magic Number,Ivony.Data.Test,MySqlTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\MySqlTest.cs,TraceTest,The following statement contains a magic number: Assert.AreEqual( logs.Length' 3 );
33,Magic Number,Ivony.Data.Test,MySqlTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\MySqlTest.cs,TraceTest,"The following statement contains a magic number: Assert.AreEqual( logs[2].EventName' ""OnComplete"" );"
34,Magic Number,Ivony.Data.Test,MySqlTest,D:\research\architectureSmells\repos\Ivony_DbUtility\Sources\Ivony.Data.Test\MySqlTest.cs,TraceTest,The following statement contains a magic number: Assert.AreEqual( logs.Length' 2 );
