,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
0,0,21800361,1610612765,DET,Detroit,201933,Blake Griffin,F,,7:52,100.0,100.0,111.9,110.5,-11.9,-10.5,0.25,0.2,8.3,0.0,0.28600000000000003,0.16699999999999998,41.7,0.833,0.833,0.579,0.579,112.15,112.88,94.07,18,0.16
1,1,21800361,1610612765,DET,Detroit,203083,Andre Drummond,C,,4:33,100.0,100.0,109.4,108.3,-9.4,-8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.083,0.083,125.96,126.59,105.49,12,0.083
2,2,21800361,1610612765,DET,Detroit,204038,Langston Galloway,G,,6:12,100.0,100.0,127.7,126.7,-27.7,-26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.214,0.214,111.79,112.26,93.55,14,-0.03
3,3,21800361,1610612765,DET,Detroit,202704,Reggie Jackson,G,,7:52,100.0,100.0,111.9,110.5,-11.9,-10.5,0.5,0.0,50.0,0.0,0.429,0.25,0.0,0.667,0.667,0.158,0.158,112.15,112.88,94.07,18,0.213
4,4,21800361,1610612765,DET,Detroit,1626169,Stanley Johnson,,,7:40,61.1,61.1,89.5,84.2,-28.4,-23.1,0.0,0.0,0.0,0.182,0.0,0.111,20.0,0.0,0.0,0.23800000000000002,0.23800000000000002,112.32,115.83,96.52,18,-0.16699999999999998
5,5,21800361,1610612765,DET,Detroit,202397,Ish Smith,,,8:12,83.3,83.3,88.9,83.3,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.136,0.136,102.09,105.37,87.8,18,-0.128
6,6,21800361,1610612765,DET,Detroit,1628379,Luke Kennard,,,4:00,44.4,44.4,62.5,55.6,-18.1,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.33299999999999996,0.33299999999999996,102.0,108.0,90.0,9,0.0
7,7,21800361,1610612765,DET,Detroit,1628971,Bruce Brown,,,5:40,61.5,61.5,58.9,58.3,2.6,3.2,0.0,0.0,0.0,0.1,0.28600000000000003,0.17600000000000002,0.0,0.0,0.0,0.0,0.0,105.37,105.88,88.24,13,0.077
8,8,21800361,1610612765,DET,Detroit,2585,Zaza Pachulia,,,7:19,66.7,62.5,87.4,86.7,-20.7,-24.2,0.0,0.0,0.0,0.091,0.25,0.158,0.0,1.0,1.0,0.05,0.053,98.01,101.69,84.74,16,0.29
9,9,21800361,1610612749,MIL,Milwaukee,203503,Tony Snell,F,,7:10,94.5,93.8,86.7,86.7,7.8,7.1,0.0,0.0,0.0,0.0,0.14300000000000002,0.067,0.0,0.0,0.0,0.063,0.063,103.41,103.81,86.51,16,0.043
10,10,21800361,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,F,,5:48,57.1,57.1,69.2,69.2,-12.1,-12.1,0.33299999999999996,0.5,20.0,0.0,0.111,0.063,40.0,0.0,0.0,0.267,0.267,111.72,111.72,93.1,14,-0.33299999999999996
11,11,21800361,1610612749,MIL,Milwaukee,201572,Brook Lopez,C,,6:12,127.7,126.7,100.0,100.0,27.7,26.7,0.0,0.0,0.0,0.0,0.75,0.375,0.0,1.5,1.5,0.067,0.067,111.79,112.26,93.55,15,0.182
12,12,21800361,1610612749,MIL,Milwaukee,1627763,Malcolm Brogdon,G,,7:10,94.5,93.8,86.7,86.7,7.8,7.1,0.25,1.0,16.7,0.0,0.0,0.0,16.7,0.33299999999999996,0.515,0.313,0.315,103.41,103.81,86.51,16,0.043
13,13,21800361,1610612749,MIL,Milwaukee,202339,Eric Bledsoe,G,,7:52,111.9,110.5,100.0,100.0,11.9,10.5,0.75,3.0,33.3,0.0,0.0,0.0,11.1,0.7,0.7,0.316,0.32,112.15,112.88,94.07,19,0.213
14,14,21800361,1610612749,MIL,Milwaukee,1627748,Thon Maker,,,6:04,141.1,128.6,92.9,92.9,48.2,35.7,0.33299999999999996,0.0,20.0,0.0,0.0,0.0,0.0,1.3330000000000002,1.16,0.28600000000000003,0.313,105.86,110.77,92.31,14,0.295
15,15,21800361,1610612749,MIL,Milwaukee,1628425,Sterling Brown,,,4:42,101.1,91.7,75.0,75.0,26.1,16.7,0.0,0.0,0.0,0.33299999999999996,0.0,0.1,0.0,0.0,0.0,0.077,0.084,116.83,122.55,102.13,12,0.03
16,16,21800361,1610612749,MIL,Milwaukee,1626192,Pat Connaughton,,,4:42,101.1,91.7,75.0,75.0,26.1,16.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.077,0.084,116.83,122.55,102.13,12,0.0
17,17,21800361,1610612749,MIL,Milwaukee,203521,Matthew Dellavedova,,,4:00,62.5,55.6,44.4,44.4,18.1,11.1,0.5,0.0,100.0,0.0,0.111,0.077,0.0,0.0,0.0,0.0,0.0,102.0,108.0,90.0,9,0.5
18,18,21800361,1610612749,MIL,Milwaukee,1628978,Donte DiVincenzo,,,5:40,58.9,58.3,61.5,61.5,-2.6,-3.2,0.0,0.0,0.0,0.0,0.2,0.11800000000000001,20.0,0.375,0.375,0.385,0.38799999999999996,105.37,105.88,88.24,12,0.308
