,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
0,0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,4,bar,Static,Purple,209.47552490234372,85.5511703491211,0.7330383062362671,256.0,5.12,,
5,5,bar,Static,Black,38.03023910522461,104.93814086914062,-0.9686577320098876,256.0,5.12,,
6,6,jar,Dynamic,Gray,16.57938003540039,195.7168884277344,-0.9686577320098876,51.377470202847135,391.4337768554688,34.13333333333334,
7,7,bar,Static,Black,48.71585083007813,89.39048767089844,-0.9686577320098876,218.2687336819992,5.12,,
8,8,circle,Dynamic,Green,36.97262954711914,210.66043090820312,,,,,10.5
9,9,User Circle,Dynamic,Red,38.0,162.0,,,,,19.0
