,col0,col1,col2,col3,col4,col5,col6
0,Ajyra,32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,10,6,1,Low
1,Ajyra,33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,10,6,1,Low
2,Ajyra,34662,Fate/Apocrypha,10,2,1,Low
3,Ajyra,30544,Gakusen Toshi Asterisk,8,11,1,Low
4,Ajyra,31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,9,5,1,Low
5,Ajyra,28623,Koutetsujou no Kabaneri,9,4,1,Low
6,Ajyra,31251,Mobile Suit Gundam: Iron-Blooded Orphans,8,1,1,Low
7,Ajyra,31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,8,4,1,Low
8,Ajyra,34561,Re:Creators,10,6,1,Low
9,Ajyra,34822,Tsuki ga Kirei,0,1,1,Low
10,Ajyra,34866,Yu☆Gi☆Oh! VRAINS,7,2,1,Low
11,Ajyra,11759,Accel World,7,24,2,Low
12,Ajyra,22199,Akame ga Kill!,7,24,2,Low
13,Ajyra,22147,Amagi Brilliant Park,8,13,2,Low
14,Ajyra,30206,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,8,1,2,Low
15,Ajyra,6547,Angel Beats!,9,13,2,Low
16,Ajyra,9919,Ao no Exorcist,8,25,2,Low
17,Ajyra,11266,Ao no Exorcist: Kuro no Iede,8,1,2,Low
18,Ajyra,18893,Aoki Hagane no Arpeggio: Ars Nova,8,12,2,Low
19,Ajyra,12967,Arcana Famiglia,5,12,2,Low
20,Ajyra,2251,Baccano!,9,13,2,Low
21,Ajyra,5081,Bakemonogatari,10,15,2,Low
22,Ajyra,7674,Bakuman.,8,25,2,Low
23,Ajyra,10030,Bakuman. 2nd Season,8,25,2,Low
24,Ajyra,12365,Bakuman. 3rd Season,8,25,2,Low
25,Ajyra,10396,Ben-To,9,12,2,Low
26,Ajyra,31904,Big Order (TV),6,10,2,Low
27,Ajyra,20787,Black Bullet,9,13,2,Low
28,Ajyra,11633,Blood Lad,8,10,2,Low
29,Ajyra,31043,Boku dake ga Inai Machi,10,12,2,Low
30,Ajyra,31964,Boku no Hero Academia,9,13,2,Low
31,Ajyra,36456,Boku no Hero Academia 3rd Season,9,25,2,Low
32,Ajyra,10719,Boku wa Tomodachi ga Sukunai,9,12,2,Low
33,Ajyra,10897,Boku wa Tomodachi ga Sukunai Episode 0,8,1,2,Low
34,Ajyra,14967,Boku wa Tomodachi ga Sukunai Next,9,12,2,Low
35,Ajyra,6772,Break Blade 1: Kakusei no Toki,8,1,2,Low
36,Ajyra,8514,Break Blade 2: Ketsubetsu no Michi,8,1,2,Low
37,Ajyra,9252,Break Blade 3: Kyoujin no Ato,8,1,2,Low
38,Ajyra,9465,Break Blade 4: Sanka no Chi,8,1,2,Low
39,Ajyra,9724,Break Blade 5: Shisen no Hate,8,1,2,Low
40,Ajyra,10092,Break Blade 6: Doukoku no Toride,8,1,2,Low
41,Ajyra,14345,Btooom!,9,12,2,Low
42,Ajyra,21437,Buddy Complex,8,13,2,Low
43,Ajyra,31478,Bungou Stray Dogs,9,12,2,Low
44,Ajyra,34944,Bungou Stray Dogs: Dead Apple,8,1,2,Low
45,Ajyra,10012,Carnival Phantasm,9,12,2,High
46,Ajyra,12187,Carnival Phantasm EX Season,9,1,2,Low
47,Ajyra,12255,Carnival Phantasm: Illya-jou,7,1,2,Low
48,Ajyra,4975,ChäoS;HEAd,9,12,2,Low
49,Ajyra,16157,Choujigen Game Neptune The Animation,7,12,2,Low
50,Ajyra,14741,Chuunibyou demo Koi ga Shitai!,8,12,2,Low
51,Ajyra,8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,8,1,2,Low
52,Ajyra,15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,8,1,2,Low
53,Ajyra,1575,Code Geass: Hangyaku no Lelouch,9,25,2,Low
54,Ajyra,2904,Code Geass: Hangyaku no Lelouch R2,9,25,2,Low
55,Ajyra,11703,Code:Breaker,8,13,2,Low
56,Ajyra,9479,Coppelion,8,13,2,Low
57,Ajyra,15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,8,4,2,Low
58,Ajyra,15109,Cuticle Tantei Inaba,8,12,2,Low
59,Ajyra,20031,D-Frag!,9,12,2,Low
60,Ajyra,31636,Dagashi Kashi,8,12,2,Low
61,Ajyra,16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,10,13,2,Low
62,Ajyra,16355,Dansai Bunri no Crime Edge,8,13,2,Low
63,Ajyra,11843,Danshi Koukousei no Nichijou,8,12,2,Low
64,Ajyra,2025,Darker than Black: Kuro no Keiyakusha,8,25,2,Low
65,Ajyra,4182,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,8,1,2,Low
66,Ajyra,15583,Date A Live,8,12,2,Low
67,Ajyra,14353,Death Billiards,9,1,2,Low
68,Ajyra,16512,Devil Survivor 2 The Animation,8,13,2,Low
69,Ajyra,31163,Dimension W,8,12,2,Low
70,Ajyra,21743,Donten ni Warau,9,12,2,Low
71,Ajyra,6746,Durarara!!,10,24,2,Low
72,Ajyra,34321,Fate/Grand Order: First Order,10,1,2,Low
73,Ajyra,14829,Fate/kaleid liner Prisma☆Illya,9,10,2,Low
74,Ajyra,356,Fate/stay night,9,24,2,Low
75,Ajyra,6922,Fate/stay night Movie: Unlimited Blade Works,9,1,2,Low
76,Ajyra,10087,Fate/Zero,10,13,2,Low
77,Ajyra,11741,Fate/Zero 2nd Season,10,12,2,Low
78,Ajyra,408,Final Fantasy VII: Last Order,7,1,2,Low
79,Ajyra,18507,Free!,8,12,2,Low
80,Ajyra,9367,Freezing,2,12,2,Low
81,Ajyra,120,Fruits Basket,8,26,2,Low
82,Ajyra,18229,Gatchaman Crowds,8,12,2,Low
83,Ajyra,28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",8,12,2,Low
84,Ajyra,23289,Gekkan Shoujo Nozaki-kun,9,12,2,Low
85,Ajyra,21431,Gokukoku no Brynhildr,9,13,2,Low
86,Ajyra,8425,Gosick,8,24,2,Low
87,Ajyra,13161,Hagure Yuusha no Aesthetica,7,12,2,Low
88,Ajyra,20583,Haikyuu!!,8,25,2,Low
89,Ajyra,15613,Hakkenden: Touhou Hakken Ibun,8,13,2,Low
90,Ajyra,18055,Hakkenden: Touhou Hakken Ibun 2nd Season,8,13,2,Low
91,Ajyra,20689,Hamatora The Animation,9,12,2,Low
92,Ajyra,37141,Hataraku Saibou,9,13,2,Low
93,Ajyra,8630,Hidan no Aria,7,12,2,Low
94,Ajyra,11617,High School DxD,9,12,2,Low
95,Ajyra,15451,High School DxD New,9,12,2,Low
96,Ajyra,30300,"High School DxD New: Oppai, Tsutsumimasu!",6,1,2,Low
97,Ajyra,12729,High School DxD OVA,6,2,2,Low
98,Ajyra,13357,High School DxD Specials,6,6,2,Low
99,Ajyra,12189,Hyouka,8,22,2,Low
100,Ajyra,13469,Hyouka: Motsubeki Mono wa,8,1,2,Low
101,Ajyra,257,Ikkitousen,7,13,2,Low
102,Ajyra,5231,Inazuma Eleven,6,127,2,Low
103,Ajyra,9041,IS: Infinite Stratos,8,12,2,Low
104,Ajyra,36220,Itsudatte Bokura no Koi wa 10 cm Datta.,8,6,2,Low
105,Ajyra,14719,JoJo no Kimyou na Bouken (TV),9,26,2,Low
106,Ajyra,20899,JoJo no Kimyou na Bouken: Stardust Crusaders,9,24,2,Low
107,Ajyra,14467,K,9,13,2,Low
108,Ajyra,16904,K: Missing Kings,8,1,2,Low
109,Ajyra,16035,Karneval,9,13,2,Low
110,Ajyra,6205,Kämpfer,6,12,2,Low
111,Ajyra,18679,Kill la Kill,8,24,2,Low
112,Ajyra,32281,Kimi no Na wa.,8,1,2,Low
113,Ajyra,22535,Kiseijuu: Sei no Kakuritsu,10,24,2,Low
114,Ajyra,8841,Kore wa Zombie Desu ka?,10,12,2,Low
115,Ajyra,10790,Kore wa Zombie Desu ka? of the Dead,10,10,2,Low
116,Ajyra,15437,"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",9,1,2,Low
117,Ajyra,10209,Kore wa Zombie Desu ka? OVA,9,2,2,Low
118,Ajyra,11771,Kuroko no Basket,8,25,2,Low
119,Ajyra,32245,Kuromukuro,10,26,2,Low
120,Ajyra,18153,Kyoukai no Kanata,9,12,2,Low
121,Ajyra,32526,Love Live! Sunshine!!,8,13,2,Low
122,Ajyra,34973,Love Live! Sunshine!! 2nd Season,8,13,2,Low
123,Ajyra,31741,Magi: Sinbad no Bouken (TV),8,13,2,Low
