,col0,col1,col2
0,683724257646493696,,
1,683756063049539586,,
2,684101921163100160,,
3,683348158584340480,,
4,683724257646493696,,
5,683756063049539586,,
6,684021193402413057,,
7,685908315629600768,,
8,686724007106863105,,
9,687234764277964800,,
10,688226125764403201,,
11,688578778650521601,,
12,689172989871570944,,
13,691059218732969985,,
14,691378027767267328,,
15,694385054332510208,,
16,696200898553454592,,
17,696484219623776256,,
18,696518910699438080,,
19,696526133265854466,,
20,696580080437428224,,
21,696808464480243712,,
22,696808464480206848,,
23,697052354840027136,,
24,697052392618139648,,
25,697308450670284801,,
26,697418093983879168,,
27,698490720114581510,,
28,698952517174996992,,
29,699694384711741440,,
30,699831433578356737,,
31,700449090988068864,,
32,700771473556795392,,
33,700871486756646912,,
34,701238614202699776,,
35,701545050019336192,,
36,702215329167101953,,
37,702422628464721921,,
38,702571421399171072,,
39,702617365813530627,,
40,703038444566683651,,
41,748891595097858048,,
42,750512622290792450,,
43,750639332231307264,,
44,750652154214580224,,
45,750672622392795144,,
46,750733771154989056,,
47,750878894090293248,,
48,750944119699243008,,
49,751161388840562688,,
50,751440792393093120,,
51,751457749981011968,,
52,751483532384542720,,
53,751661752538894336,,
54,751797815773392896,,
55,752065131341869056,,
56,752393285310689280,,
57,752681345877413888,,
58,752738296141275138,,
59,752763675879038976,,
60,753060657768038401,,
61,753303885461151744,,
62,753749765163196416,,
63,754030561233166336,,
64,754912946321395713,,
65,755175920772808704,,
66,755317008795705344,,
67,756221711775895552,,
68,756223448188227584,,
69,757341242812354561,,
70,757658818708922368,,
71,758274152470028289,,
72,758379974793371648,,
73,759044784526807041,,
74,759054653724041216,,
75,759319129782378497,,
76,759413031868608513,,
77,759459840280305664,,
78,759483139655774208,,
79,759484196620537857,,
80,759897281005031424,,
81,759898786789486593,,
82,759899730516275201,,
83,759906009351454720,,
84,759944357889933313,,
85,760107726013865985,,
86,760287078676434944,,
87,760563923703791617,,
88,761275537717358592,,
89,761275973904072704,,
90,762213765760684033,,
91,762325200025296900,,
92,762722119587393536,,
93,762739966355079168,,
94,763098474514518016,,
95,763831412340457472,,
96,764091916388438017,,
97,764123159738011649,,
98,764795271775682560,,
99,764938582792499200,,
100,766613183800807428,,
101,767048800015876096,,
102,767048955217797121,,
103,767061768820645889,,
104,767076356597354500,,
105,767215188051451904,,
106,768486934616440832,,
107,768552571258667008,,
108,768839465859186688,,
109,769502706931081216,,
110,769502878906064897,,
111,770176840635908097,,
112,770357606753918981,,
113,770674729694801921,,
114,771098245363822592,,
115,705499792181301249,,
116,705509569083015168,,
117,705829137290690560,,
118,706238803367874561,,
119,706915248146673664,,
120,707313061107896320,,
121,710720723367493632,,
122,710886238996156416,,
123,711616291161792512,,
124,711646611781226496,,
125,711816002946920448,,
126,712485644564570112,,
127,713301101156675584,,
128,713492147492757505,,
129,713854824777916416,,
130,714423635302342657,,
131,715238118794870785,,
132,715986407815266305,,
133,716317938169589762,,
134,716355959552090112,,
135,716358757127753728,,
136,716443335263563776,,
137,716544405432365057,,
138,717417965688393728,,
139,718527799523459072,,
140,719342962493104128,,
141,720005339576406017,,
142,720073996109221888,,
143,720083756267077632,,
144,720338883200819201,,
145,720697936594776064,,
146,721401501713895424,,
147,722446248347889664,,
148,722488858278019074,,
149,722861903853191168,,
150,722880585270632448,,
151,723651418662440960,,
152,724776175818661888,,
153,726297978361643013,,
154,727228161721831424,,
155,727901477575004161,,
156,727991508272549892,,
157,729547519571722240,,
158,729732337378922496,,
159,729751748647227392,,
160,730942880613695493,,
161,731582457456275456,,
162,731582646195748864,,
163,732118833440284672,,
164,732227004544765952,,
165,733106969511333890,,
166,733371562993328128,,
167,733760081389617152,,
168,733853983459049474,,
169,733977358907146240,,
170,734302379730821120,,
171,734801514464747520,,
172,734802122642952192,,
173,737103646295490560,,
174,738212217657524224,,
175,739428842633367552,,
176,739475982399180800,,
177,740612475201019904,,
178,740923877107322880,,
179,741278421632831488,,
180,741485507021033472,,
181,741624766268854272,,
182,741625831626178561,,
183,742446136837935104,,
184,742700127127670784,,
185,744243911984451584,,
186,745712547546992640,,
187,746093365192601600,,
188,746773018609876992,,
189,746880581506580481,,
190,747567742715211776,,
191,747833644836855809,,
192,747848551376486400,,
193,748222469404647424,,
194,748604524361809920,,
195,819919709021863937,,
196,820071534433800193,,
197,820071647675813888,,
198,820152870410522624,,
199,820491996628291584,,
200,821094923638226944,,
201,821261311694766080,,
202,821716850853761033,,
203,822112067553411072,,
204,822257060440080385,,
205,822687433775054848,,
206,822696606730371072,,
207,823759304947798016,,
208,824530738104115201,,
209,824804684884013057,,
210,825080460350935040,,
211,825378843137445890,,
212,825381280032358400,,
213,825803126347268097,,
214,826161768724443136,,
215,826179099576061952,,
216,826869024822693888,,
217,827078471620894721,,
218,827239142815854593,,
219,827333439154188290,,
220,827538511242862592,,
221,827543078869270528,,
222,827575995737600000,,
223,827772905744330753,,
224,828167057048997888,,
225,828248669816250372,,
226,828321499736051712,,
227,828419117946384385,,
228,828451334391209984,,
229,828673695421960192,,
230,829148754900955136,,
231,829210499241877506,,
232,829538292467109888,,
233,829725073225310209,,
234,829765745408090113,,
235,829782132549677057,,
236,830189047150735360,,
237,830196177450696709,,
238,830477829150236676,,
239,830507390625783809,,
240,831396595639996416,,
241,831909340911136768,,
242,832114735973879808,,
243,832127771874713600,,
244,834051707541794816,,
245,834483045545578496,,
246,834606320338677760,,
247,834650008205025280,,
248,834875418503233537,,
