,col0,col1,col2,col3
0,ModeChosenAnalysisObject$,/modeChoice.csv,iterations,iteration number
1,ModeChosenAnalysisObject$,/modeChoice.csv,car,Car chosen as travel mode
2,ModeChosenAnalysisObject$,/modeChoice.csv,drive_transit,Drive to transit chosen as travel mode
3,ModeChosenAnalysisObject$,/modeChoice.csv,ride_hail,Ride Hail chosen as travel mode
4,ModeChosenAnalysisObject$,/modeChoice.csv,walk,Walk chosen as travel mode
5,ModeChosenAnalysisObject$,/modeChoice.csv,walk_transit,Walk to transit chosen as travel mode
6,ModeChosenAnalysisObject$,/referenceModeChoice.csv,iterations,Bike chosen as travel mode
7,ModeChosenAnalysisObject$,/referenceModeChoice.csv,bike,iteration number
8,ModeChosenAnalysisObject$,/referenceModeChoice.csv,car,Car chosen as travel mode
9,ModeChosenAnalysisObject$,/referenceModeChoice.csv,drive_transit,Drive to transit chosen as travel mode
10,ModeChosenAnalysisObject$,/referenceModeChoice.csv,ride_hail,Ride Hail chosen as travel mode
11,ModeChosenAnalysisObject$,/referenceModeChoice.csv,ride_hail_transit,Ride Hail to transit chosen as travel mode
12,ModeChosenAnalysisObject$,/referenceModeChoice.csv,walk,Walk chosen as travel mode
13,ModeChosenAnalysisObject$,/referenceModeChoice.csv,walk_transit,Walk to transit chosen as travel mode
14,RealizedModeAnalysisObject$,/realizedMode.csv,car,Car chosen as travel mode
15,RealizedModeAnalysisObject$,/realizedMode.csv,drive_transit,Drive to transit chosen as travel mode
16,RealizedModeAnalysisObject$,/realizedMode.csv,other,Other modes of travel chosen
17,RealizedModeAnalysisObject$,/realizedMode.csv,ride_hail,Ride Hail chosen as travel mode
18,RealizedModeAnalysisObject$,/realizedMode.csv,walk,Walk chosen as travel mode
19,RealizedModeAnalysisObject$,/realizedMode.csv,walk_transit,Walk to transit chosen as travel mode
20,RideHailRevenueAnalysisObject$,/rideHailRevenue.csv,iteration #,iteration number
21,RideHailRevenueAnalysisObject$,/rideHailRevenue.csv,revenue,Revenue generated from ride hail
22,PersonTravelTimeAnalysisObject$,/ITERS/it.0/0.averageTravelTimes.csv,Mode,Travel mode chosen
23,FuelUsageAnalysisObject$,/ITERS/it.0/0.energyUse.png.csv,Modes,Mode of travel chosen by the passenger
24,FuelUsageAnalysisObject$,/ITERS/it.0/0.energyUse.png.csv,Bin_*,Energy consumed by the vehicle while travelling by the chosen mode within the given time bin
25,PhyssimCalcLinkSpeedStatsObject$,/ITERS/it.0/0.physsimLinkAverageSpeedPercentage.csv,Bin,A given time slot within a day
