,col0,col1,col2
0,bindings-requirements-scheme,,
1,bindings-server-accept,,
2,client-data-schema,,
3,client-data-schema-accept-extras,,
4,client-data-schema-no-extras,,
5,client-uri-template,,
6,iana-security-alter,,
7,iana-security-execution,,
8,iana-security-expansion,,
9,iana-security-remote,,
10,server-data-schema,,
11,server-data-schema-extras,,
12,server-uri-template,,
13,td-action-arrays,pass,
14,td-action-names,not-impl,
15,td-action-names_at-type,not-impl,
16,td-action-names_description,not-impl,
17,td-action-names_descriptions,not-impl,
18,td-action-names_forms,pass,
19,td-action-names_idempotent,not-impl,
20,td-action-names_input,not-impl,
21,td-action-names_output,not-impl,
22,td-action-names_safe,not-impl,
23,td-action-names_title,not-impl,
24,td-action-names_titles,not-impl,
25,td-action-names_uriVariables,not-impl,
26,td-action-objects,not-impl,
27,td-action-objects_input,not-impl,
28,td-action-objects_output,not-impl,
29,td-actions,pass,
30,td-actions_existence,pass,
31,td-actions_uniqueness,pass,
32,td-array-type,pass,
33,td-arrays,not-impl,
34,td-arrays_forms,pass,
35,td-arrays_links,not-impl,
36,td-arrays_scopes,not-impl,
37,td-arrays_security,pass,
38,td-at-type,not-impl,
39,td-boolean-type,pass,
40,td-class-type,pass,
41,td-context,pass,
42,td-context-default-language,not-impl,
43,td-context-default-language-direction-heuristic,,
44,td-context-default-language-direction-independence,,
45,td-context-default-language-direction-inference,,
46,td-context-default-language-direction-script,not-impl,
47,td-context-ns-multilanguage-text-direction-infer,,
48,td-context-ns-thing-mandatory,pass,
49,td-context-ns-thing-map-of-namespaces,not-impl,
50,td-context-ns-thing-optional,not-impl,
51,td-context-toplevel,pass,
52,td-data-schema,not-impl,
53,td-data-schema-arrays,not-impl,
54,td-data-schema-arrays_enum,not-impl,
55,td-data-schema-arrays_oneOf,not-impl,
56,td-data-schema-arrays_required,not-impl,
57,td-data-schema-objects,not-impl,
58,td-data-schema-objects-arrays,not-impl,
59,td-data-schema_at-type,not-impl,
60,td-data-schema_const,not-impl,
61,td-data-schema_description,not-impl,
62,td-data-schema_descriptions,not-impl,
63,td-data-schema_enum,not-impl,
64,td-data-schema_format,not-impl,
65,td-data-schema_items,not-impl,
66,td-data-schema_maxItems,not-impl,
67,td-data-schema_maximum-IntegerSchema,not-impl,
68,td-data-schema_maximum-NumberSchema,not-impl,
69,td-data-schema_minItems,not-impl,
70,td-data-schema_minimum-IntegerSchema,not-impl,
71,td-data-schema_minimum-NumberSchema,not-impl,
72,td-data-schema_oneOf,not-impl,
73,td-data-schema_properties,not-impl,
74,td-data-schema_readOnly,pass,
75,td-data-schema_required,not-impl,
76,td-data-schema_title,not-impl,
77,td-data-schema_titles,not-impl,
78,td-data-schema_type,not-impl,
79,td-data-schema_unit,not-impl,
80,td-data-schema_writeOnly,not-impl,
81,td-datetime-recommended-type,not-impl,
82,td-datetime-type,not-impl,
83,td-default-alg,,
84,td-default-alg-pop,,
85,td-default-contentType,,
86,td-default-flow,,
87,td-default-format,,
88,td-default-format-pop,,
89,td-default-idempotent,,
90,td-default-in-apikey,,
91,td-default-in-basic,,
92,td-default-in-bearer,,
93,td-default-in-digest,,
94,td-default-in-pop,,
95,td-default-op-actions,,
96,td-default-op-events,,
97,td-default-op-properties,,
98,td-default-qop,,
99,td-default-readOnly,,
100,td-default-safe,,
101,td-default-writeOnly,,
102,td-event-arrays,pass,
