,col0,col1,col2,col3,col4
0,694.8,695.0889,Hand,FailOnTouchObstacleLong,LeftGate
1,694.8,695.0889,Hand,FailOnTouchObstacleMed,RightGate
2,694.8445,695.3445,HandToWrist,FailOnTouchObstacleLong,LeftGate
3,694.8445,695.3445,HandToWrist,FailOnTouchObstacleMed,RightGate
4,695.0111,697.7333,WristToElbow,FailOnTouchObstacleLong,LeftGate
5,695.0111,697.7333,WristToElbow,FailOnTouchObstacleMed,RightGate
6,695.0333,695.0444,Hand,FailOnTouchObstacleShort,LeftGate
7,695.0555,695.0667,Hand,FailOnTouchObstacleShort,LeftGate
8,695.1111,697.7111,WristToElbow,FailOnTouchObstacleShort,LeftGate
9,695.6556,696.0889,Hand,FailOnTouchObstacleShort-1,RightGate
10,695.6556,696.0889,Hand,FailOnTouchObstacleMed-1,LeftGate
11,695.6556,696.0889,Hand,FailOnTouchObstacleLong-1,RightGate
12,695.7444,696.3334,HandToWrist,FailOnTouchObstacleShort-1,RightGate
13,695.7444,696.3334,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
14,695.7444,696.3334,HandToWrist,FailOnTouchObstacleLong-1,RightGate
15,695.9889,697.0555,WristToElbow,FailOnTouchObstacleShort-1,RightGate
16,695.9889,697.0555,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
17,695.9889,697.0555,WristToElbow,FailOnTouchObstacleLong-1,RightGate
18,696.5565,,Hand,Target,PickedUp
19,696.7222,697.3112,HandToWrist,FailOnTouchObstacleLong-1,RightGate
20,696.7222,697.3112,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
21,696.7222,697.3112,HandToWrist,FailOnTouchObstacleShort-1,RightGate
22,696.9445,697.3778,Hand,FailOnTouchObstacleLong-1,RightGate
23,696.9445,697.3778,Hand,FailOnTouchObstacleMed-1,LeftGate
24,696.9445,697.3778,Hand,FailOnTouchObstacleShort-1,RightGate
25,697.6,697.8334,HandToWrist,FailOnTouchObstacleLong,LeftGate
26,697.6,697.8334,HandToWrist,FailOnTouchObstacleMed,RightGate
27,697.6889,697.8556,Hand,FailOnTouchObstacleLong,LeftGate
28,697.6889,697.8556,Hand,FailOnTouchObstacleMed,RightGate
29,697.6889,697.8556,Hand,FailOnTouchObstacleShort,LeftGate
30,697.8,697.8334,HandToWrist,FailOnTouchObstacleShort,LeftGate
