,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
0,0,22000439,1610612745,HOU,Houston,1630256,Jae'Sean Tate,F,,7:24,114.6,110.0,83.5,80.0,31.1,30.0,0.0,0.0,0.0,0.14300000000000002,0.0,0.091,0.0,0.5,0.753,0.13,0.135,124.52,129.85,108.21,20,0.122
1,1,22000439,1610612745,HOU,Houston,202326,DeMarcus Cousins,C,,8:49,134.0,131.8,74.8,76.2,59.2,55.6,0.111,0.0,33.3,0.0,0.33299999999999996,0.158,0.0,0.75,0.75,0.083,0.085,117.25,117.14,97.62,22,0.17300000000000001
2,2,22000439,1610612745,HOU,Houston,201569,Eric Gordon,G,,7:46,108.9,104.8,85.6,81.8,23.4,22.9,0.16699999999999998,0.0,16.7,0.0,0.0,0.0,0.0,0.3,0.3,0.20800000000000002,0.21600000000000003,127.55,132.99,110.82,21,0.0
3,3,22000439,1610612745,HOU,Houston,202322,John Wall,G,,8:49,134.0,131.8,74.8,76.2,59.2,55.6,0.6,1.5,20.0,0.0,0.111,0.053,13.3,0.667,0.6779999999999999,0.5,0.508,117.25,117.14,97.62,22,0.36
4,4,22000439,1610612745,HOU,Houston,1628425,Sterling Brown,,,7:23,110.1,113.3,56.7,66.7,53.4,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055999999999999994,0.054000000000000006,107.53,97.52,81.26,15,-0.15
5,5,22000439,1610612745,HOU,Houston,203463,Ben McLemore,,,8:27,110.3,109.1,73.4,77.3,36.9,31.8,0.0,0.0,0.0,0.077,0.2,0.13,0.0,0.7,0.7,0.192,0.19399999999999998,127.53,124.92,104.1,22,0.23199999999999998
6,6,22000439,1610612745,HOU,Houston,1628021,David Nwaba,,,11:16,115.8,117.4,64.4,70.8,51.4,46.6,0.111,0.0,20.0,0.071,0.25,0.154,0.0,0.25,0.25,0.154,0.152,105.85,100.06,83.38,23,0.11599999999999999
7,7,22000439,1610612755,PHI,Philadelphia,201980,Danny Green,F,,9:09,80.8,81.8,128.1,126.1,-47.3,-44.3,0.0,0.0,0.0,0.111,0.091,0.1,100.0,0.0,0.0,0.12,0.129,117.91,118.12,98.43,22,-0.039
8,8,22000439,1610612755,PHI,Philadelphia,202699,Tobias Harris,F,,7:02,85.4,77.8,136.1,133.3,-50.7,-55.6,0.0,0.0,0.0,0.0,0.33299999999999996,0.214,0.0,0.33299999999999996,0.525,0.263,0.287,116.27,122.96,102.47,18,0.172
9,9,22000439,1610612755,PHI,Philadelphia,203954,Joel Embiid,C,,9:09,80.8,81.8,128.1,126.1,-47.3,-44.3,0.5,0.5,8.3,0.0,0.273,0.15,16.7,0.4,0.6459999999999999,0.44,0.473,117.91,118.12,98.43,22,0.247
10,10,22000439,1610612755,PHI,Philadelphia,203552,Seth Curry,G,,7:02,85.4,77.8,136.1,133.3,-50.7,-55.6,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.053,0.057,116.27,122.96,102.47,18,-0.069
11,11,22000439,1610612755,PHI,Philadelphia,1629680,Matisse Thybulle,G,,7:02,85.4,77.8,136.1,133.3,-50.7,-55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.27,122.96,102.47,18,-0.069
12,12,22000439,1610612755,PHI,Philadelphia,1627788,Furkan Korkmaz,,,2:50,51.5,57.1,83.3,71.4,-31.8,-14.3,0.0,0.0,0.0,0.0,0.16699999999999998,0.1,0.0,0.0,0.0,0.25,0.258,116.56,118.59,98.82,7,-0.33299999999999996
13,13,22000439,1610612755,PHI,Philadelphia,2730,Dwight Howard,,,2:50,51.5,57.1,83.3,71.4,-31.8,-14.3,0.0,0.0,0.0,0.0,0.16699999999999998,0.1,0.0,0.0,1.136,0.125,0.129,116.56,118.59,98.82,7,0.667
14,14,22000439,1610612755,PHI,Philadelphia,1630198,Isaiah Joe,,,4:57,58.7,72.7,90.9,90.9,-32.3,-18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,0.22,119.47,106.67,88.89,11,-0.16
15,15,22000439,1610612755,PHI,Philadelphia,1630178,Tyrese Maxey,,,4:57,58.7,72.7,90.9,90.9,-32.3,-18.2,0.0,0.0,0.0,0.0,0.25,0.125,20.0,0.33299999999999996,0.515,0.35700000000000004,0.36700000000000005,119.47,106.67,88.89,11,0.24
16,16,22000439,1610612755,PHI,Philadelphia,203118,Mike Scott,,,4:57,58.7,72.7,90.9,90.9,-32.3,-18.2,0.0,0.0,0.0,0.0,0.125,0.063,0.0,0.0,0.0,0.0,0.0,119.47,106.67,88.89,11,0.08
