,col0,col1,col2
0,Q63065035,abandoned,Key:abandoned:
1,P4856,conscription number,Key:addr:conscriptionnumber
2,Q877895,conscription number,Key:addr:conscriptionnumber
3,P17,country,Key:addr:country
4,P670,street number,Key:addr:housenumber
5,P281,postal code,Key:addr:postcode
6,Q19376249,provisional house number in the Czech Republic,Key:addr:provisionalnumber
7,P669,located on street,Key:addr:street
8,Q1640962,street or road name,Key:addr:street
9,P670,street number,Key:addr:streetnumber
10,Q18915527,street number,Key:addr:streetnumber
11,Q56061,administrative territorial entity,Key:admin_level
12,Q1054650,cable transport,Key:aerialway
13,Q20977775,air transport infrastructure,Key:aeroway
14,Q173725,air conditioning,Key:air_conditioning
15,P912,has facility,Key:amenity
16,Q13226383,facility,Key:amenity
17,Q42973,architect,Key:architect
18,Q42973,architect,Key:architect:wikidata
19,Q483501,artist,Key:artist_name
20,P170,creator,Key:artist:wikidata
21,Q1406161,artistic theme,Key:artwork_subject
22,Q81715,barricade,Key:barrier
23,Q264661,obstacle,Key:barrier
24,Q11442,bicycle,Key:bicycle
25,Q1410110,branch,Key:branch
26,Q431289,brand,Key:brand
27,P1716,brand,Key:brand:wikidata
28,Q131734,brewery,Key:brewery
29,Q15075508,beer brand,Key:brewery
30,Q12280,bridge,Key:bridge
31,Q7814330,toll bridge,Key:bridge
32,Q17644823,bridge by structural type,Key:bridge:structure
33,Q41176,building,Key:building
34,P1101,floors above ground,Key:building:levels
35,P186,material used,Key:building:material
36,Q353659,call sign,Key:callsign
37,Q1780834,changing table,Key:changing_table
38,Q1141067,comment,Key:comment
39,Q12377751,under construction,Key:construction:
40,Q12377751,under construction,Key:construction:building
41,P968,e-mail address,Key:contact:email
42,P2013,Facebook ID,Key:contact:facebook
43,Q355,Facebook,Key:contact:facebook
44,P2900,fax number,Key:contact:fax
45,P1968,Foursquare venue ID,Key:contact:foursquare
46,P2847,Google+ ID,Key:contact:google_plus
47,P2003,Instagram username,Key:contact:instagram
48,Q213660,LinkedIn,Key:contact:linkedin
49,P4033,Mastodon address,Key:contact:mastodon
50,P1329,phone number,Key:contact:phone
51,Q214995,telephone number,Key:contact:phone
52,P3836,Pinterest username,Key:contact:pinterest
53,P3789,Telegram username,Key:contact:telegram
54,P3134,TripAdvisor ID,Key:contact:tripadvisor
55,P2002,Twitter username,Key:contact:twitter
56,P4238,webcam page URL,Key:contact:webcam
57,P3108,Yelp ID,Key:contact:yelp
58,P17,country,Key:country
59,Q64779666,sending state or organization,Key:country
60,P101,field of work,Key:craft
61,Q2207288,craft,Key:craft
62,Q235352,crop,Key:crop
63,P2012,cuisine,Key:cuisine
64,Q1778821,cuisine,Key:cuisine
65,Q8142,currency,Key:currency
66,Q16068,Deutsche Mark,Key:currency:DEM
67,Q15377916,Dogecoin,Key:currency:DOGE
68,Q4916,euro,Key:currency:EUR
