,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25
0,75585ebb5d9f43cc95b0b69c6e4b237a,298.15,101.325,1,CCCCOC(C)=O,1.0,0.8763500000000002,0.0,0.8669955326923968,0.00023368123966072447,8.750605860902014e-05,0.08333333333333333,0.04821932532357388,0.0031362784793459355,0.04751375367996291,-0.4569880232536874,0.2530374881246183,0.018739726722082784,1.0614560107857045,0.08274475693142451,0.0914507216267729,-0.06263039389985407,0.10551361529796513,0.0007848240353962856,,
1,97fb93dfbce14167a7a19133588d6e43,298.15,101.325,1,CC(C)O,1.0,0.7809870000000001,0.0,0.7863490608517607,0.00026676775795345917,2.8751696577983696e-05,0.08333333333333333,0.04821932532357388,0.0010304809593254763,-0.4018739969795015,0.2447617422196545,,,-0.6620857524891159,-0.061478912602766285,,,,,-0.03878234370597215,0.110910689170334
2,02d887c4ffb54e50b7fe7f982ab08eeb,298.15,101.325,1,CC(C)CO,1.0,0.7978300000000003,0.0,0.7974130336509598,0.00027554937053456287,1.7386093623210262e-07,0.08333333333333333,0.04821932532357388,6.231297825216782e-06,0.029919587004785708,-0.016546775187661008,,,0.05128098123691262,0.005895635469999535,,,,,0.00017206264604636832,-0.011000959301247941
3,c2a74deadf3d41069034352cb0f5003d,298.15,101.325,1,CCCCO,1.0,0.8058400000000002,0.0,0.7902477280841933,0.00025208200544127616,0.00024311894349646123,0.08333333333333333,0.04821932532357388,0.008713553353100905,1.3490078920312003,-0.6055547739219727,,,1.989528478646612,0.2263012507355017,,,,,0.08279211896019595,-0.2655468974071399
4,f8c4d23162e44ee3bf0d2ef56eba3be2,298.15,101.325,1,CCOC(=O)CC(=O)OCC,1.0,1.0496030000000005,0.0,1.0430682768441373,0.00027893136118872764,4.270260672377511e-05,0.08333333333333333,0.04821932532357388,0.0015304913580685901,0.01594974507183929,-0.2001412720147785,0.22325575710061216,-0.0016935717148147075,0.5223462436651981,-0.0057424657423443964,0.048876255436535336,-0.1527481525267691,0.10445479034215324,-0.012960099293868816,,
5,311107c65a97481484defee7c3b317e9,298.15,101.325,1,CC(=O)O,1.0,1.0439000000000005,0.0,1.0551881731821575,0.0002871094517613596,0.00012742285379037404,0.08333333333333333,0.04821932532357388,0.004566924398974125,0.6412491527393311,0.3627009541223564,-0.504899197606752,0.0290808001017462,-0.4185199492897282,0.045005956715255584,-0.17283771538319226,0.2141866340336915,,,-0.14255292788104146,0.20120914491410205
6,ef3648732d6e43e4946ceea6e53c4bbe,298.15,101.325,1,CO,1.0,0.7865600000000001,0.0,0.7822724142784899,0.00048773025497989903,1.838339131929834e-05,0.08333333333333333,0.04821932532357388,0.000658873631021557,,,,,0.3783807393843072,-0.012317324372956276,,,,,0.13515644127814058,-0.1240272189035496
7,b66593fd22c944d3906a3bfd77ae4298,298.15,101.325,1,CCO,1.0,0.7856450000000001,0.0,0.7804214862466919,0.0003888697380695103,2.7285095930998832e-05,0.08333333333333333,0.04821932532357388,0.000977916964099901,0.4071629560870521,-0.16940693134139198,,,0.6305276281282924,0.029065169318702094,,,,,0.0935512748697382,-0.10864548569878604
8,005ce160a6ac41e58c3b3e6f967f0b42,298.15,101.325,1,CC(C)(C)O,1.0,0.7802700000000001,0.0,0.7962140309955165,0.0003640561642252773,0.0002542121243859856,0.08333333333333333,0.04821932532357388,0.009111140732127487,-1.695756804589302,0.8538207289219386,,,-2.056748799861042,-0.1907295867140951,,,,,-0.1485670858143098,0.14454480364808345
9,07839facaf5b4eeea4274ad95b6ff45d,298.15,101.325,1,COC=O,1.0,0.9668300000000004,0.0,0.9847014945168592,0.00032871808910174565,0.0003193903162661169,0.08333333333333333,0.04821932532357388,0.011447172816827786,,,-0.7560534678516846,0.2199212043105983,-1.332063792757656,-0.2972968165651839,-0.8288552919101403,-0.3791831588755854,-0.4597082106606428,0.12012683095582685,,
10,cddaabd70d644003a38cd01e47a4ed80,298.15,101.325,1,CCOC(C)=O,1.0,0.8944000000000002,0.0,0.8915626113972489,0.0002369729189136982,8.050774083022915e-06,0.08333333333333333,0.04821932532357388,0.0002885453864569105,0.1572854165790841,-0.096650761180772,0.1025433242841038,0.005885048810093893,0.2660475699178342,0.01685278480578985,0.042135637790465294,-0.01826560251580451,0.04119611479849039,-0.004259775613552484,,
11,1170fb2d9dff466780cf0db7c2ae946c,298.15,101.325,1,CCCOC(C)=O,1.0,0.8820500000000001,0.0,0.8747869095592709,0.0002759431234274276,5.2752482750212735e-05,0.08333333333333333,0.04821932532357388,0.0018906859594805888,0.4734848715321946,-0.3140909350249902,0.26367441406191233,0.020110194840033964,0.8506811038646174,0.0694279084229821,0.08471555000174376,-0.07248264576845465,0.10889427302481328,0.0013731712968960649,,
