,col0,col1,col2,col3,col4,col5,col6
0,-Alberto-,33354,Cardcaptor Sakura: Clear Card-hen,0,5,1,Low
1,-Alberto-,34382,Citrus,0,5,1,Low
2,-Alberto-,36049,Dagashi Kashi 2,0,4,1,Low
3,-Alberto-,35849,Darling in the FranXX,0,4,1,Low
4,-Alberto-,34497,Death March kara Hajimaru Isekai Kyousoukyoku,0,5,1,Low
5,-Alberto-,30694,Dragon Ball Super,0,126,1,Low
6,-Alberto-,37033,Emiya-san Chi no Kyou no Gohan,0,2,1,Low
7,-Alberto-,33047,Fate/Extra: Last Encore,0,2,1,Low
8,-Alberto-,36144,Garo: Vanishing Line,0,17,1,Low
9,-Alberto-,35889,Hakata Tonkotsu Ramens,0,5,1,Low
10,-Alberto-,36094,Hakumei to Mikochi,0,5,1,Low
11,-Alberto-,36124,Itou Junji: Collection,0,5,1,Low
12,-Alberto-,35860,Karakai Jouzu no Takagi-san,0,5,1,Low
13,-Alberto-,34984,Koi wa Ameagari no You ni,0,5,1,Low
14,-Alberto-,36548,Kokkoku,0,5,1,Low
15,-Alberto-,35062,Mahoutsukai no Yome,0,17,1,Low
16,-Alberto-,35997,Märchen Mädchen,0,4,1,Low
17,-Alberto-,35828,Miira no Kaikata,0,5,1,Low
18,-Alberto-,35078,Mitsuboshi Colors,0,11,1,Low
19,-Alberto-,36847,Nanatsu no Bitoku,0,3,1,Low
20,-Alberto-,34577,Nanatsu no Taizai: Imashime no Fukkatsu,0,4,1,Low
21,-Alberto-,35073,Overlord II,0,5,1,Low
22,-Alberto-,34034,Pokemon Sun & Moon,0,61,1,Low
23,-Alberto-,35330,Poputepipikku,0,5,1,Low
24,-Alberto-,35298,Ramen Daisuki Koizumi-san,0,6,1,Low
25,-Alberto-,26123,Seitokai Yakuindomo* OVA,8,7,1,Low
26,-Alberto-,35540,Slow Start,0,5,1,Low
27,-Alberto-,35839,Sora yori mo Tooi Basho,0,6,1,Low
28,-Alberto-,36108,Takunomi.,0,4,1,Low
29,-Alberto-,33352,Violet Evergarden,0,5,1,Low
30,-Alberto-,34798,Yuru Camp△,0,6,1,Low
31,-Alberto-,32998,91 Days,8,12,2,None
32,-Alberto-,25397,Absolute Duo,5,12,2,Low
33,-Alberto-,33337,ACCA: 13-ku Kansatsu-ka,7,12,2,Low
34,-Alberto-,11759,Accel World,9,24,2,Low
35,-Alberto-,13939,Accel World EX,9,2,2,Low
36,-Alberto-,13859,Accel World: Acchel World.,6,8,2,Low
37,-Alberto-,31763,Accel World: Infinite∞Burst,7,1,2,Low
38,-Alberto-,12291,Acchi Kocchi (TV),7,12,2,Low
39,-Alberto-,16273,Acchi Kocchi (TV): Place=Princess,7,1,2,Low
40,-Alberto-,31790,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,5,12,2,Low
41,-Alberto-,32301,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,5,12,2,None
42,-Alberto-,31580,Ajin,8,13,2,Low
43,-Alberto-,33253,Ajin 2nd Season,9,13,2,Low
44,-Alberto-,30868,Ajin Part 1: Shoudou,9,1,2,Low
45,-Alberto-,30123,Akagami no Shirayuki-hime,8,12,2,Low
46,-Alberto-,31173,Akagami no Shirayuki-hime 2nd Season,8,12,2,Low
47,-Alberto-,22199,Akame ga Kill!,8,24,2,Low
48,-Alberto-,25013,Akatsuki no Yona,8,24,2,Low
49,-Alberto-,29513,Aki no Kanade,8,1,2,Low
50,-Alberto-,19429,Akuma no Riddle,7,12,2,Low
51,-Alberto-,22729,Aldnoah.Zero,9,12,2,Low
52,-Alberto-,27655,Aldnoah.Zero 2nd Season,9,12,2,Low
53,-Alberto-,32828,Amaama to Inazuma,9,12,2,None
54,-Alberto-,22147,Amagi Brilliant Park,8,13,2,Low
55,-Alberto-,31771,Amanchu!,7,12,2,None
56,-Alberto-,24531,Ane Log: Moyako Neesan no Tomaranai Monologue,5,3,2,Low
57,-Alberto-,6547,Angel Beats!,9,13,2,Low
58,-Alberto-,9062,Angel Beats! Specials,9,2,2,Low
59,-Alberto-,10067,Angel Beats!: Another Epilogue,9,1,2,Low
60,-Alberto-,31080,Anne Happy♪,7,12,2,Low
61,-Alberto-,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,9,11,2,Low
62,-Alberto-,15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,9,1,2,Low
63,-Alberto-,11111,Another,8,12,2,Low
64,-Alberto-,11701,Another: The Other - Inga,8,1,2,Low
65,-Alberto-,24833,Ansatsu Kyoushitsu,6,22,2,Low
66,-Alberto-,30654,Ansatsu Kyoushitsu 2nd Season,7,25,2,Low
67,-Alberto-,21995,Ao Haru Ride,8,12,2,Low
68,-Alberto-,24151,Ao Haru Ride OVA,8,2,2,Low
69,-Alberto-,9919,Ao no Exorcist,8,25,2,Low
70,-Alberto-,11737,Ao no Exorcist Movie,8,1,2,Low
71,-Alberto-,11266,Ao no Exorcist: Kuro no Iede,8,1,2,Low
72,-Alberto-,33506,Ao no Exorcist: Kyoto Fujouou-hen,7,12,2,Low
73,-Alberto-,30205,Aoharu x Kikanjuu,7,12,2,Low
74,-Alberto-,18893,Aoki Hagane no Arpeggio: Ars Nova,8,12,2,Low
75,-Alberto-,24921,Aoki Hagane no Arpeggio: Ars Nova Cadenza,8,1,2,Low
76,-Alberto-,24919,Aoki Hagane no Arpeggio: Ars Nova DC,7,1,2,Low
77,-Alberto-,16518,Arata Kangatari,7,12,2,Low
78,-Alberto-,12967,Arcana Famiglia,6,12,2,Low
79,-Alberto-,15411,Arcana Famiglia: Capriccio - stile Arcana Famiglia,6,1,2,Low
80,-Alberto-,28249,Arslan Senki (TV),8,25,2,Low
81,-Alberto-,31821,Arslan Senki (TV): Fuujin Ranbu,8,8,2,None
82,-Alberto-,4999,Asu no Yoichi!,6,12,2,Low
83,-Alberto-,33371,Atom: The Beginning,8,12,2,Low
84,-Alberto-,14669,Aura: Maryuuin Kouga Saigo no Tatakai,8,1,2,Low
85,-Alberto-,7817,B-gata H-kei,6,12,2,Low
86,-Alberto-,21185,Baby Steps,8,25,2,Low
87,-Alberto-,27663,Baby Steps 2nd Season,8,25,2,Low
88,-Alberto-,6347,Baka to Test to Shoukanjuu,9,13,2,Low
89,-Alberto-,8516,Baka to Test to Shoukanjuu Ni!,9,13,2,Low
90,-Alberto-,9471,Baka to Test to Shoukanjuu: Matsuri,9,2,2,Low
91,-Alberto-,5081,Bakemonogatari,9,15,2,Low
92,-Alberto-,30795,Bakuon!!,5,12,2,Low
93,-Alberto-,31883,Bakuon!! OVA,5,2,2,Low
94,-Alberto-,288,Bakuten Shoot Beyblade,10,51,2,Low
95,-Alberto-,1669,Bakuten Shoot Beyblade 2002,10,51,2,Low
96,-Alberto-,1668,Bakuten Shoot Beyblade G Revolution,10,52,2,Low
97,-Alberto-,34636,Ballroom e Youkoso,8,24,2,Low
98,-Alberto-,22789,Barakamon,9,12,2,Low
99,-Alberto-,9513,Beelzebub,9,60,2,Low
100,-Alberto-,9120,Beelzebub: Hirotta Akachan wa Daimaou!?,9,1,2,Low
101,-Alberto-,10396,Ben-To,8,12,2,Low
102,-Alberto-,32379,Berserk,8,12,2,None
103,-Alberto-,34055,Berserk 2nd Season,8,12,2,Low
104,-Alberto-,30137,Big Order,6,1,2,Low
105,-Alberto-,31904,Big Order (TV),7,10,2,Low
106,-Alberto-,30782,Bikini Warriors,4,12,2,Low
107,-Alberto-,13535,Binbougami ga!,8,13,2,Low
108,-Alberto-,530,Bishoujo Senshi Sailor Moon,7,46,2,Low
109,-Alberto-,740,Bishoujo Senshi Sailor Moon R,7,43,2,Low
110,-Alberto-,531,Bishoujo Senshi Sailor Moon R: The Movie,7,1,2,Low
111,-Alberto-,532,Bishoujo Senshi Sailor Moon S,7,38,2,Low
112,-Alberto-,32906,Bishoujo Yuugi Unit Crane Game Girls,4,13,2,Low
113,-Alberto-,20787,Black Bullet,8,13,2,Low
114,-Alberto-,7059,Black★Rock Shooter (OVA),7,1,2,Low
115,-Alberto-,11285,Black★Rock Shooter (TV),7,8,2,Low
116,-Alberto-,22547,Blade & Soul,6,13,2,Low
117,-Alberto-,18767,BlazBlue: Alter Memory,6,12,2,Low
118,-Alberto-,34618,Blend S,7,12,2,Low
119,-Alberto-,11633,Blood Lad,7,10,2,Low
120,-Alberto-,18441,Blood Lad: Wagahai wa Neko de wa Nai,7,1,2,Low
121,-Alberto-,31043,Boku dake ga Inai Machi,10,12,2,Low
122,-Alberto-,31964,Boku no Hero Academia,9,13,2,Low
123,-Alberto-,33486,Boku no Hero Academia 2nd Season,8,25,2,Low
124,-Alberto-,10719,Boku wa Tomodachi ga Sukunai,7,12,2,Low
125,-Alberto-,10897,Boku wa Tomodachi ga Sukunai Episode 0,7,1,2,Low
126,-Alberto-,14967,Boku wa Tomodachi ga Sukunai Next,7,12,2,Low
127,-Alberto-,14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,7,1,2,Low
128,-Alberto-,21405,Bokura wa Minna Kawai-sou,8,12,2,Low
129,-Alberto-,357,Bokusatsu Tenshi Dokuro-chan,5,4,2,Low
130,-Alberto-,2131,Bokusatsu Tenshi Dokuro-chan 2,5,2,2,Low
131,-Alberto-,22433,Break Blade,8,12,2,Low
132,-Alberto-,33080,Brotherhood: Final Fantasy XV,6,5,2,None
133,-Alberto-,14345,Btooom!,8,12,2,Low
134,-Alberto-,32023,Bubuki Buranki,5,12,2,Low
135,-Alberto-,33041,Bubuki Buranki: Hoshi no Kyojin,7,12,2,Low
136,-Alberto-,21437,Buddy Complex,8,13,2,Low
137,-Alberto-,24469,Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,8,2,2,Low
138,-Alberto-,31478,Bungou Stray Dogs,8,12,2,Low
139,-Alberto-,32867,Bungou Stray Dogs 2nd Season,8,12,2,Low
140,-Alberto-,14237,Busou Shinki,5,12,2,Low
141,-Alberto-,16614,Busou Shinki OVA,5,1,2,Low
142,-Alberto-,33475,Busou Shoujo Machiavellianism,6,12,2,Low
143,-Alberto-,1689,Byousoku 5 Centimeter,9,3,2,Low
144,-Alberto-,12293,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,6,13,2,Low
145,-Alberto-,21677,Captain Earth,6,25,2,Low
146,-Alberto-,4981,Casshern Sins,8,24,2,Low
147,-Alberto-,34525,Centaur no Nayami,7,12,2,Low
148,-Alberto-,30091,Chaos Dragon: Sekiryuu Seneki,6,12,2,Low
149,-Alberto-,28999,Charlotte,7,13,2,Low
150,-Alberto-,16157,Choujigen Game Neptune The Animation,5,12,2,Low
151,-Alberto-,20479,Choujigen Game Neptune The Animation: Yakusoku no Eien - True End,5,1,2,Low
152,-Alberto-,60,Chrno Crusade,10,24,2,Low
153,-Alberto-,14741,Chuunibyou demo Koi ga Shitai!,7,12,2,Low
154,-Alberto-,18671,Chuunibyou demo Koi ga Shitai! Ren,7,12,2,Low
155,-Alberto-,16934,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,7,1,2,Low
156,-Alberto-,2167,Clannad,9,23,2,Low
157,-Alberto-,1723,Clannad Movie,8,1,2,Low
158,-Alberto-,4181,Clannad: After Story,10,24,2,Low
159,-Alberto-,6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",8,1,2,Low
160,-Alberto-,4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",8,1,2,Low
161,-Alberto-,30383,Classroom☆Crisis,7,13,2,Low
