,col0,col1,col2,col3
0,0,0,0.0,3 0.047112399279187096 1
1,1,0,0.0,5 0.0732827265942216 1
2,2,0,0.0,3 0.04662728075505881 1
3,3,0,0.0,3 0.05188342693641149 1
4,4,0,0.0,4 0.06251927752147024 1
5,5,0,0.0,3 0.04544922342501099 1
6,6,0,0.0,2 0.033152052399006406 1
7,0,1,0.0,17 0.3275576499863331 0.75 17 0.1360162777123038 0.25
8,1,1,0.0,25 0.45811714452805646 0.7500000000000001 20 0.17418917597059613 0.2499999999999999
9,2,1,0.0,18 0.3475542115608125 0.7500000000000001 17 0.13652315662892534 0.2499999999999999
10,3,1,0.0,3 0.046393558036429076 1
11,4,1,0.0,2 0.03787987197553126 1
12,5,1,0.0,10 0.27325339317186587 0.75 14 0.13629302413938643 0.25
13,6,1,37.43106381791394,1 0.028589689609423184 1
14,0,2,0.0,2 0.03856328407845465 1
15,1,2,0.0,2 0.03777332941414648 1
16,2,2,0.0,10 0.23365992933123308 0.7500000000000001 13 0.10191332145746161 0.2499999999999999
17,3,2,0.0,2 0.03353217821477063 1
18,4,2,0.0,2 0.033884381100307635 1
19,5,2,0.0,2 0.03968212395141685 1
20,6,2,0.0,2 0.02936995866537768 1
21,0,3,0.0,2 0.04424992940257857 1
22,1,3,0.0,2 0.036471823395905656 1
23,2,3,0.0,15 0.3407480748198438 0.75 16 0.14742565694902002 0.25
24,3,3,0.0,2 0.051137186606750776 1
25,4,3,0.0,2 0.03942458796247312 1
26,5,3,0.0,2 0.03352793685967042 1
27,6,3,0.0,3 0.042301312971473895 1
28,0,4,0.0,12 0.31314239360258134 0.75 15 0.14921864201652119 0.25
29,1,4,0.0,2 0.03736546389016122 1
30,2,4,0.0,2 0.03389192245598431 1
31,3,4,0.0,2 0.04326980240528419 1
32,4,4,0.0,2 0.036373102392664 1
33,5,4,0.0,3 0.05011900798981266 1
34,6,4,0.0,5 0.0683836715973885 1
35,0,5,0.0,2 0.03628095550991448 1
36,1,5,0.0,4 0.06256265312582265 1
37,2,5,0.0,4 0.05513389428547369 1
38,3,5,0.0,20 0.39517203996610956 0.75 18 0.1569611483785686 0.25
39,4,5,0.0,4 0.056667581102732505 1
40,5,5,0.0,3 0.04101295338623456 1
41,6,5,0.0,4 0.05920274243915189 1
42,0,6,0.0,3 0.05210521526619274 1
43,1,6,0.0,5 0.07085752889019782 1
44,2,6,0.0,2 0.030510545479099864 1
45,3,6,0.0,13 0.2891867011095461 0.75 15 0.12700431000190907 0.25
46,4,6,0.0,3 0.04347005617148919 1
47,5,6,0.0,2 0.03588774086211742 1
48,6,6,0.0,2 0.030085940508198083 1
49,0,7,0.0,2 0.039489384150594574 1
50,1,7,0.0,2 0.04581176032149351 1
51,2,7,0.0,3 0.05026626892161974 1
52,3,7,0.0,3 0.043336959221428814 1
53,4,7,0.0,3 0.0554495149906273 1
54,5,7,0.0,2 0.04861916564168913 1
55,6,7,0.0,2 0.038080006869232755 1
56,0,8,64.27576354330247,0 0 0
57,1,8,0.0,3 0.05324274774974554 1
58,2,8,0.0,4 0.06818363044156321 1
59,3,8,0.0,4 0.057162723281738145 1
60,4,8,0.0,2 0.032475024595470754 1
61,5,8,0.0,10 0.21981000075282317 0.75 13 0.09603899575493209 0.25
62,6,8,0.0,4 0.06766842988651643 1
63,0,9,0.0,2 0.03520027725803948 1
64,1,9,0.0,17 0.3288002165204477 0.75 17 0.1348988388904652 0.25
65,2,9,0.0,2 0.03790230169180159 1
66,3,9,0.0,2 0.03115032042279975 1
67,4,9,0.0,2 0.03864022949910726 1
68,5,9,0.0,2 0.04820439799081779 1
69,6,9,0.0,2 0.04307007361714456 1
70,0,10,0.0,4 0.058318534715625224 1
71,1,10,0.0,2 0.03436689523941841 1
72,2,10,0.0,2 0.040411876990679774 1
73,3,10,0.0,3 0.04353916540576639 1
74,4,10,0.0,2 0.0395689761465465 1
75,5,10,0.0,4 0.061725314407541775 1
76,6,10,0.0,2 0.03772580465639595 1
77,0,11,0.0,2 0.03641095747887692 1
78,1,11,0.0,2 0.03644555676457306 1
79,2,11,0.0,2 0.044810989885899745 1
80,3,11,0.0,4 0.05426044221629416 1
81,4,11,20.822446956642803,1 0.024676711346874568 1
