,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
0,Akka.Persistence.Sqlite.Tests.AssemblyVersioning,BackwardsCompatSqliteJournalSpec,0,3,0,0,2,35,4,0,0,-1,0,0,,
1,Akka.Persistence.Sqlite.Tests.AssemblyVersioning,BackwardsCompatSqliteSnapshotStoreSpec,0,3,0,0,2,34,3,0,0,-1,0,0,,
2,Akka.Persistence.Sqlite.Tests.Batching,BatchingSqliteCurrentEventsByPersistenceIdSpec,1,2,0,1,2,22,2,0,0,1,0,0,,
3,Akka.Persistence.Sqlite.Tests.Batching,BatchingSqliteCurrentEventsByTagSpec,1,3,0,1,3,32,3,0,0,1,0,0,,
4,Akka.Persistence.Sqlite.Tests.Batching,BatchingSqliteCurrentPersistenceIdsSpec,1,3,0,1,3,27,3,0,0,1,0,0,,
5,Akka.Persistence.Sqlite.Tests.Batching,BatchingSqliteEventsByPersistenceIdSpec,1,2,0,1,2,22,2,0,0,1,0,0,,
6,Akka.Persistence.Sqlite.Tests.Batching,BatchingSqliteEventsByTagSpec,1,2,0,1,2,28,2,0,0,1,0,0,,
7,Akka.Persistence.Sqlite.Tests.Batching,BatchingSqliteJournalConnectionFailureSpec,0,2,0,0,1,25,2,0,1,-1,0,0,,
8,Akka.Persistence.Sqlite.Tests.Batching,BatchingSqliteJournalSpec,1,2,1,0,1,30,2,0,0,0,0,0,,
9,Akka.Persistence.Sqlite.Tests.Batching,BatchingSqlitePersistenceIdSpec,1,2,0,1,2,23,2,0,0,1,0,0,,
10,Akka.Persistence.Redis.Tests.Performance,SqliteJournalPerfSpec,1,2,0,0,1,26,2,0,0,1,0,0,,
11,Akka.Persistence.Sqlite.Tests.Query,SqliteCurrentEventsByPersistenceIdSpec,1,2,0,1,2,22,2,0,0,1,0,0,,
12,Akka.Persistence.Sqlite.Tests.Query,SqliteCurrentEventsByTagSpec,1,3,0,1,3,32,3,0,0,1,0,0,,
13,Akka.Persistence.Sqlite.Tests.Query,SqliteCurrentPersistenceIdsSpec,1,3,0,1,3,26,3,0,0,1,0,0,,
14,Akka.Persistence.Sqlite.Tests.Query,SqliteEventsByPersistenceIdSpec,1,2,0,1,2,22,2,0,0,1,0,0,,
15,Akka.Persistence.Sqlite.Tests.Query,SqliteEventsByTagSpec,1,2,0,1,2,28,2,0,0,1,0,0,,
16,Akka.Persistence.Sqlite.Tests.Query,SqlitePersistenceIdsSpec,1,2,0,1,2,22,2,0,0,1,0,0,,
17,Akka.Persistence.Sqlite.Tests.Serialization,SqliteJournalSerializationSpec,0,3,1,0,2,36,3,0,0,-1,0,0,,
18,Akka.Persistence.Sqlite.Tests.Serialization,SqliteSnapshotStoreSerializationSpec,0,2,1,0,1,25,2,0,0,-1,0,0,,
19,Akka.Persistence.Sqlite.Tests,SqliteConfigSpec,0,3,0,0,3,36,3,0,0,-1,0,0,,
20,Akka.Persistence.Sqlite.Tests,SqliteJournalConnectionFailureSpec,0,2,0,0,1,25,2,0,1,-1,0,0,,
21,Akka.Persistence.Sqlite.Tests,SqliteJournalSpec,1,2,1,0,1,30,2,0,0,1,0,0,,
22,Akka.Persistence.Sqlite.Tests,SqliteSnapshotStoreConnectionFailureSpec,0,2,0,0,1,24,2,0,1,-1,0,0,,
23,Akka.Persistence.Sqlite.Tests,SqliteSnapshotStoreSpec,1,2,1,0,1,28,2,0,0,1,0,0,,
