,col0,col1,col2,col3,col4,col5
0,x1,float64,continuous,trend,False,
1,x2,float64,continuous,trend,False,
2,x3,float64,continuous,trend,False,
3,x4,float64,continuous,trend,False,
4,x5,float64,continuous,trend,False,
5,x6,float64,continuous,trend,False,
6,x7,float64,continuous,trend,False,
7,x8,float64,continuous,trend,False,
8,x9,float64,continuous,trend,False,
9,x10,float64,continuous,trend,False,
10,x11,float64,continuous,trend,False,
11,x12,float64,continuous,trend,False,
12,x13,float64,continuous,trend,False,
13,x14,float64,continuous,trend,False,
14,x15,float64,continuous,trend,False,
15,x16,float64,continuous,trend,False,
16,A,object,categorical,groupby,False,
17,B,object,categorical,groupby,False,
18,C,object,categorical,groupby,False,
19,D,object,categorical,groupby,False,
20,E,object,categorical,groupby,False,
21,F,object,categorical,groupby,False,
22,G,object,categorical,groupby,False,
23,H,object,categorical,groupby,False,
