,col0,col1,col2,col3,col4
0,380.5549,381.3475,Hand,FailOnTouchObstacleMed,PickedUp
1,380.7,381.2222,Hand,FailOnTouchObstacleLong,RightGate
2,381.2333,381.2444,Hand,FailOnTouchObstacleLong,RightGate
3,382.4,382.9667,Hand,FailOnTouchObstacleLong,Pushed
4,382.4778,382.9222,Hand,FailOnTouchObstacleShort,RightGate
5,382.4778,382.9111,Hand,FailOnTouchObstacleLong,RightGate
6,383.0455,384.0956,Hand,FailOnTouchObstacleLong,PickedUp
7,384.5334,384.7111,Hand,FailOnTouchObstacleLong,RightGate
8,384.5778,384.8111,HandToWrist,FailOnTouchObstacleLong,RightGate
9,384.6111,384.7556,Hand,FailOnTouchObstacleShort,RightGate
10,384.6333,384.8333,HandToWrist,FailOnTouchObstacleShort,RightGate
11,384.6889,389.6667,WristToElbow,FailOnTouchObstacleLong,RightGate
12,384.7,384.9111,Hand,FailOnTouchObstacleMed,LeftGate
13,384.7111,386.3889,WristToElbow,FailOnTouchObstacleShort,RightGate
14,384.7333,385.5222,HandToWrist,FailOnTouchObstacleMed,LeftGate
15,384.8111,389.5556,WristToElbow,FailOnTouchObstacleMed,LeftGate
16,385.4667,387.6889,Hand,FailOnTouchObstacleLong-1,Pushed
17,385.5445,388.3556,Hand,FailOnTouchObstacleMed-1,RightGate
18,385.5556,388.3556,Hand,FailOnTouchObstacleShort-1,LeftGate
19,385.5556,386.0889,Hand,FailOnTouchObstacleLong-1,LeftGate
20,385.8604,387.48,Hand,FailOnTouchObstacleLong-1,PickedUp
21,385.8667,385.8889,Hand,FailOnTouchObstacleLong-1,RightGate
22,385.9111,387.6333,Hand,FailOnTouchObstacleLong-1,RightGate
23,386.4,387.9111,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
24,386.4,387.9111,HandToWrist,FailOnTouchObstacleMed-1,RightGate
25,388.0,389.6444,WristToElbow,FailOnTouchObstacleShort,RightGate
26,388.0667,388.6556,HandToWrist,FailOnTouchObstacleMed-1,RightGate
27,388.0667,388.5334,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
28,388.3222,389.3333,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
29,388.3222,389.3445,WristToElbow,FailOnTouchObstacleMed-1,RightGate
30,388.8333,389.1556,Hand,Target,Pushed
31,389.0439,,Hand,Target,PickedUp
32,389.1778,389.4667,HandToWrist,FailOnTouchObstacleMed-1,RightGate
33,389.3111,389.4778,Hand,FailOnTouchObstacleMed-1,RightGate
34,389.4667,389.6222,HandToWrist,FailOnTouchObstacleMed,LeftGate
35,389.5111,389.6333,Hand,FailOnTouchObstacleMed,LeftGate
36,389.5556,389.7111,HandToWrist,FailOnTouchObstacleShort,RightGate
37,389.5889,389.7556,HandToWrist,FailOnTouchObstacleLong,RightGate
38,389.6111,389.7222,Hand,FailOnTouchObstacleShort,RightGate
39,389.6444,389.7556,Hand,FailOnTouchObstacleLong,RightGate
