,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
0,e016975a-8fd1-11eb-924d-9cd76263cbd0,genus,Barroetea,,,A.Gray,Q347356,,,,,,,,,30046413-2,wfo-4000004132,6064844,,
1,9200f490-8fb6-11eb-924d-9cd76263cbd0,species,brevipes,Barroetea,,B.L.Rob.,Q817600,1911.0,,Proc. Amer. Acad. Arts 47 205 1911,,,,,,29625-2,wfo-0000090847,3096376,,
2,1ff401d4-8fb2-11eb-924d-9cd76263cbd0,species,glutinosa,Barroetea,,A.Gray,Q347356,,,,,,,,,,wfo-0000012451,8053062,,
3,7a3fa9b6-8fb4-11eb-924d-9cd76263cbd0,species,glutinosa,Barroetea,,Brandegee,Q1002345,1908.0,,Zoe 5: 262 1908,,,,,,29626-2,wfo-0000065644,3096388,,
4,4da489d2-8fb2-11eb-924d-9cd76263cbd0,species,laxiflora,Barroetea,,Brandegee,Q1002345,1910.0,,Univ. Calif. Publ. Bot. 4: 93 1910,,,,,,307568-2,wfo-0000019719,3096377,,
5,08ddc8c8-8fbb-11eb-924d-9cd76263cbd0,species,pavonii,Barroetea,,A.Gray,Q347356,1882.0,,Proc. Amer. Acad. Arts 17 206 1882,,,,,,300255-2,wfo-0000131274,3096337,,
6,3c7fa272-8fb2-11eb-924d-9cd76263cbd0,species,sessilifolia,Barroetea,,Greenm.,Q933930,1904.0,,Proc. Amer. Acad. Arts 40 35 1904,,,,,,29628-2,wfo-0000016833,3096334,,
7,15bb5ef6-8fb2-11eb-924d-9cd76263cbd0,species,setosa,Barroetea,,A.Gray,Q347356,1880.0,,29 1880,,,,,,184263-1,wfo-0000010444,3096340,,
8,199f18b6-8fb5-11eb-924d-9cd76263cbd0,species,sonorana,Barroetea,,(B.L.Turner) R.M.King & H.Rob.,"Q4468157,Q2854893,Q2100759",1995.0,,Phytologia 78 125 1995,,,,d4f56066-8fba-11eb-924d-9cd76263cbd0,,1210969-2,wfo-0000073890,3096466,,
9,49465a6a-8fb6-11eb-924d-9cd76263cbd0,species,subuligera,Barroetea,,A.Gray,Q347356,1880.0,,29 1880,,,,,,184264-1,wfo-0000087783,3096342,,
10,6848b68c-8fb7-11eb-924d-9cd76263cbd0,variety,latisquama,Barroetea,subuligera,Greenm.,Q933930,1904.0,,Proc. Amer. Acad. Arts 40 35 1904,,,,,,29629-2,wfo-0000099457,4243395,,
