,col0,col1,col2,col3,col4
0,924.5792,925.4282,Hand,FailOnTouchObstacleLong,PickedUp
1,924.7,925.6111,Hand,FailOnTouchObstacleMed,RightGate
2,924.9111,924.9667,Hand,FailOnTouchObstacleLong,LeftGate
3,924.9778,925.5111,Hand,FailOnTouchObstacleLong,LeftGate
4,925.0,925.0445,Hand,FailOnTouchObstacleLong,RightGate
5,925.0667,925.0889,Hand,FailOnTouchObstacleLong,RightGate
6,925.1111,925.1223,Hand,FailOnTouchObstacleLong,RightGate
7,925.1556,925.1889,Hand,FailOnTouchObstacleLong,RightGate
8,925.8445,926.0334,Hand,FailOnTouchObstacleMed,RightGate
9,925.9111,926.1,HandToWrist,FailOnTouchObstacleMed,RightGate
10,925.9445,926.0334,Hand,FailOnTouchObstacleShort,RightGate
11,925.9778,926.1445,Hand,FailOnTouchObstacleLong,LeftGate
12,926.0,929.1111,WristToElbow,FailOnTouchObstacleMed,RightGate
13,926.0111,926.2222,HandToWrist,FailOnTouchObstacleLong,LeftGate
14,926.0778,929.0222,WristToElbow,FailOnTouchObstacleLong,LeftGate
15,926.2222,926.5222,Hand,FailOnTouchObstacleShort-1,RightGate
16,926.2222,926.5222,Hand,FailOnTouchObstacleMed-1,LeftGate
17,926.2222,926.5222,Hand,FailOnTouchObstacleLong-1,RightGate
18,926.2667,926.6778,HandToWrist,FailOnTouchObstacleShort-1,RightGate
19,926.2667,926.7222,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
20,926.2667,926.7222,HandToWrist,FailOnTouchObstacleLong-1,RightGate
21,926.4778,927.5889,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
22,926.4778,927.5889,WristToElbow,FailOnTouchObstacleLong-1,RightGate
23,926.6445,927.4333,WristToElbow,FailOnTouchObstacleShort-1,RightGate
24,927.0257,927.9303,Hand,Target,PickedUp
25,927.3334,928.1556,HandToWrist,FailOnTouchObstacleLong-1,RightGate
26,927.3334,928.1556,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
27,927.3556,927.5778,HandToWrist,FailOnTouchObstacleShort-1,RightGate
28,927.5111,928.8112,Hand,FailOnTouchObstacleLong-1,RightGate
29,927.5111,927.7556,Hand,FailOnTouchObstacleShort-1,RightGate
30,927.5111,928.8112,Hand,FailOnTouchObstacleMed-1,LeftGate
31,928.4222,928.8112,Hand,FailOnTouchObstacleShort-1,RightGate
32,928.4556,928.7444,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
33,928.4556,928.7444,HandToWrist,FailOnTouchObstacleLong-1,RightGate
34,928.6239,,Hand,Target,PickedUp
35,928.8334,929.1223,HandToWrist,FailOnTouchObstacleLong,LeftGate
36,928.9556,929.1334,Hand,FailOnTouchObstacleLong,LeftGate
37,928.9889,929.2111,HandToWrist,FailOnTouchObstacleMed,RightGate
38,929.0667,929.2222,Hand,FailOnTouchObstacleMed,RightGate
