,col0,col1,col2,col3,col4,col5,col6,col7
0,access_survey_all,survey.survey.all,model_survey_survey,,0,0,0,0
1,access_survey_user,survey.survey.user,model_survey_survey,base.group_user,0,0,0,0
2,access_survey_survey_user,survey.survey.survey.user,model_survey_survey,group_survey_user,1,1,1,1
3,access_survey_survey_manager,survey.survey.survey.manager,model_survey_survey,group_survey_manager,1,1,1,1
4,access_survey_question_all,survey.question.all,model_survey_question,,0,0,0,0
5,access_survey_question_user,survey.question.user,model_survey_question,base.group_user,0,0,0,0
6,access_survey_question_survey_user,survey.question.survey.user,model_survey_question,group_survey_user,1,1,1,1
7,access_survey_question_survey_manager,survey.question.survey.manager,model_survey_question,group_survey_manager,1,1,1,1
8,access_survey_label_all,survey.label.all,model_survey_label,,0,0,0,0
9,access_survey_label_user,survey.label.user,model_survey_label,base.group_user,0,0,0,0
10,access_survey_label_survey_user,survey.label.survey.user,model_survey_label,group_survey_user,1,1,1,1
11,access_survey_label_survey_manager,survey.label.survey.manager,model_survey_label,group_survey_manager,1,1,1,1
12,access_survey_user_input_all,survey.user_input.all,model_survey_user_input,,0,0,0,0
13,access_survey_user_input_user,survey.user_input.user,model_survey_user_input,base.group_user,0,0,0,0
14,access_survey_user_input_survey_user,survey.user_input.survey.user,model_survey_user_input,group_survey_user,1,1,1,1
15,access_survey_user_input_survey_manager,survey.user_input.survey.manager,model_survey_user_input,group_survey_manager,1,1,1,1
16,access_survey_user_input_line_all,survey.user_input_line.all,model_survey_user_input_line,,0,0,0,0
17,access_survey_user_input_line_user,survey.user_input_line.user,model_survey_user_input_line,base.group_user,0,0,0,0
18,access_survey_user_input_line_survey_user,survey.user_input_line.survey.user,model_survey_user_input_line,group_survey_user,1,1,1,1
19,access_survey_user_input_line_survey_manager,survey.user_input_line.survey.manager,model_survey_user_input_line,group_survey_manager,1,1,1,1
20,access_gamification_badge_survey_user,gamification.badge.survey.user,model_gamification_badge,group_survey_user,1,1,1,1
