,col0,col1,col2,col3,col4
0,birth_order,,child,birth_order,
1,,CDIage,,,
2,data_age,data_age,admin,data_age,
3,date_of_test,CDIdate,admin,date_of_test,
4,ethnicity,,child,ethnicity,
5,mom_ed,,child,mom_ed,
6,sex,Gender,child,sex,
7,study_id,ParticipantId,child,study_id,
8,norming,norming,admin,norming,
9,item_1,respnam,item,first_signs,respname
10,item_2,respno,item,first_signs,respno
11,item_3,reactmd,item,first_signs,reactmd
12,item_4,arehngry,item,phrases,arehngry
13,item_5,aretired,item,phrases,aretired
14,item_6,becarefl,item,phrases,becarefl
15,item_7,bequiet,item,phrases,bequiet
16,item_8,claphand,item,phrases,claphand
17,item_9,cgdiaper,item,phrases,cgdiaper
18,item_10,comehere,item,phrases,comehere
19,item_11,mdhome,item,phrases,mdhome
20,item_12,wantmore,item,phrases,wantmore
21,item_13,dontdo,item,phrases,dontdo
22,item_14,dontouch,item,phrases,dontouch
23,item_15,getup,item,phrases,getup
24,item_16,givemom,item,phrases,givemom
25,item_17,givehug,item,phrases,givehug
26,item_18,givekiss,item,phrases,givekiss
27,item_19,goget,item,phrases,goget
28,item_20,goodgb,item,phrases,goodgb
29,item_21,holdstil,item,phrases,holdstil
30,item_22,gobyebye,item,phrases,gobyebye
31,item_23,lookhere,item,phrases,lookhere
32,item_24,openmth,item,phrases,openmth
33,item_25,sitdown,item,phrases,sitdown
34,item_26,spitout,item,phrases,spitout
35,item_27,stopit,item,phrases,stopit
36,item_28,gonight,item,phrases,gonight
37,item_29,throwbll,item,phrases,throwbll
38,item_30,littlpig,item,phrases,litpiggy
39,item_31,goride,item,phrases,wantride
40,item_32,imitate,item,starting_to_talk,imitate
41,item_33,label,item,starting_to_talk,label
42,item_34,baabaa,item,word,baa_baa
43,item_35,choochoo,item,word,choo_choo
44,item_36,cockddld,item,word,cockadoodledoo
45,item_37,grr,item,word,grrr
46,item_38,meow,item,word,meow
47,item_39,moo,item,word,moo
48,item_40,ouch,item,word,ouch
49,item_41,quackqck,item,word,quack_quack
50,item_42,uhoh,item,word,uh_oh
51,item_43,vroom,item,word,vroom
52,item_44,woofwoof,item,word,woof_woof
53,item_45,yumyum,item,word,yum_yum
54,item_46,animal,item,word,animal
55,item_47,bear,item,word,bear
56,item_48,bee,item,word,bee
57,item_49,bird,item,word,bird
58,item_50,bug,item,word,bug
59,item_51,bunny,item,word,bunny
60,item_52,buttrfly,item,word,butterfly
61,item_53,cat,item,word,cat
62,item_54,chicken1,item,word,chicken.animal
63,item_55,cow,item,word,cow
64,item_56,deer,item,word,deer
65,item_57,dog,item,word,dog
66,item_58,donkey,item,word,donkey
67,item_59,duck,item,word,duck
68,item_60,elephant,item,word,elephant
69,item_61,fish1,item,word,fish.animal
70,item_62,frog,item,word,frog
71,item_63,giraffe,item,word,giraffe
72,item_64,goose,item,word,goose
73,item_65,horse,item,word,horse
74,item_66,kitty,item,word,kitty
75,item_67,lamb,item,word,lamb
76,item_68,lion,item,word,lion
77,item_69,monkey,item,word,monkey
78,item_70,mouse,item,word,mouse
79,item_71,owl,item,word,owl
80,item_72,penguin,item,word,penguin
81,item_73,pig,item,word,pig
82,item_74,pony,item,word,pony
83,item_75,puppy,item,word,puppy
84,item_76,sheep,item,word,sheep
85,item_77,squirrel,item,word,squirrel
86,item_78,teddyber,item,word,teddybear
87,item_79,tiger,item,word,tiger
88,item_80,turkey,item,word,turkey
89,item_81,turtle,item,word,turtle
90,item_82,airplane,item,word,airplane
91,item_83,bicycle,item,word,bicycle
92,item_84,bus,item,word,bus
93,item_85,car,item,word,car
94,item_86,firetrck,item,word,firetruck
95,item_87,motrcycl,item,word,motorcycle
96,item_88,stroller,item,word,stroller
97,item_89,train,item,word,train
98,item_90,truck,item,word,truck
99,item_91,ball,item,word,ball
100,item_92,balloon,item,word,balloon
101,item_93,block,item,word,block
102,item_94,book,item,word,book
103,item_95,bubbles,item,word,bubbles
104,item_96,doll,item,word,doll
105,item_97,pen,item,word,pen
106,item_98,toy,item,word,toy
107,item_99,apple,item,word,apple
108,item_100,banana,item,word,banana
109,item_101,bread,item,word,bread
110,item_102,butter,item,word,butter
111,item_103,cake,item,word,cake
112,item_104,candy,item,word,candy
113,item_105,carrots,item,word,carrots
114,item_106,cereal,item,word,cereal
115,item_107,cherios,item,word,cheerios
116,item_108,cheese,item,word,cheese
117,item_109,chicken2,item,word,chicken.food
118,item_110,coffee,item,word,coffee
119,item_111,cookie,item,word,cookie
120,item_112,cracker,item,word,cracker
121,item_113,drink1,item,word,drink.beverage
122,item_114,egg,item,word,egg
123,item_115,fish2,item,word,fish.food
124,item_116,food,item,word,food
125,item_117,icecream,item,word,ice_cream
126,item_118,juice,item,word,juice
127,item_119,meat,item,word,meat
128,item_120,milk,item,word,milk
129,item_121,noodles,item,word,noodles
130,item_122,orange,item,word,orange
131,item_123,peas,item,word,peas
132,item_124,pizza,item,word,pizza
133,item_125,raisin,item,word,raisin
134,item_126,spaghett,item,word,spaghetti
135,item_127,toast,item,word,toast
136,item_128,water1,item,word,water.beverage
137,item_129,beads,item,word,beads
138,item_130,bib,item,word,bib
139,item_131,boots,item,word,boots
140,item_132,button,item,word,button
141,item_133,coat,item,word,coat
142,item_134,diaper,item,word,diaper
143,item_135,dress,item,word,dress
144,item_136,hat,item,word,hat
145,item_137,jacket,item,word,jacket
146,item_138,jeans,item,word,jeans
147,item_139,necklace,item,word,necklace
148,item_140,pajamas,item,word,pajamas
149,item_141,pants,item,word,pants
150,item_142,shirt,item,word,shirt
151,item_143,shoe,item,word,shoe
152,item_144,shorts,item,word,shorts
153,item_145,sock,item,word,sock
154,item_146,sweater,item,word,sweater
155,item_147,zipper,item,word,zipper
156,item_148,arm,item,word,arm
157,item_149,bllybttn,item,word,belly_button
158,item_150,cheek,item,word,cheek
159,item_151,ear,item,word,ear
160,item_152,eye,item,word,eye
161,item_153,face,item,word,face
162,item_154,foot,item,word,foot
163,item_155,finger,item,word,finger
164,item_156,hair,item,word,hair
165,item_157,hand,item,word,hand
166,item_158,head,item,word,head
167,item_159,knee,item,word,knee
168,item_160,leg,item,word,leg
169,item_161,mouth,item,word,mouth
170,item_162,nose,item,word,nose
171,item_163,owie,item,word,owie
172,item_164,tooth,item,word,tooth
173,item_165,toe,item,word,toe
174,item_166,tongue,item,word,tongue
175,item_167,tummy,item,word,tummy
176,item_168,bathroom,item,word,bathroom
177,item_169,bathtub,item,word,bathtub
178,item_170,bed,item,word,bed
179,item_171,bedroom,item,word,bedroom
180,item_172,chair,item,word,chair
181,item_173,couch,item,word,couch
182,item_174,crib,item,word,crib
183,item_175,door,item,word,door
184,item_176,drawer,item,word,drawer
185,item_177,garage,item,word,garage
186,item_178,highchar,item,word,high_chair
187,item_179,kitchen,item,word,kitchen
188,item_180,livingrm,item,word,living_room
189,item_181,oven,item,word,oven
190,item_182,playpen,item,word,play_pen
191,item_183,potty,item,word,potty
192,item_184,refrgrtr,item,word,refrigerator
193,item_185,rckngchr,item,word,rocking_chair
194,item_186,sink,item,word,sink
195,item_187,stairs,item,word,stairs
196,item_188,stove,item,word,stove
197,item_189,table,item,word,table
