,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
0,0,21800371,1610612761,TOR,Toronto,202695,Kawhi Leonard,F,,37:39,10.0,21.0,0.47600000000000003,5.0,6.0,0.833,7.0,8.0,0.875,0.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,32.0,0.0
1,1,21800371,1610612761,TOR,Toronto,1627783,Pascal Siakam,F,,36:40,6.0,15.0,0.4,1.0,3.0,0.33299999999999996,3.0,4.0,0.75,1.0,5.0,6.0,2.0,1.0,2.0,1.0,2.0,16.0,2.0
2,2,21800371,1610612761,TOR,Toronto,202685,Jonas Valanciunas,C,,26:19,10.0,15.0,0.667,0.0,2.0,0.0,4.0,6.0,0.667,2.0,6.0,8.0,0.0,0.0,1.0,0.0,3.0,24.0,5.0
3,3,21800371,1610612761,TOR,Toronto,201980,Danny Green,G,,34:03,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,8.0
4,4,21800371,1610612761,TOR,Toronto,200768,Kyle Lowry,G,,35:48,1.0,8.0,0.125,1.0,7.0,0.14300000000000002,0.0,0.0,0.0,0.0,3.0,3.0,11.0,1.0,1.0,5.0,5.0,3.0,1.0
5,5,21800371,1610612761,TOR,Toronto,201586,Serge Ibaka,,,20:10,2.0,7.0,0.28600000000000003,0.0,1.0,0.0,4.0,4.0,1.0,2.0,4.0,6.0,1.0,0.0,2.0,2.0,2.0,8.0,-9.0
6,6,21800371,1610612761,TOR,Toronto,1627832,Fred VanVleet,,,27:02,2.0,7.0,0.28600000000000003,2.0,6.0,0.33299999999999996,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,8.0,-6.0
7,7,21800371,1610612761,TOR,Toronto,1626153,Delon Wright,,,16:50,2.0,8.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,5.0,-4.0
8,8,21800371,1610612761,TOR,Toronto,1628384,OG Anunoby,,,16:55,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,-1.0
9,9,21800371,1610612761,TOR,Toronto,101139,CJ Miles,,,13:34,0.0,1.0,0.0,0.0,1.0,0.0,4.0,5.0,0.8,0.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,4.0,-1.0
10,10,21800371,1610612761,TOR,Toronto,203485,Lorenzo Brown,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
11,11,21800371,1610612761,TOR,Toronto,202328,Greg Monroe,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
12,12,21800371,1610612761,TOR,Toronto,1627781,Malachi Richardson,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
13,13,21800371,1610612751,BKN,Brooklyn,203925,Joe Harris,F,,35:33,2.0,8.0,0.25,1.0,3.0,0.33299999999999996,1.0,1.0,1.0,3.0,6.0,9.0,2.0,0.0,0.0,3.0,3.0,6.0,-1.0
14,14,21800371,1610612751,BKN,Brooklyn,1626178,Rondae Hollis-Jefferson,F,,35:40,5.0,14.0,0.35700000000000004,1.0,3.0,0.33299999999999996,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,2.0,11.0,1.0
15,15,21800371,1610612751,BKN,Brooklyn,1628386,Jarrett Allen,C,,32:22,5.0,6.0,0.833,0.0,1.0,0.0,2.0,2.0,1.0,3.0,7.0,10.0,2.0,2.0,2.0,4.0,3.0,12.0,-10.0
16,16,21800371,1610612751,BKN,Brooklyn,203459,Allen Crabbe,G,,25:01,3.0,9.0,0.33299999999999996,3.0,8.0,0.375,2.0,3.0,0.667,1.0,3.0,4.0,1.0,0.0,0.0,2.0,3.0,11.0,0.0
17,17,21800371,1610612751,BKN,Brooklyn,1626156,D'Angelo Russell,G,,31:52,13.0,22.0,0.591,2.0,6.0,0.33299999999999996,1.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,0.0,6.0,2.0,29.0,11.0
18,18,21800371,1610612751,BKN,Brooklyn,203915,Spencer Dinwiddie,,,30:44,7.0,17.0,0.41200000000000003,1.0,4.0,0.25,2.0,2.0,1.0,1.0,1.0,2.0,8.0,1.0,0.0,3.0,2.0,17.0,-7.0
19,19,21800371,1610612751,BKN,Brooklyn,201960,DeMarre Carroll,,,28:26,4.0,12.0,0.33299999999999996,2.0,7.0,0.28600000000000003,0.0,2.0,0.0,3.0,5.0,8.0,1.0,1.0,0.0,0.0,3.0,10.0,-3.0
20,20,21800371,1610612751,BKN,Brooklyn,202334,Ed Davis,,,20:33,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,2.0,13.0,15.0,0.0,1.0,0.0,1.0,4.0,1.0,11.0
21,21,21800371,1610612751,BKN,Brooklyn,1629066,Rodions Kurucs,,,13:34,3.0,6.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,6.0,1.0
22,22,21800371,1610612751,BKN,Brooklyn,201162,Jared Dudley,,,11:15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0
23,23,21800371,1610612751,BKN,Brooklyn,202702,Kenneth Faried,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
24,24,21800371,1610612751,BKN,Brooklyn,203894,Shabazz Napier,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
