,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
0,regsvr32.exe,24064,2,2443077330,2047-06-02T08:35:30.000Z,imports,msvcrt.dll,_XcptFilter,578bab56836a3fe455ffc7883041825b,8ffc7f80efbf746e49f37ea3d140f042cf71ef20b4da2a8f02688e79295da11d,c:\Windows\System32\regsvr32.exe
1,regsvr32.exe,24064,2,2443077330,2047-06-02T08:35:30.000Z,imports,msvcrt.dll,__C_specific_handler,578bab56836a3fe455ffc7883041825b,8ffc7f80efbf746e49f37ea3d140f042cf71ef20b4da2a8f02688e79295da11d,c:\Windows\System32\regsvr32.exe
2,regsvr32.exe,24064,2,2443077330,2047-06-02T08:35:30.000Z,imports,msvcrt.dll,__argc,578bab56836a3fe455ffc7883041825b,8ffc7f80efbf746e49f37ea3d140f042cf71ef20b4da2a8f02688e79295da11d,c:\Windows\System32\regsvr32.exe
3,regsvr32.exe,24064,2,2443077330,2047-06-02T08:35:30.000Z,imports,msvcrt.dll,__set_app_type,578bab56836a3fe455ffc7883041825b,8ffc7f80efbf746e49f37ea3d140f042cf71ef20b4da2a8f02688e79295da11d,c:\Windows\System32\regsvr32.exe
4,regsvr32.exe,24064,2,2443077330,2047-06-02T08:35:30.000Z,imports,msvcrt.dll,__setusermatherr,578bab56836a3fe455ffc7883041825b,8ffc7f80efbf746e49f37ea3d140f042cf71ef20b4da2a8f02688e79295da11d,c:\Windows\System32\regsvr32.exe
5,regsvr32.exe,24064,2,2443077330,2047-06-02T08:35:30.000Z,imports,msvcrt.dll,__wargv,578bab56836a3fe455ffc7883041825b,8ffc7f80efbf746e49f37ea3d140f042cf71ef20b4da2a8f02688e79295da11d,c:\Windows\System32\regsvr32.exe
6,regsvr32.exe,24064,2,2443077330,2047-06-02T08:35:30.000Z,imports,msvcrt.dll,__wgetmainargs,578bab56836a3fe455ffc7883041825b,8ffc7f80efbf746e49f37ea3d140f042cf71ef20b4da2a8f02688e79295da11d,c:\Windows\System32\regsvr32.exe
7,regsvr32.exe,24064,2,2443077330,2047-06-02T08:35:30.000Z,imports,msvcrt.dll,_amsg_exit,578bab56836a3fe455ffc7883041825b,8ffc7f80efbf746e49f37ea3d140f042cf71ef20b4da2a8f02688e79295da11d,c:\Windows\System32\regsvr32.exe
8,regsvr32.exe,24064,2,2443077330,2047-06-02T08:35:30.000Z,imports,msvcrt.dll,_cexit,578bab56836a3fe455ffc7883041825b,8ffc7f80efbf746e49f37ea3d140f042cf71ef20b4da2a8f02688e79295da11d,c:\Windows\System32\regsvr32.exe
9,regsvr32.exe,24064,2,2443077330,2047-06-02T08:35:30.000Z,imports,msvcrt.dll,_commode,578bab56836a3fe455ffc7883041825b,8ffc7f80efbf746e49f37ea3d140f042cf71ef20b4da2a8f02688e79295da11d,c:\Windows\System32\regsvr32.exe
10,regsvr32.exe,24064,2,2443077330,2047-06-02T08:35:30.000Z,imports,msvcrt.dll,_exit,578bab56836a3fe455ffc7883041825b,8ffc7f80efbf746e49f37ea3d140f042cf71ef20b4da2a8f02688e79295da11d,c:\Windows\System32\regsvr32.exe
11,regsvr32.exe,24064,2,2443077330,2047-06-02T08:35:30.000Z,imports,msvcrt.dll,_fmode,578bab56836a3fe455ffc7883041825b,8ffc7f80efbf746e49f37ea3d140f042cf71ef20b4da2a8f02688e79295da11d,c:\Windows\System32\regsvr32.exe
