,col0,col1,col2,col3,col4,col5
0,Spring.Caching,AspNetCache,AspNetCache,2,1,0
1,Spring.Caching,AspNetCache,AspNetCache,5,1,1
2,Spring.Caching,AspNetCache,Get,3,1,1
3,Spring.Caching,AspNetCache,Remove,7,3,1
4,Spring.Caching,AspNetCache,DoInsert,3,1,3
5,Spring.Caching,AspNetCache,Insert,3,1,4
6,Spring.Caching,AspNetCache,Insert,22,4,5
7,Spring.Caching,AspNetCache,GenerateKey,3,1,1
8,Spring.Caching,IRuntimeCache,Insert,0,1,7
9,Spring.Caching,IRuntimeCache,Remove,0,1,1
10,Spring.Caching,IRuntimeCache,Get,0,1,1
11,Spring.Caching,RuntimeCache,Remove,3,1,1
12,Spring.Caching,RuntimeCache,Insert,3,1,7
13,Spring.Caching,RuntimeCache,Get,3,1,1
14,Spring.Caching,RuntimeCache,GetEnumerator,3,1,0
15,Spring.Context.Support,HttpApplicationConfigurer,Configure,26,4,2
16,Spring.Context.Support,ModuleDefinitionsTable,Add,6,1,2
17,Spring.Context.Support,ModuleDefinitionsTable,Add,5,1,2
18,Spring.Context.Support,WebApplicationContext,WebApplicationContext,2,1,1
19,Spring.Context.Support,WebApplicationContext,WebApplicationContext,2,1,3
20,Spring.Context.Support,WebApplicationContext,WebApplicationContext,2,1,4
21,Spring.Context.Support,WebApplicationContext,WebApplicationContext,1,1,4
22,Spring.Context.Support,WebApplicationContext,WebApplicationContext,13,2,1
23,Spring.Context.Support,WebApplicationContext,ToString,4,1,0
24,Spring.Context.Support,WebApplicationContext,WebApplicationContext,43,3,0
25,Spring.Context.Support,WebApplicationContext,OnContextRegistryCleared,11,2,2
26,Spring.Context.Support,WebApplicationContext,GetRootContext,3,1,0
27,Spring.Context.Support,WebApplicationContext,GetContext,3,1,1
28,Spring.Context.Support,WebApplicationContext,GetContextInternal,106,17,1
29,Spring.Context.Support,WebApplicationContext,InitObjectDefinitionReader,3,1,1
30,Spring.Context.Support,WebApplicationContext,CreateObjectFactory,4,1,0
31,Spring.Context.Support,WebApplicationContext,GetContextPathWithTrailingSlash,12,2,0
32,Spring.Context.Support,WebApplicationContext,CreateXmlObjectDefinitionReader,3,1,1
33,Spring.Context.Support,WebApplicationContextArgs,WebApplicationContextArgs,3,1,0
34,Spring.Context.Support,WebApplicationContextArgs,WebApplicationContextArgs,1,1,4
35,Spring.Context.Support,WebApplicationContextArgs,WebApplicationContextArgs,8,1,5
36,Spring.Context.Support,WebContextHandler,GetContextName,9,2,2
37,Spring.Context.Support,WebContextHandler,CreateChildContexts,8,2,3
38,Spring.Context.Support,WebContextHandler,InstantiateContext,23,4,6
39,Spring.Context.Support,WebContextHandler,GetVirtualPath,8,2,1
40,Spring.Context.Support,WebSupportModule,WebSupportModule,24,1,0
41,Spring.Context.Support,WebSupportModule,Init,48,6,1
42,Spring.Context.Support,WebSupportModule,OnConfigureHandler,25,3,2
43,Spring.Context.Support,WebSupportModule,IsPageWithRouteHandler,3,1,1
44,Spring.Context.Support,WebSupportModule,ConfigureHandler,15,2,5
45,Spring.Context.Support,WebSupportModule,SetCurrentHandlerConfiguration,3,1,3
46,Spring.Context.Support,WebSupportModule,ConfigureHandlerNow,15,2,4
47,Spring.Context.Support,WebSupportModule,Dispose,3,1,0
48,Spring.Context.Support,WebSupportModule,OnCacheItemRemoved,29,1,3
49,Spring.Context.Support,WebSupportModule,HookSessionEvent,11,2,1
50,Spring.Context.Support,WebSupportModule,CreateSessionState,30,1,2
51,Spring.Context.Support,HandlerConfigurationMetaData,HandlerConfigurationMetaData,5,1,3
52,Spring.Core.IO,WebResource,WebResource,2,1,1
53,Spring.Core.IO,WebResource,ResolveFileHandle,14,3,1
54,Spring.Core.IO,WebResource,ResolveRootLocation,3,1,1
55,Spring.Core.IO,WebResource,ResolveResourcePath,13,2,1
56,Spring.Core.IO,WebResource,ResolveBasePathPlaceHolder,8,2,2
57,Spring.Core.IO,WebResource,IsRelativeResource,5,1,1
58,Spring.Core.IO,WebResource,CreateResourceInstance,3,1,1
59,Spring.Core.IO,WebResource,GetResourceLoader,3,1,0
60,Spring.DataBinding,DataSourceItemFormatter,DataSourceItemFormatter,8,2,2
61,Spring.DataBinding,DataSourceItemFormatter,SetBindingContext,7,1,4
62,Spring.DataBinding,DataSourceItemFormatter,ClearBindingContext,4,1,0
63,Spring.DataBinding,DataSourceItemFormatter,Initialize,19,4,3
64,Spring.DataBinding,DataSourceItemFormatter,Format,3,1,1
65,Spring.DataBinding,DataSourceItemFormatter,Parse,8,2,1
66,Spring.DataBinding,HttpRequestListBindingContainer,HttpRequestListBindingContainer,11,2,3
67,Spring.DataBinding,HttpRequestListBindingContainer,AddBinding,4,1,4
68,Spring.DataBinding,HttpRequestListBindingContainer,BindSourceToTarget,43,8,4
69,Spring.DataBinding,HttpRequestListBindingContainer,BindTargetToSource,3,1,4
70,Spring.DataBinding,IBindingAwareFormatter,SetBindingContext,0,1,4
71,Spring.DataBinding,IBindingAwareFormatter,ClearBindingContext,0,1,0
72,Spring.DataBinding,MultipleSelectionListControlBinding,MultipleSelectionListControlBinding,7,2,4
73,Spring.DataBinding,MultipleSelectionListControlBinding,DoBindSourceToTarget,45,6,3
74,Spring.DataBinding,MultipleSelectionListControlBinding,DoBindTargetToSource,49,6,3
75,Spring.DataBinding,MultipleSelectionListControlBinding,SetSourceValue,3,1,3
76,Spring.DataBinding,MultipleSelectionListControlBinding,SetTargetValue,3,1,3
77,Spring.Globalization,AspNetResourceCache,GetResources,3,1,1
78,Spring.Globalization,AspNetResourceCache,PutResources,3,1,2
79,Spring.Globalization.Resolvers,CookieCultureResolver,ResolveCulture,11,2,0
80,Spring.Globalization.Resolvers,CookieCultureResolver,SetCulture,5,1,1
81,Spring.Globalization.Resolvers,CookieCultureResolver,CreateCookie,7,1,1
82,Spring.Globalization.Resolvers,DefaultWebCultureResolver,GetDefaultLocale,12,3,0
83,Spring.Globalization.Resolvers,DefaultWebCultureResolver,GetRequestLanguage,8,2,0
84,Spring.Globalization.Resolvers,DefaultWebCultureResolver,GetCulture,4,1,1
85,Spring.Globalization.Resolvers,DefaultWebCultureResolver,ResolveCulture,3,1,0
86,Spring.Globalization.Resolvers,DefaultWebCultureResolver,SetCulture,3,1,1
87,Spring.Globalization.Resolvers,RequestCultureResolver,ResolveCulture,13,3,0
88,Spring.Globalization.Resolvers,RequestCultureResolver,SetCulture,3,1,1
89,Spring.Globalization.Resolvers,SessionCultureResolver,ResolveCulture,11,2,0
90,Spring.Globalization.Resolvers,SessionCultureResolver,SetCulture,3,1,1
91,Spring.Objects.Factory.Support,ChildWebObjectDefinition,ChildWebObjectDefinition,1,1,4
92,Spring.Objects.Factory.Support,ChildWebObjectDefinition,ChildWebObjectDefinition,1,1,4
93,Spring.Objects.Factory.Support,ChildWebObjectDefinition,ChildWebObjectDefinition,3,1,3
94,Spring.Objects.Factory.Support,ChildWebObjectDefinition,OverrideFrom,8,2,1
95,Spring.Objects.Factory.Support,ChildWebObjectDefinition,ToString,7,1,0
96,Spring.Objects.Factory.Support,IWebObjectNameGenerator,CreatePageDefinitionName,0,1,1
