,col0,col1,col2,col3,col4
0,601.7556,601.8667,Hand,FailOnTouchObstacleShort,RightGate
1,601.7556,601.8667,Hand,FailOnTouchObstacleLong,LeftGate
2,601.7556,601.8667,Hand,FailOnTouchObstacleMed,RightGate
3,601.7889,601.9333,HandToWrist,FailOnTouchObstacleShort,RightGate
4,601.7889,601.9333,HandToWrist,FailOnTouchObstacleLong,LeftGate
5,601.7889,601.9333,HandToWrist,FailOnTouchObstacleMed,RightGate
6,601.8556,603.2667,WristToElbow,FailOnTouchObstacleShort,RightGate
7,601.8556,603.2667,WristToElbow,FailOnTouchObstacleLong,LeftGate
8,601.8556,603.2667,WristToElbow,FailOnTouchObstacleMed,RightGate
9,602.0,602.1556,Hand,FailOnTouchObstacleShort-1,RightGate
10,602.0,602.1556,Hand,FailOnTouchObstacleLong-1,LeftGate
11,602.0,602.1556,Hand,FailOnTouchObstacleMed-1,RightGate
12,602.0333,602.3778,HandToWrist,FailOnTouchObstacleShort-1,RightGate
13,602.0333,602.3778,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
14,602.0333,602.3778,HandToWrist,FailOnTouchObstacleMed-1,RightGate
15,602.1334,602.9556,WristToElbow,FailOnTouchObstacleShort-1,RightGate
16,602.1334,602.9556,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
17,602.1334,602.9556,WristToElbow,FailOnTouchObstacleMed-1,RightGate
18,602.3889,602.7333,Hand,Target,Pushed
19,602.6124,,Hand,Target,PickedUp
20,602.8111,603.0778,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
21,602.8111,603.0778,HandToWrist,FailOnTouchObstacleMed-1,RightGate
22,602.8111,603.0778,HandToWrist,FailOnTouchObstacleShort-1,RightGate
23,602.9222,603.0889,Hand,FailOnTouchObstacleLong-1,LeftGate
24,602.9222,603.0889,Hand,FailOnTouchObstacleMed-1,RightGate
25,602.9222,603.0889,Hand,FailOnTouchObstacleShort-1,RightGate
26,603.1778,603.3667,HandToWrist,FailOnTouchObstacleLong,LeftGate
27,603.1778,603.3667,HandToWrist,FailOnTouchObstacleMed,RightGate
28,603.1778,603.3667,HandToWrist,FailOnTouchObstacleShort,RightGate
29,603.2444,603.3778,Hand,FailOnTouchObstacleLong,LeftGate
30,603.2444,603.3778,Hand,FailOnTouchObstacleMed,RightGate
31,603.2444,603.3778,Hand,FailOnTouchObstacleShort,RightGate
