,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
0,0,21900927,1610612746,LAC,LA,202695,Kawhi Leonard,F,,2:05,232.0,225.0,0.0,0.0,232.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.064,0.4,0.41,90.78,92.16,76.8,4,0.615
1,1,21900927,1610612746,LAC,LA,202331,Paul George,G,,6:32,133.8,135.7,115.1,128.6,18.7,7.1,0.4,0.0,28.6,0.14300000000000002,0.222,0.188,0.0,0.5,0.47,0.313,0.309,109.62,102.86,85.71,14,0.14300000000000002
2,2,21900927,1610612746,LAC,LA,201976,Patrick Beverley,G,,2:05,232.0,225.0,0.0,0.0,232.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,0.205,90.78,92.16,76.8,4,0.462
3,3,21900927,1610612746,LAC,LA,101150,Lou Williams,,,3:45,85.8,88.9,130.4,133.3,-44.6,-44.4,0.33299999999999996,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09699999999999999,118.53,115.2,96.0,9,0.0
4,4,21900927,1610612746,LAC,LA,1626149,Montrezl Harrell,,,6:32,133.8,135.7,115.1,128.6,18.7,7.1,0.0,0.0,0.0,0.0,0.222,0.125,25.0,0.667,0.667,0.25,0.247,109.62,102.86,85.71,14,0.079
5,5,21900927,1610612746,LAC,LA,202704,Reggie Jackson,,,1:12,66.7,66.7,174.4,200.0,-107.8,-133.3,0.0,0.0,0.0,0.0,0.5,0.33299999999999996,100.0,0.0,0.0,0.33299999999999996,0.33299999999999996,128.8,120.0,100.0,3,-0.14300000000000002
6,6,21900927,1610612746,LAC,LA,1629013,Landry Shamet,,,9:47,90.5,95.5,167.8,173.9,-77.3,-78.5,0.0,0.0,0.0,0.0,0.111,0.048,0.0,0.5,0.5,0.12,0.11900000000000001,115.44,110.43,92.02,22,0.0
7,7,21900927,1610612746,LAC,LA,203210,JaMychal Green,,,11:22,119.6,125.0,149.0,160.0,-29.4,-35.0,0.0,0.0,0.0,0.083,0.273,0.174,0.0,0.833,0.773,0.14300000000000002,0.142,109.66,103.49,86.24,24,0.102
8,8,21900927,1610612746,LAC,LA,1629599,Amir Coffey,,,5:20,85.4,91.7,180.3,183.3,-94.9,-91.7,0.33299999999999996,1.0,20.0,0.0,0.0,0.0,20.0,0.33299999999999996,0.33299999999999996,0.28600000000000003,0.28800000000000003,112.93,108.07,90.06,12,-0.032
9,9,21900927,1610612746,LAC,LA,202335,Patrick Patterson,,,5:20,85.4,91.7,180.3,183.3,-94.9,-91.7,0.0,0.0,0.0,0.16699999999999998,0.0,0.111,33.3,0.0,0.0,0.214,0.21600000000000003,112.93,108.07,90.06,12,-0.081
10,10,21900927,1610612746,LAC,LA,203585,Rodney McGruder,,,5:20,85.4,91.7,180.3,183.3,-94.9,-91.7,0.33299999999999996,1.0,33.3,0.0,0.0,0.0,33.3,1.5,1.5,0.14300000000000002,0.14400000000000002,112.93,108.07,90.06,12,0.09699999999999999
11,11,21900927,1610612745,HOU,Houston,1627863,Danuel House Jr.,F,,11:14,140.2,148.0,107.4,112.0,32.8,36.0,0.14300000000000002,0.0,12.5,0.091,0.16699999999999998,0.13,0.0,0.7859999999999999,0.8059999999999999,0.259,0.255,112.16,106.86,89.05,25,0.235
12,12,21900927,1610612745,HOU,Houston,201566,Russell Westbrook,G,,3:45,130.4,133.3,85.8,88.9,44.6,44.4,0.667,0.0,33.3,0.2,0.16699999999999998,0.182,0.0,0.33299999999999996,0.46299999999999997,0.4,0.392,118.53,115.2,96.0,9,0.265
13,13,21900927,1610612745,HOU,Houston,203463,Ben McLemore,,,8:45,154.4,172.2,127.9,133.3,26.5,38.9,0.1,0.0,50.0,0.0,0.125,0.063,0.0,0.0,0.0,0.048,0.045,106.57,98.78,82.32,18,-0.021
14,14,21900927,1610612745,HOU,Houston,201145,Jeff Green,,,8:01,124.2,127.8,115.4,116.7,8.8,11.1,0.0,0.0,0.0,0.0,0.125,0.055999999999999994,0.0,0.8,0.85,0.28600000000000003,0.292,109.93,107.78,89.81,18,0.27399999999999997
15,15,21900927,1610612745,HOU,Houston,203085,Austin Rivers,,,11:52,143.7,153.8,110.8,115.4,32.9,38.5,0.25,0.0,37.5,0.0,0.154,0.08,0.0,0.375,0.512,0.172,0.168,111.11,105.2,87.67,26,0.11199999999999999
16,16,21900927,1610612745,HOU,Houston,201960,DeMarre Carroll,,,11:52,143.7,153.8,110.8,115.4,32.9,38.5,0.0,0.0,0.0,0.0,0.077,0.04,20.0,0.667,0.81,0.172,0.168,111.11,105.2,87.67,26,0.08
17,17,21900927,1610612745,HOU,Houston,203998,Bruno Caboclo,,,3:51,182.4,188.9,101.4,112.5,81.1,76.4,0.2,0.0,50.0,0.0,0.2,0.14300000000000002,0.0,1.0,1.0,0.111,0.107,113.55,106.07,88.39,9,0.154
