,col0,col1,col2,col3,col4,col5
0,"org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer#double#optimize#?,UnivariateRealFunction,GoalType,double,double#297",inf,inf,inf,optimaValues[j]>currX,_
1,org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer#double#getResult#?#80,inf,inf,inf,result<0,_
2,org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer#double#getRelativeAccuracy#?#127,inf,inf,inf,optimizer.getRelativeAccuracy()!=0,_
3,org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer#double[]#getOptimaValues#?#220,inf,inf,inf,,_
4,"org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer#void#setAbsoluteAccuracy#?,double#147",inf,0.0,inf,,_
5,org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer#double[]#getOptima#?#193,inf,inf,inf,optima == null,_
6,"org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer#void#setRelativeAccuracy#?,double#162",inf,0.0,inf,,_
7,org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer#double#getAbsoluteAccuracy#?#102,inf,inf,inf,optimizer.getAbsoluteAccuracy()!=0,_
8,org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer#double#getResult#?#97,inf,inf,inf,optimizer.getResult()!=0,_
9,org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer#double#getFunctionValue#?#86,1.0,1.0,1.0,functionValue<0,_
10,"org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer#void#setMaxEvaluations#?,int#157",1.0,0.0,0.8,,_
11,"org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer#?#MultiStartUnivariateRealOptimizer#?,UnivariateRealOptimizer,int,RandomGenerator#86",1.0,0.0,0.8,,_
12,"org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer#void#setMaximalIterationCount#?,int#152",1.0,0.0,0.8,,_
13,org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer#void#checkResultComputed#?#72,0.5,1.0,0.6000000000000001,!(!resultComputed),_
14,org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer#int#getEvaluations#?#123,0.5,0.5,0.5,evaluations!=0,_
15,"org.apache.commons.math.optimization.univariate.BrentOptimizer#double#localMin#?,UnivariateRealFunction,GoalType,double,double,double,double#165",0.25,0.5,0.30000000000000004,u<=e,_
16,"org.apache.commons.math.optimization.univariate.BrentOptimizer#double#optimize#?,UnivariateRealFunction,GoalType,double,double#58",0.2,0.5,0.26,"localMin(f,goalType,min,max,relativeAccuracy,absoluteAccuracy)<0",_
17,"org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer#void#setResult#?,double,double,int#98",0.2,0.5,0.26,x<fx,_
18,"org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer#double#computeObjectiveValue#?,UnivariateRealFunction,double#141",0.2,0.25,0.21,f.value(point)<=0,_
19,"org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer#?#AbstractUnivariateRealOptimizer#?,int,double#63",0.2,0.0,0.16000000000000006,,_
20,org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer#void#clearResult#?#108,0.2,0.0,0.16000000000000006,,_
21,"org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer#void#setMaxEvaluations#?,int#113",0.2,0.0,0.16000000000000006,,_
22,org.apache.commons.math.optimization.univariate.BrentOptimizer#?#BrentOptimizer#?#43,0.2,0.0,0.16000000000000006,,_
23,org.apache.commons.math.ConvergingAlgorithmImpl#int#getIterationCount#?#73,0.1,0.1111111111111111,0.10222222222222224,iterationCount>0,_
24,"org.apache.commons.math.MathRuntimeException#IllegalStateException#createIllegalStateException#?,Localizable,Object#444",0.1111111111111111,0.0,0.08888888888888889,,_
25,"org.apache.commons.math.ConvergingAlgorithmImpl#void#setRelativeAccuracy#?,double#108",0.05882352941176471,0.0,0.047058823529411764,,_
26,org.apache.commons.math.ConvergingAlgorithmImpl#double#getRelativeAccuracy#?#113,0.038461538461538464,0.038461538461538464,0.038461538461538464,relativeAccuracy!=0,_
27,org.apache.commons.math.ConvergingAlgorithmImpl#double#getAbsoluteAccuracy#?#83,0.029411764705882356,0.029411764705882356,0.029411764705882356,absoluteAccuracy>=0,_
28,"org.apache.commons.math.ConvergingAlgorithmImpl#void#setMaximalIterationCount#?,int#93",0.00980392156862745,0.0,0.007843137254901959,,_
29,"org.apache.commons.math.ConvergingAlgorithmImpl#void#setAbsoluteAccuracy#?,double#78",0.008130081300813009,0.0,0.006504065040650407,,_
30,"org.apache.commons.math.ConvergingAlgorithmImpl#?#ConvergingAlgorithmImpl#?,int,double#65",0.005154639175257732,0.005494505494505495,0.005222612439107285,defaultRelativeAccuracy<=defaultAbsoluteAccuracy,_
