,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
0,audmigplugin.dll,71720,3,31211063,1970-12-28T05:44:23.000Z,imports,msvcrt.dll,_CxxThrowException,594dff1d29df006108feeb11f42ae5fd,5bb0a715e48020e2e73a8bf3ebdb8e93095cb04b565ea5d9519b3cb166ae5e52,c:\Windows\System32\migration\audmigplugin.dll
1,audmigplugin.dll,71720,3,31211063,1970-12-28T05:44:23.000Z,imports,msvcrt.dll,_XcptFilter,594dff1d29df006108feeb11f42ae5fd,5bb0a715e48020e2e73a8bf3ebdb8e93095cb04b565ea5d9519b3cb166ae5e52,c:\Windows\System32\migration\audmigplugin.dll
2,audmigplugin.dll,71720,3,31211063,1970-12-28T05:44:23.000Z,imports,msvcrt.dll,__C_specific_handler,594dff1d29df006108feeb11f42ae5fd,5bb0a715e48020e2e73a8bf3ebdb8e93095cb04b565ea5d9519b3cb166ae5e52,c:\Windows\System32\migration\audmigplugin.dll
3,audmigplugin.dll,71720,3,31211063,1970-12-28T05:44:23.000Z,imports,msvcrt.dll,__dllonexit,594dff1d29df006108feeb11f42ae5fd,5bb0a715e48020e2e73a8bf3ebdb8e93095cb04b565ea5d9519b3cb166ae5e52,c:\Windows\System32\migration\audmigplugin.dll
4,audmigplugin.dll,71720,3,31211063,1970-12-28T05:44:23.000Z,imports,msvcrt.dll,_amsg_exit,594dff1d29df006108feeb11f42ae5fd,5bb0a715e48020e2e73a8bf3ebdb8e93095cb04b565ea5d9519b3cb166ae5e52,c:\Windows\System32\migration\audmigplugin.dll
5,audmigplugin.dll,71720,3,31211063,1970-12-28T05:44:23.000Z,imports,msvcrt.dll,_callnewh,594dff1d29df006108feeb11f42ae5fd,5bb0a715e48020e2e73a8bf3ebdb8e93095cb04b565ea5d9519b3cb166ae5e52,c:\Windows\System32\migration\audmigplugin.dll
6,audmigplugin.dll,71720,3,31211063,1970-12-28T05:44:23.000Z,imports,msvcrt.dll,_errno,594dff1d29df006108feeb11f42ae5fd,5bb0a715e48020e2e73a8bf3ebdb8e93095cb04b565ea5d9519b3cb166ae5e52,c:\Windows\System32\migration\audmigplugin.dll
7,audmigplugin.dll,71720,3,31211063,1970-12-28T05:44:23.000Z,imports,msvcrt.dll,_initterm,594dff1d29df006108feeb11f42ae5fd,5bb0a715e48020e2e73a8bf3ebdb8e93095cb04b565ea5d9519b3cb166ae5e52,c:\Windows\System32\migration\audmigplugin.dll
8,audmigplugin.dll,71720,3,31211063,1970-12-28T05:44:23.000Z,imports,msvcrt.dll,_lock,594dff1d29df006108feeb11f42ae5fd,5bb0a715e48020e2e73a8bf3ebdb8e93095cb04b565ea5d9519b3cb166ae5e52,c:\Windows\System32\migration\audmigplugin.dll
9,audmigplugin.dll,71720,3,31211063,1970-12-28T05:44:23.000Z,imports,msvcrt.dll,_onexit,594dff1d29df006108feeb11f42ae5fd,5bb0a715e48020e2e73a8bf3ebdb8e93095cb04b565ea5d9519b3cb166ae5e52,c:\Windows\System32\migration\audmigplugin.dll
10,audmigplugin.dll,71720,3,31211063,1970-12-28T05:44:23.000Z,imports,msvcrt.dll,_purecall,594dff1d29df006108feeb11f42ae5fd,5bb0a715e48020e2e73a8bf3ebdb8e93095cb04b565ea5d9519b3cb166ae5e52,c:\Windows\System32\migration\audmigplugin.dll
11,audmigplugin.dll,71720,3,31211063,1970-12-28T05:44:23.000Z,imports,msvcrt.dll,_unlock,594dff1d29df006108feeb11f42ae5fd,5bb0a715e48020e2e73a8bf3ebdb8e93095cb04b565ea5d9519b3cb166ae5e52,c:\Windows\System32\migration\audmigplugin.dll
12,audmigplugin.dll,71720,3,31211063,1970-12-28T05:44:23.000Z,imports,msvcrt.dll,_vsnwprintf,594dff1d29df006108feeb11f42ae5fd,5bb0a715e48020e2e73a8bf3ebdb8e93095cb04b565ea5d9519b3cb166ae5e52,c:\Windows\System32\migration\audmigplugin.dll
13,audmigplugin.dll,71720,3,31211063,1970-12-28T05:44:23.000Z,imports,msvcrt.dll,_wcslwr,594dff1d29df006108feeb11f42ae5fd,5bb0a715e48020e2e73a8bf3ebdb8e93095cb04b565ea5d9519b3cb166ae5e52,c:\Windows\System32\migration\audmigplugin.dll
14,audmigplugin.dll,71720,3,31211063,1970-12-28T05:44:23.000Z,imports,msvcrt.dll,free,594dff1d29df006108feeb11f42ae5fd,5bb0a715e48020e2e73a8bf3ebdb8e93095cb04b565ea5d9519b3cb166ae5e52,c:\Windows\System32\migration\audmigplugin.dll
15,audmigplugin.dll,71720,3,31211063,1970-12-28T05:44:23.000Z,imports,msvcrt.dll,malloc,594dff1d29df006108feeb11f42ae5fd,5bb0a715e48020e2e73a8bf3ebdb8e93095cb04b565ea5d9519b3cb166ae5e52,c:\Windows\System32\migration\audmigplugin.dll
