,col0,col1,col2,col3,col4,col5,col6,col7
0,ChIJE_sdlnpu5kcR_WPMRjcy4HY,36-40 Rue Marx Dormoy,48.8870249,2.3597297000000004,,,route,
1,ChIJsRkqlHpu5kcRWlG7_dsM-S4,Matthey Jean Charles,48.8870284,2.3600622,,,point_of_interest establishment,
2,ChIJCddDj3pu5kcRj3qqw5DuHZY,E.C.E.,48.8868578,2.3602881,4.4,5.0,point_of_interest establishment,
3,ChIJ99grlHpu5kcRyJGxoEmIqV0,GeekArts - Agence de Communication,48.8870717,2.3600060000000003,5.0,12.0,point_of_interest establishment,
4,ChIJafvSiHpu5kcRvJXVDTefSvI,Monsieur Marquage,48.8868661,2.3607167999999996,,,point_of_interest establishment,
5,ChIJ595Fgqxv5kcR6IRA7_bPpi0,Good-ID - Freelance en communication digitale,48.8871744,2.3607241,,,point_of_interest establishment,
6,ChIJk5somHpu5kcR_GwaDZcox9g,Pharmacie Zalay Chhay-Sour,48.8867754,2.359799,3.8,9.0,pharmacy health point_of_interest store establishment,
7,ChIJk5somHpu5kcRXY6f9vESm84,Soderi,48.886732200000004,2.3597792,,,point_of_interest establishment,
8,ChIJafvSiHpu5kcRBO8fOzRblsg,Media Sac,48.886922999999996,2.360459,,,point_of_interest establishment,
9,ChIJFy7dkHpu5kcR2QaahIJxXMs,Association Des Hindouistes En France,48.8868667,2.3600772,5.0,1.0,point_of_interest establishment,
10,ChIJsRkqlHpu5kcRQ7SkiJUvOGc,Chavanne Jacques Andre,48.8870284,2.3600622,,,point_of_interest establishment,
11,ChIJsRkqlHpu5kcRC-P6asHjd3A,Royer Olivier,48.8870284,2.3600622,,,point_of_interest establishment,
12,ChIJsRkqlHpu5kcRqld6I0O1U2s,Delaunay Isabelle,48.8870284,2.3600622,,,point_of_interest establishment,
13,ChIJ9YM5kHpu5kcRZPvtAxxUiJU,Chandrarasa,48.8868578,2.3602881,,,point_of_interest establishment,
14,ChIJCddDj3pu5kcRnfA_uFr6RxU,AMMAN-(GIRIJA) Informatique et Bureautique,48.8868574,2.360341,5.0,6.0,electronics_store point_of_interest store establishment,
15,ChIJIcMBlHpu5kcRho_dqVgdEEU,ABR Education Consultancy,48.8870717,2.3600060000000003,,,travel_agency point_of_interest establishment,
16,ChIJdTM1IBxv5kcR-nW8fjmCjuE,Controle- GeekArts,48.8870717,2.3600060000000003,,,point_of_interest establishment,
17,ChIJ_d32cS9v5kcR75OPk5-qOW4,Nouveau Paris & IDF,48.8870717,2.3600060000000003,,,point_of_interest establishment,
18,ChIJVVVFkXpu5kcRNMGemRkvwH0,Bistrot 38,48.8870717,2.3600060000000003,4.2,186.0,restaurant food point_of_interest establishment,
19,ChIJD7fiBh9u5kcRYJSMaMOCCwQ,Paris,48.856614,2.3522218999999995,,,locality political,
20,ChIJ1_e1GqVv5kcR9WQgGraM-kI,Coach Tigre - Coach de vie Paris,48.8870717,2.3600060000000003,,,health point_of_interest establishment,
21,ChIJNQuL6tBv5kcRDyaQIFQWR2E,Contrôle C - Le référencement / SEO au naturel - CTRLC,48.8870717,2.3600060000000003,5.0,5.0,point_of_interest establishment,
