,col0,col1,col2,col3
0,"<a href=""tel:%store_phone"">%store_phone</a>","<a href=""tel:%store_phone"">%store_phone</a>",theme,frontend/Magento/luma
1,Billing Info,Informations de Facturation,theme,frontend/Magento/luma
2,Check the status of orders,Vérifier le statut des commandes,theme,frontend/Magento/luma
3,Clear All,Tout Supprimer,theme,frontend/Magento/luma
4,"%customer_name,","%customer_name,",theme,frontend/Magento/luma
5,Customer Service,Service Client,theme,frontend/Magento/luma
6,Email:,Email:,theme,frontend/Magento/luma
7,"Forgot your account password? Click <a href=""%reset_url"">here</a> to reset it.","Mot de passe oublié ? Cliquez <a href=""%reset_url"">ici</a> pour le réinitialiser.",theme,frontend/Magento/luma
8,For shipping to multiple family members and friends,Pour expédier à votre famille ou à vos amis,theme,frontend/Magento/luma
9,"Hours of Operation:<br /><span class=""no-link"">%store_hours</span>.","Heures d'ouverture:<br /><span class=""no-link"">%store_hours</span>.",theme,frontend/Magento/luma
10,"If you have questions about your order, you can email us at <a href=""mailto:%store_email"">%store_email</a>.","Si vous avez des questions concernant votre commande, vous pouvez nous envoyer un email à l'adresse <a href=""mailto:%store_email"">%store_email</a>",theme,frontend/Magento/luma
11,Manage Addresses,Gérer les Adresses,theme,frontend/Magento/luma
12,"%name,","%name,",theme,frontend/Magento/luma
13,Now Shopping by,Acheter par,theme,frontend/Magento/luma
14,Once your package ships we will send you a tracking number.,Un numéro de suivi vous sera envoyé lorsque votre commande sera expédiée.,theme,frontend/Magento/luma
15,Order History,Historique Commande,theme,frontend/Magento/luma
16,Order Status,Statut de la Commande,theme,frontend/Magento/luma
17,Password:,Mot de Passe:,theme,frontend/Magento/luma
18,Password you set when creating account,Mot de passe que vous avez défini lors de la création de votre compte,theme,frontend/Magento/luma
19,Payment Method,Mode de paiement,theme,frontend/Magento/luma
20,"Placed on <span class=""no-link"">%created_at</span>","Passée le <span class=""no-link"">%created_at</span>",theme,frontend/Magento/luma
21,Previous,Précédent,theme,frontend/Magento/luma
22,Proceed through checkout faster,Passer vos commandes plus rapidement,theme,frontend/Magento/luma
23,Quick Checkout,Commande Rapide,theme,frontend/Magento/luma
24,Remove,Supprimer,theme,frontend/Magento/luma
25,Remove This Item,Supprimer cet Élément,theme,frontend/Magento/luma
26,Shipping Info,Informations de Livraison,theme,frontend/Magento/luma
27,Shipping Method,Mode de Livraison,theme,frontend/Magento/luma
28,Shop By,Filtrer Par,theme,frontend/Magento/luma
29,Shopping Options,Affiner les options,theme,frontend/Magento/luma
30,Store alternative addresses,Sauvegarder plusieurs adresses,theme,frontend/Magento/luma
31,Thank you for your order from %store_name.,Merci pour votre commande sur %store_name.,theme,frontend/Magento/luma
32,"To sign in to our site, use these credentials during checkout or on the <a href=""%customer_url"">My Account</a> page:","Pour vous connecter, utilisez les identifiants renseignés lors de votre commande ou en vous rendant sur la page <a href=""%customer_url"">Mon Compte</a>:",theme,frontend/Magento/luma
33,View past orders,Voir vos précédentes commandes,theme,frontend/Magento/luma
34,Welcome to %store_name.,Bienvenu sur %store_name.,theme,frontend/Magento/luma
35,"When you sign in to your account, you will be able to:","Lorsque vous êtes connecté à votre compte, vous pouvez:",theme,frontend/Magento/luma
36,"You can check the status of your order by <a href=""%account_url"">logging into your account</a>.","Vous pouvez suivre le statut de votre commande en <a href=""%account_url"">vous connectant à votre compte</a>.",theme,frontend/Magento/luma
37,Your Credit Memo #%creditmemo_id for Order #%order_id,Votre avoir #%creditmemo_id pour la commande #%order_id,theme,frontend/Magento/luma
38,Your Invoice #%invoice_id for Order #%order_id,Votre Facture #%invoice_id pour la Commande #%order_id,theme,frontend/Magento/luma
39,Your order #%increment_id has been updated with a status of <strong>%order_status</strong>.,Votre commande #%increment_id a été mise à jour avec le statut <strong>%order_status</strong>.,theme,frontend/Magento/luma
40,"Your Order <span class=""no-link"">#%increment_id</span>","Votre Commande <span class=""no-link"">#%increment_id</span>",theme,frontend/Magento/luma
41,Your Shipment #%shipment_id for Order #%order_id,Livraison #%shipment_id pour la commande #%order_id,theme,frontend/Magento/luma
42,Your shipping confirmation is below. Thank you again for your business.,Voici votre confirmation d'expédition. Encore merci de votre achat.,theme,frontend/Magento/luma
