,col0,col1,col2
0,DocumentSettings,com::sun::star::text::DocumentSettings,AddParaTableSpacing#optional
1,DocumentSettings,com::sun::star::text::DocumentSettings,AddParaTableSpacingAtStart#optional
2,DocumentSettings,com::sun::star::text::DocumentSettings,AlignTabStopPosition#optional
3,DocumentSettings,com::sun::star::text::DocumentSettings,SaveGlobalDocumentLinks#optional
4,DocumentSettings,com::sun::star::text::DocumentSettings,IsLabelDocument#optional
5,DocumentSettings,com::sun::star::text::DocumentSettings,UseFormerLineSpacing#optional
6,DocumentSettings,com::sun::star::text::DocumentSettings,AddParaSpacingToTableCells#optional
7,DocumentSettings,com::sun::star::text::DocumentSettings,UseFormerObjectPositioning#optional
8,DocumentSettings,com::sun::star::document::Settings,ForbiddenCharacters#optional
9,DocumentSettings,com::sun::star::document::Settings,LinkUpdateMode#optional
10,DocumentSettings,com::sun::star::document::Settings,PrinterName
11,DocumentSettings,com::sun::star::document::Settings,PrinterSetup
12,DocumentSettings,com::sun::star::document::Settings,IsKernAsianPunctuation#optional
13,DocumentSettings,com::sun::star::document::Settings,CharacterCompressionType#optional
14,DocumentSettings,com::sun::star::document::Settings,ApplyUserData#optional
15,DocumentSettings,com::sun::star::document::Settings,SaveVersionOnClose#optional
16,DocumentSettings,com::sun::star::document::Settings,UpdateFromTemplate#optional
17,DocumentSettings,com::sun::star::document::Settings,FieldAutoUpdate#optional
18,DocumentSettings,com::sun::star::document::Settings,CurrentDatabaseDataSource#optional
19,DocumentSettings,com::sun::star::document::Settings,CurrentDatabaseCommand#optional
20,DocumentSettings,com::sun::star::document::Settings,CurrentDatabaseCommandType#optional
21,DocumentSettings,com::sun::star::document::Settings,DefaultTabStop#optional
22,DocumentSettings,com::sun::star::document::Settings,IsPrintBooklet#optional
23,DocumentSettings,com::sun::star::document::Settings,IsPrintBookletFront#optional
24,DocumentSettings,com::sun::star::document::Settings,IsPrintBookletBack#optional
25,DocumentSettings,com::sun::star::document::Settings,PrintQuality#optional
26,DocumentSettings,com::sun::star::document::Settings,ColorTableURL#optional
27,DocumentSettings,com::sun::star::document::Settings,DashTableURL#optional
28,DocumentSettings,com::sun::star::document::Settings,LineEndTableURL#optional
29,DocumentSettings,com::sun::star::document::Settings,HatchTableURL#optional
30,DocumentSettings,com::sun::star::document::Settings,GradientTableURL#optional
31,DocumentSettings,com::sun::star::document::Settings,BitmapTableURL#optional
32,DocumentSettings,com::sun::star::document::Settings,AutoCalculate#optional
33,DocumentSettings,com::sun::star::document::Settings,PrinterIndependentLayout#optional
34,DocumentSettings,com::sun::star::document::Settings,AddExternalLeading#optional
35,DocumentSettings,com::sun::star::text::PrintSettings,PrintGraphics
36,DocumentSettings,com::sun::star::text::PrintSettings,PrintTables
37,DocumentSettings,com::sun::star::text::PrintSettings,PrintDrawings
38,DocumentSettings,com::sun::star::text::PrintSettings,PrintLeftPages
39,DocumentSettings,com::sun::star::text::PrintSettings,PrintRightPages
40,DocumentSettings,com::sun::star::text::PrintSettings,PrintControls
41,DocumentSettings,com::sun::star::text::PrintSettings,PrintReversed
42,DocumentSettings,com::sun::star::text::PrintSettings,PrintPaperFromSetup
43,DocumentSettings,com::sun::star::text::PrintSettings,PrintFaxName
44,DocumentSettings,com::sun::star::text::PrintSettings,PrintAnnotationMode
45,DocumentSettings,com::sun::star::text::PrintSettings,PrintProspect
46,DocumentSettings,com::sun::star::text::PrintSettings,PrintPageBackground
47,DocumentSettings,com::sun::star::text::PrintSettings,PrintBlackFonts
48,DocumentSettings,com::sun::star::text::PrintPreviewSettings,PreviewPrintLeftMargin
49,DocumentSettings,com::sun::star::text::PrintPreviewSettings,PreviewPrintRightMargin
50,DocumentSettings,com::sun::star::text::PrintPreviewSettings,PreviewPrintTopMargin
51,DocumentSettings,com::sun::star::text::PrintPreviewSettings,PreviewPrintBottomMargin
52,DocumentSettings,com::sun::star::text::PrintPreviewSettings,PreviewPrintHorizontalSpacing
53,DocumentSettings,com::sun::star::text::PrintPreviewSettings,PreviewPrintVerticalSpacing
54,DocumentSettings,com::sun::star::text::PrintPreviewSettings,PreviewPrintNumRows
55,DocumentSettings,com::sun::star::text::PrintPreviewSettings,PreviewPrintNumColumns
56,DocumentSettings,com::sun::star::text::PrintPreviewSettings,PreviewPrintLandscape
57,DocumentSettings,com::sun::star::beans::XPropertySet,getPropertySetInfo()
58,DocumentSettings,com::sun::star::beans::XPropertySet,setPropertyValue()
59,DocumentSettings,com::sun::star::beans::XPropertySet,getPropertyValue()
60,DocumentSettings,com::sun::star::beans::XPropertySet,addPropertyChangeListener()
61,DocumentSettings,com::sun::star::beans::XPropertySet,removePropertyChangeListener()
62,DocumentSettings,com::sun::star::beans::XPropertySet,addVetoableChangeListener()
63,DocumentSettings,com::sun::star::beans::XPropertySet,removeVetoableChangeListener()
