,col0,col1,col2,col3,col4
0,Unnecessary Abstraction,KeyHub.Model,TransactionIgnoredItem,D:\research\architectureSmells\repos\imazen_keyhub\src\KeyHub.Model\Definition\Application\TransactionIgnoredItem.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: TransactionItemId' TransactionId' Transaction' Description
1,Unutilized Abstraction,KeyHub.Model,CustomerAppIssue,D:\research\architectureSmells\repos\imazen_keyhub\src\KeyHub.Model\Definition\Application\CustomerAppIssue.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
2,Unnecessary Abstraction,KeyHub.Model,OAuthMembership,D:\research\architectureSmells\repos\imazen_keyhub\src\KeyHub.Model\Definition\Membership\OAuthMembership.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: Provider' ProviderUserId' UserId
3,Unutilized Abstraction,KeyHub.Model,OAuthMembership,D:\research\architectureSmells\repos\imazen_keyhub\src\KeyHub.Model\Definition\Membership\OAuthMembership.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
4,Unnecessary Abstraction,KeyHub.Model,BelongToEntity,D:\research\architectureSmells\repos\imazen_keyhub\src\KeyHub.Model\Definition\Membership\Rights\BelongToEntity.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: RightId' DisplayName' Id
5,Unnecessary Abstraction,KeyHub.Model,EditLicenseInfo,D:\research\architectureSmells\repos\imazen_keyhub\src\KeyHub.Model\Definition\Membership\Rights\EditLicenseInfo.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: RightId' DisplayName' Id
6,Unnecessary Abstraction,KeyHub.Model,ViewLicenseInfo,D:\research\architectureSmells\repos\imazen_keyhub\src\KeyHub.Model\Definition\Membership\Rights\ViewLicenseInfo.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: RightId' DisplayName' Id
7,Unnecessary Abstraction,KeyHub.Model,EditEntityMembers,D:\research\architectureSmells\repos\imazen_keyhub\src\KeyHub.Model\Definition\Membership\Rights\EditEntityMembers.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: RightId' DisplayName' Id
8,Unnecessary Abstraction,KeyHub.Model,GrantMemberRights,D:\research\architectureSmells\repos\imazen_keyhub\src\KeyHub.Model\Definition\Membership\Rights\GrantMemberRights.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: RightId' DisplayName' Id
9,Unnecessary Abstraction,KeyHub.Model,EditEntityInfo,D:\research\architectureSmells\repos\imazen_keyhub\src\KeyHub.Model\Definition\Membership\Rights\EditEntityInfo.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: RightId' DisplayName' Id
10,Unnecessary Abstraction,KeyHub.Model,IRight,D:\research\architectureSmells\repos\imazen_keyhub\src\KeyHub.Model\Definition\Membership\Rights\IRight.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: RightId' DisplayName
11,Unnecessary Abstraction,KeyHub.Model,VendorAdmin,D:\research\architectureSmells\repos\imazen_keyhub\src\KeyHub.Model\Definition\Membership\Rights\VendorAdmin.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: RightId' DisplayName' Id
12,Unnecessary Abstraction,KeyHub.Model,VendorReporting,D:\research\architectureSmells\repos\imazen_keyhub\src\KeyHub.Model\Definition\Membership\Rights\VendorReporting.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: RightId' DisplayName' Id
13,Unnecessary Abstraction,KeyHub.Model,VendorCredential,D:\research\architectureSmells\repos\imazen_keyhub\src\KeyHub.Model\Definition\Application\VendorCredential.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: VendorCredentialId' VendorId' Vendor' CredentialName' CredentialValue
