,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
0,0,21900378,1610612752,NYK,New York,202694,Marcus Morris Sr.,F,,29:45,113.0,116.1,124.3,116.9,-11.3,-0.9,0.217,5.0,27.8,0.059000000000000004,0.115,0.083,5.6,0.375,0.402,0.2,0.198,91.2,92.78,77.32,56,0.04
1,1,21900378,1610612752,NYK,New York,203944,Julius Randle,F,,30:38,109.4,110.2,125.2,124.1,-15.7,-14.0,0.235,2.0,16.0,0.028999999999999998,0.28600000000000003,0.145,8.0,0.6759999999999999,0.677,0.3,0.303,91.6,91.66,76.39,59,0.214
2,2,21900378,1610612752,NYK,New York,201959,Taj Gibson,C,,22:44,104.9,107.1,113.2,111.9,-8.3,-4.8,0.111,2.0,25.0,0.077,0.22699999999999998,0.146,12.5,0.4,0.4,0.11800000000000001,0.12,89.13,88.71,73.92,42,0.076
3,3,21900378,1610612752,NYK,New York,1628373,Frank Ntilikina,G,,21:05,94.6,93.2,141.1,140.0,-46.5,-46.8,0.0,0.0,0.0,0.0,0.059000000000000004,0.025,0.0,0.2,0.2,0.106,0.11,100.12,101.3,84.42,44,-0.01
4,4,21900378,1610612752,NYK,New York,1629628,RJ Barrett,G,,31:22,105.9,108.3,127.7,126.7,-21.8,-18.3,0.087,0.0,12.5,0.028999999999999998,0.115,0.066,0.0,0.28600000000000003,0.28600000000000003,0.19699999999999998,0.19899999999999998,92.51,91.8,76.5,60,0.027999999999999997
5,5,21900378,1610612752,NYK,New York,1629011,Mitchell Robinson,,,25:15,110.6,112.0,102.0,104.1,8.6,7.9,0.0,0.0,0.0,0.179,0.16699999999999998,0.17300000000000001,0.0,0.778,0.778,0.153,0.156,95.66,94.1,78.42,50,0.191
6,6,21900378,1610612752,NYK,New York,203901,Elfrid Payton,,,27:04,121.4,124.0,86.2,86.0,35.2,38.0,0.2,0.0,22.2,0.065,0.067,0.066,0.0,0.5770000000000001,0.5760000000000001,0.215,0.222,89.52,88.67,73.89,50,0.213
7,7,21900378,1610612752,NYK,New York,1628422,Damyean Dotson,,,16:30,118.1,117.6,71.9,74.2,46.2,43.5,0.231,0.0,33.3,0.0,0.158,0.079,0.0,0.917,0.917,0.146,0.154,95.83,94.55,78.79,34,0.314
8,8,21900378,1610612752,NYK,New York,1626171,Bobby Portis,,,17:22,108.6,108.6,82.9,85.3,25.7,23.3,0.231,1.5,21.4,0.05,0.16699999999999998,0.105,14.3,0.5,0.5,0.262,0.282,96.74,95.36,79.46,35,0.134
9,9,21900378,1610612752,NYK,New York,1628995,Kevin Knox II,,,18:15,103.0,105.6,86.5,86.5,16.6,19.1,0.063,0.5,11.1,0.0,0.1,0.05,22.2,0.2,0.255,0.17800000000000002,0.187,97.14,95.98,79.99,36,-0.03
10,10,21900378,1610612752,NYK,New York,1629649,Ignas Brazdeikis,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
11,11,21900378,1610612752,NYK,New York,1628372,Dennis Smith Jr.,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
12,12,21900378,1610612758,SAC,Sacramento,203084,Harrison Barnes,F,,37:24,100.7,100.0,105.9,108.1,-5.3,-8.1,0.095,2.0,11.1,0.0,0.109,0.059000000000000004,5.6,0.607,0.605,0.2,0.20600000000000002,94.36,93.69,78.07,72,0.10300000000000001
13,13,21900378,1610612758,SAC,Sacramento,202357,Nemanja Bjelica,F,,26:40,131.7,125.9,105.4,105.8,26.3,20.2,0.318,0.0,38.9,0.053,0.036000000000000004,0.043,0.0,0.5,0.5579999999999999,0.193,0.201,93.46,95.4,79.5,54,0.11199999999999999
14,14,21900378,1610612758,SAC,Sacramento,1626158,Richaun Holmes,C,,26:37,122.7,121.6,106.4,109.8,16.3,11.8,0.0,0.0,0.0,0.0,0.16699999999999998,0.09300000000000001,20.0,0.33299999999999996,0.515,0.091,0.09300000000000001,93.02,91.97,76.64,51,0.019
15,15,21900378,1610612758,SAC,Sacramento,1627741,Buddy Hield,G,,36:22,121.6,122.5,105.0,105.8,16.6,16.7,0.158,1.0,10.3,0.121,0.205,0.16699999999999998,10.3,0.7390000000000001,0.7390000000000001,0.32899999999999996,0.331,93.07,92.38,76.98,71,0.235
16,16,21900378,1610612758,SAC,Sacramento,202709,Cory Joseph,G,,28:41,121.4,118.2,106.3,110.9,15.2,7.3,0.095,1.0,20.0,0.0,0.156,0.08800000000000001,20.0,0.583,0.583,0.131,0.13699999999999998,92.83,92.06,76.72,55,0.065
17,17,21900378,1610612758,SAC,Sacramento,203992,Bogdan Bogdanovic,,,28:40,94.9,96.4,115.9,120.4,-21.0,-23.9,0.059000000000000004,0.33,7.1,0.0,0.031,0.016,21.4,0.7,0.7,0.203,0.207,94.56,92.08,76.74,56,0.07400000000000001
18,18,21900378,1610612758,SAC,Sacramento,1628963,Marvin Bagley III,,,21:23,92.9,95.1,112.5,114.6,-19.7,-19.5,0.0,0.0,0.0,0.136,0.16699999999999998,0.152,16.7,0.5,0.5,0.255,0.255,94.01,92.03,76.7,41,0.095
19,19,21900378,1610612758,SAC,Sacramento,2772,Trevor Ariza,,,23:52,97.8,97.8,113.3,110.6,-15.6,-12.9,0.111,2.0,25.0,0.0,0.107,0.057,12.5,0.0,0.0,0.12,0.122,91.39,92.52,77.1,45,-0.024
20,20,21900378,1610612758,SAC,Sacramento,1627812,Yogi Ferrell,,,10:21,70.0,73.7,123.8,123.8,-53.8,-50.1,0.4,0.0,40.0,0.0,0.091,0.045,0.0,0.33299999999999996,0.33299999999999996,0.14300000000000002,0.14300000000000002,95.07,92.75,77.29,19,0.083
21,21,21900378,1610612758,SAC,Sacramento,203473,Dewayne Dedmon,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
22,22,21900378,1610612758,SAC,Sacramento,1628385,Harry Giles III,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
23,23,21900378,1610612758,SAC,Sacramento,1629713,Justin James,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
24,24,21900378,1610612758,SAC,Sacramento,1628403,Caleb Swanigan,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
