,col0,col1,col2,col3,col4,col5
0,A4LGAddressManagement,AddressMapTip,AddressMapTip,3,1,0
1,A4LGAddressManagement,AddressMapTip,SetLabel,3,1,1
2,A4LGAddressManagement,AddressMapTip,Dispose,7,2,1
3,A4LGAddressManagement,AddressMapTip,InitializeComponent,36,1,0
4,A4LGAddressManagement,AutoIncrementWindow,AutoIncrementWindow,3,1,0
5,A4LGAddressManagement,AutoIncrementWindow,AutoIncrementWindow,4,1,1
6,A4LGAddressManagement,AutoIncrementWindow,GetIncrementValue,3,1,0
7,A4LGAddressManagement,AutoIncrementWindow,Dispose,7,2,1
8,A4LGAddressManagement,AutoIncrementWindow,InitializeComponent,58,1,0
9,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,CreateLineAndSplitIntersectingLines,7,1,0
10,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,OnUpdate,3,1,0
11,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,OnActivate,18,2,0
12,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,OnDeactivate,6,1,0
13,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,OnDoubleClick,16,3,0
14,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,OnSketchModified,5,2,0
15,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,OnShapeConstructorChanged,9,3,0
16,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,OnSketchFinished,30,1,0
17,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,OnMouseDown,4,2,1
18,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,OnMouseMove,4,2,1
19,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,OnMouseUp,4,2,1
20,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,OnKeyDown,4,2,1
21,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,OnKeyUp,4,2,1
22,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,OnContextMenu,5,2,2
23,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,OnRefresh,4,2,1
24,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,mousebutton2int,13,8,1
25,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,mouseshift2int,6,1,1
26,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,keyshift2int,14,9,1
27,A4LGAddressManagement,CreateLineAndSplitIntersectingLines,AddPoint,4,2,3
28,A4LGAddressManagement,CreatePointAndRefPoint,CreatePointAndRefPoint,7,1,0
29,A4LGAddressManagement,CreatePointAndRefPoint,OnUpdate,3,1,0
30,A4LGAddressManagement,CreatePointAndRefPoint,OnActivate,25,2,0
31,A4LGAddressManagement,CreatePointAndRefPoint,OnDeactivate,10,1,0
32,A4LGAddressManagement,CreatePointAndRefPoint,OnDoubleClick,16,3,0
33,A4LGAddressManagement,CreatePointAndRefPoint,OnMouseMove,6,2,1
34,A4LGAddressManagement,CreatePointAndRefPoint,OnKeyUp,15,4,1
35,A4LGAddressManagement,CreatePointAndRefPoint,OnSketchModified,4,2,0
36,A4LGAddressManagement,CreatePointAndRefPoint,OnShapeConstructorChanged,9,3,0
37,A4LGAddressManagement,CreatePointAndRefPoint,OnSketchFinished,112,15,0
38,A4LGAddressManagement,CreatePointAndRefPoint,UpdateMapTip,35,5,0
39,A4LGAddressManagement,CreatePointAndRefPoint,OnMouseDown,4,2,1
40,A4LGAddressManagement,CreatePointAndRefPoint,OnContextMenu,5,2,2
41,A4LGAddressManagement,CreatePointAndRefPoint,OnRefresh,4,2,1
42,A4LGAddressManagement,CreatePointAndRefPoint,mousebutton2int,13,8,1
43,A4LGAddressManagement,CreatePointAndRefPoint,mouseshift2int,6,1,1
44,A4LGAddressManagement,CreatePointAndRefPoint,keyshift2int,14,9,1
45,A4LGAddressManagement,CreatePointAndRefPoint,AddPoint,4,2,3
46,A4LGAddressManagement,ThisAddIn,ToUID,5,1,1
47,A4LGAddressManagement,AddressFlipLines,AddressFlipLines,5,1,0
48,A4LGAddressManagement,AddressFlipLines,OnClick,4,1,0
49,A4LGAddressManagement,AddressFlipLines,OnUpdate,13,3,0
50,A4LGAddressManagement,AddressFlipLinesNoAddress,AddressFlipLinesNoAddress,4,1,0
51,A4LGAddressManagement,AddressFlipLinesNoAddress,OnClick,4,1,0
52,A4LGAddressManagement,AddressFlipLinesNoAddress,OnUpdate,13,3,0
53,A4LGAddressManagement,AddressCreateIntersectionPoints,AddressCreateIntersectionPoints,4,1,0
54,A4LGAddressManagement,AddressCreateIntersectionPoints,OnClick,4,1,0
55,A4LGAddressManagement,AddressCreateIntersectionPoints,OnUpdate,13,1,0
56,A4LGAddressManagement,ShowConfigForm,ShowConfigForm,3,1,0
57,A4LGAddressManagement,ShowConfigForm,OnClick,5,1,0
58,A4LGAddressManagement,ShowConfigForm,OnUpdate,3,1,0
59,Internal,AddInStartupObject,AddInStartupObject,2,1,0
60,Internal,AddInStartupObject,Initialize,12,3,1
61,Internal,AddInStartupObject,Shutdown,4,1,0
62,Internal,AddInStartupObject,GetHook,11,4,0
63,Internal,AddInStartupObject,GetThis,3,1,0
