,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
0,0,21700243,1610612754,IND,Indiana,202711,Bojan Bogdanovic,F,,34:52,9.0,15.0,0.6,5.0,7.0,0.7140000000000001,3.0,4.0,0.75,0.0,7.0,7.0,0.0,2.0,0.0,1.0,1.0,26.0,1.0
1,1,21700243,1610612754,IND,Indiana,201152,Thaddeus Young,F,,36:49,8.0,15.0,0.5329999999999999,1.0,3.0,0.33299999999999996,0.0,0.0,0.0,0.0,5.0,5.0,2.0,3.0,0.0,3.0,4.0,17.0,16.0
2,2,21700243,1610612754,IND,Indiana,1626167,Myles Turner,C,,33:46,4.0,11.0,0.364,0.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,1.0,4.0,8.0,0.0
3,3,21700243,1610612754,IND,Indiana,203506,Victor Oladipo,G,,33:57,8.0,19.0,0.42100000000000004,1.0,2.0,0.5,12.0,14.0,0.857,2.0,7.0,9.0,5.0,7.0,2.0,1.0,5.0,29.0,14.0
4,4,21700243,1610612754,IND,Indiana,201954,Darren Collison,G,,34:45,2.0,11.0,0.182,0.0,2.0,0.0,2.0,2.0,1.0,1.0,5.0,6.0,8.0,3.0,0.0,2.0,4.0,6.0,15.0
5,5,21700243,1610612754,IND,Indiana,202709,Cory Joseph,,,22:29,2.0,7.0,0.28600000000000003,0.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,6.0,-10.0
6,6,21700243,1610612754,IND,Indiana,1627734,Domantas Sabonis,,,20:19,3.0,7.0,0.429,1.0,1.0,1.0,3.0,4.0,0.75,2.0,2.0,4.0,1.0,0.0,0.0,3.0,5.0,10.0,2.0
7,7,21700243,1610612754,IND,Indiana,202362,Lance Stephenson,,,23:03,1.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,0.5,2.0,8.0,10.0,6.0,0.0,0.0,1.0,1.0,3.0,2.0
8,8,21700243,1610612754,IND,Indiana,2744,Al Jefferson,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
9,9,21700243,1610612754,IND,Indiana,1628388,TJ Leaf,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
10,10,21700243,1610612754,IND,Indiana,1627816,Alex Poythress,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
11,11,21700243,1610612754,IND,Indiana,2863,Damien Wilkins,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
12,12,21700243,1610612754,IND,Indiana,1626202,Joe Young,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
13,13,21700243,1610612753,ORL,Orlando,203095,Evan Fournier,F,,31:13,6.0,16.0,0.375,4.0,8.0,0.5,0.0,1.0,0.0,0.0,3.0,3.0,4.0,0.0,1.0,3.0,2.0,16.0,-9.0
14,14,21700243,1610612753,ORL,Orlando,203932,Aaron Gordon,F,,35:20,5.0,13.0,0.385,2.0,9.0,0.222,1.0,2.0,0.5,1.0,11.0,12.0,1.0,1.0,1.0,3.0,2.0,13.0,-10.0
15,15,21700243,1610612753,ORL,Orlando,202696,Nikola Vucevic,C,,28:57,11.0,19.0,0.579,3.0,6.0,0.5,0.0,0.0,0.0,7.0,6.0,13.0,2.0,1.0,1.0,4.0,4.0,25.0,-9.0
16,16,21700243,1610612753,ORL,Orlando,203082,Terrence Ross,G,,24:28,3.0,5.0,0.6,1.0,2.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,7.0,-3.0
17,17,21700243,1610612753,ORL,Orlando,203901,Elfrid Payton,G,,25:05,1.0,7.0,0.14300000000000002,0.0,1.0,0.0,1.0,3.0,0.33299999999999996,0.0,1.0,1.0,7.0,3.0,0.0,4.0,2.0,3.0,-3.0
18,18,21700243,1610612753,ORL,Orlando,203613,Jonathon Simmons,,,30:01,3.0,9.0,0.33299999999999996,0.0,1.0,0.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,10.0,-7.0
19,19,21700243,1610612753,ORL,Orlando,201571,D.J. Augustin,,,22:55,2.0,6.0,0.33299999999999996,1.0,5.0,0.2,5.0,7.0,0.7140000000000001,0.0,4.0,4.0,4.0,0.0,0.0,5.0,1.0,10.0,-5.0
20,20,21700243,1610612753,ORL,Orlando,202687,Bismack Biyombo,,,19:03,1.0,2.0,0.5,0.0,0.0,0.0,3.0,6.0,0.5,2.0,3.0,5.0,2.0,0.0,2.0,0.0,2.0,5.0,1.0
21,21,21700243,1610612753,ORL,Orlando,201167,Arron Afflalo,,,11:58,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0
22,22,21700243,1610612753,ORL,Orlando,201578,Marreese Speights,,,10:60,3.0,6.0,0.5,2.0,5.0,0.4,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,2.0,8.0,0.0
23,23,21700243,1610612753,ORL,Orlando,1626209,Mario Hezonja,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
24,24,21700243,1610612753,ORL,Orlando,1628411,Wes Iwundu,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
25,25,21700243,1610612753,ORL,Orlando,202714,Shelvin Mack,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
