,col0,col1,col2,col3
0,fiscal_position_hu_exempt_tax_F27,F27,FA,fiscal_position_hu_exempt
1,fiscal_position_hu_exempt_tax_F18,F18,FA,fiscal_position_hu_exempt
2,fiscal_position_hu_exempt_tax_F5,F5,FA,fiscal_position_hu_exempt
3,fiscal_position_hu_exempt_tax_V27,V27,VA,fiscal_position_hu_exempt
4,fiscal_position_hu_exempt_tax_V18,V18,VA,fiscal_position_hu_exempt
5,fiscal_position_hu_exempt_tax_V5,V5,VA,fiscal_position_hu_exempt
6,fiscal_position_hu_eu_tax_F27,F27,FEU,fiscal_position_hu_eu
7,fiscal_position_hu_eu_tax_F18,F18,FEU,fiscal_position_hu_eu
8,fiscal_position_hu_eu_tax_F5,F5,FEU,fiscal_position_hu_eu
9,fiscal_position_hu_eu_tax_FA,FA,FEU,fiscal_position_hu_eu
10,fiscal_position_hu_eu_tax_V27,V27,VEU,fiscal_position_hu_eu
11,fiscal_position_hu_eu_tax_V18,V18,VEU,fiscal_position_hu_eu
12,fiscal_position_hu_eu_tax_V5,V5,VEU,fiscal_position_hu_eu
13,fiscal_position_hu_eu_tax_VA,VA,VEU,fiscal_position_hu_eu
14,fiscal_position_hu_eu_out_tax_F27,F27,FEUO,fiscal_position_hu_eu_out
15,fiscal_position_hu_eu_out_tax_F18,F18,FEUO,fiscal_position_hu_eu_out
16,fiscal_position_hu_eu_out_tax_F5,F5,FEUO,fiscal_position_hu_eu_out
17,fiscal_position_hu_eu_out_tax_FA,FA,FEUO,fiscal_position_hu_eu_out
18,fiscal_position_hu_eu_out_tax_V27,V27,VEUO,fiscal_position_hu_eu_out
19,fiscal_position_hu_eu_out_tax_V18,V18,VEUO,fiscal_position_hu_eu_out
20,fiscal_position_hu_eu_out_tax_V5,V5,VEUO,fiscal_position_hu_eu_out
21,fiscal_position_hu_eu_out_tax_VA,VA,VEUO,fiscal_position_hu_eu_out
