,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
0,0,21800734,1610612737,ATL,Atlanta,1628989,Kevin Huerter,F,,4:55,105.4,110.0,141.0,136.4,-35.6,-26.4,0.0,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.273,0.262,102.9,102.51,85.42,10,-0.14
1,1,21800734,1610612737,ATL,Atlanta,1628381,John Collins,F,,5:29,113.6,118.2,138.9,133.3,-25.3,-15.2,0.0,0.0,0.0,0.16699999999999998,0.0,0.125,0.0,1.167,1.163,0.25,0.24100000000000002,100.49,100.67,83.89,11,0.289
2,2,21800734,1610612737,ATL,Atlanta,203473,Dewayne Dedmon,C,,5:23,113.6,118.2,141.0,125.0,-27.3,-6.8,0.0,0.0,0.0,0.0,0.5,0.125,0.0,1.5,1.5,0.083,0.08,98.44,102.54,85.45,11,0.128
3,3,21800734,1610612737,ATL,Atlanta,1627761,DeAndre' Bembry,G,,5:23,113.6,118.2,141.0,125.0,-27.3,-6.8,0.2,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.08,98.44,102.54,85.45,11,0.0
4,4,21800734,1610612737,ATL,Atlanta,1629027,Trae Young,G,,7:33,91.2,93.8,167.1,156.3,-75.9,-62.5,0.5,2.0,28.6,0.0,0.0,0.0,14.3,0.5,0.5,0.278,0.271,99.86,101.77,84.81,16,0.09
5,5,21800734,1610612737,ATL,Atlanta,1627752,Taurean Prince,,,7:04,119.6,118.8,150.2,166.7,-30.6,-47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.17600000000000002,0.17800000000000002,110.42,105.26,87.72,16,0.11199999999999999
6,6,21800734,1610612737,ATL,Atlanta,202391,Jeremy Lin,,,6:36,114.2,113.3,150.2,166.7,-36.0,-53.3,0.5710000000000001,0.0,44.4,0.0,0.2,0.083,0.0,0.0,0.205,0.313,0.315,114.59,109.06,90.89,15,0.071
7,7,21800734,1610612737,ATL,Atlanta,203458,Alex Len,,,6:02,116.5,115.4,144.7,157.1,-28.3,-41.8,0.5,0.0,40.0,0.0,0.4,0.182,0.0,0.667,0.667,0.214,0.21600000000000003,111.61,107.31,89.43,13,0.187
8,8,21800734,1610612737,ATL,Atlanta,1629016,Omari Spellman,,,4:53,100.0,100.0,159.0,180.0,-59.0,-80.0,0.0,0.0,0.0,0.2,0.0,0.111,50.0,0.0,0.0,0.182,0.182,104.78,98.29,81.91,10,-0.048
9,9,21800734,1610612737,ATL,Atlanta,1628416,Tyler Dorsey,,,5:00,143.1,141.7,130.8,150.0,12.3,-8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.083,0.084,123.03,115.16,95.97,12,0.027000000000000003
