,col0,col1,col2,col3,col4
0,487.5667,487.7111,Hand,FailOnTouchObstacleShort,LeftGate
1,487.5667,487.7111,Hand,FailOnTouchObstacleMed,LeftGate
2,487.5667,487.7111,Hand,FailOnTouchObstacleLong,RightGate
3,487.6,487.8556,HandToWrist,FailOnTouchObstacleShort,LeftGate
4,487.6,487.8556,HandToWrist,FailOnTouchObstacleMed,LeftGate
5,487.6,487.8556,HandToWrist,FailOnTouchObstacleLong,RightGate
6,487.6889,489.5334,WristToElbow,FailOnTouchObstacleShort,LeftGate
7,487.6889,489.5334,WristToElbow,FailOnTouchObstacleMed,LeftGate
8,487.6889,489.5334,WristToElbow,FailOnTouchObstacleLong,RightGate
9,487.9778,488.2667,Hand,FailOnTouchObstacleShort-1,RightGate
10,487.9778,488.2667,Hand,FailOnTouchObstacleLong-1,LeftGate
11,487.9778,488.2667,Hand,FailOnTouchObstacleMed-1,RightGate
12,488.0334,488.6,HandToWrist,FailOnTouchObstacleShort-1,RightGate
13,488.0334,488.6,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
14,488.0334,488.6,HandToWrist,FailOnTouchObstacleMed-1,RightGate
15,488.2444,489.0889,WristToElbow,FailOnTouchObstacleShort-1,RightGate
16,488.2444,489.0889,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
17,488.2444,489.0889,WristToElbow,FailOnTouchObstacleMed-1,RightGate
18,488.6179,,Hand,Target,PickedUp
19,488.7556,489.2556,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
20,488.7556,489.2556,HandToWrist,FailOnTouchObstacleMed-1,RightGate
21,488.7556,489.2556,HandToWrist,FailOnTouchObstacleShort-1,RightGate
22,489.0445,489.2778,Hand,FailOnTouchObstacleLong-1,LeftGate
23,489.0445,489.2778,Hand,FailOnTouchObstacleMed-1,RightGate
24,489.0445,489.2778,Hand,FailOnTouchObstacleShort-1,RightGate
25,489.3889,489.6556,HandToWrist,FailOnTouchObstacleLong,RightGate
26,489.3889,489.6556,HandToWrist,FailOnTouchObstacleMed,LeftGate
27,489.3889,489.6556,HandToWrist,FailOnTouchObstacleShort,LeftGate
28,489.5,489.6778,Hand,FailOnTouchObstacleLong,RightGate
29,489.5,489.6778,Hand,FailOnTouchObstacleMed,LeftGate
30,489.5,489.6778,Hand,FailOnTouchObstacleShort,LeftGate
