,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
0,0,21800427,1610612761,TOR,Toronto,202695,Kawhi Leonard,F,,37:54,122.2,122.8,124.7,124.1,-2.5,-1.3,0.16,1.33,13.8,0.032,0.122,0.083,10.3,0.588,0.654,0.294,0.29600000000000004,100.03,100.05,83.38,79,0.10800000000000001
1,1,21800427,1610612761,TOR,Toronto,1627783,Pascal Siakam,F,,24:40,121.7,124.0,111.7,113.5,10.0,10.5,0.05,0.33,8.3,0.05,0.1,0.08,25.0,0.5,0.563,0.204,0.204,100.99,99.24,82.7,50,0.04
2,2,21800427,1610612761,TOR,Toronto,201586,Serge Ibaka,C,,35:20,127.8,126.7,120.6,121.6,7.1,5.0,0.042,1.0,6.7,0.033,0.128,0.087,6.7,0.667,0.6990000000000001,0.17300000000000001,0.17600000000000002,101.18,101.21,84.34,75,0.09699999999999999
3,3,21800427,1610612761,TOR,Toronto,201980,Danny Green,G,,35:57,124.4,125.0,123.0,124.0,1.4,1.0,0.0,0.0,0.0,0.067,0.256,0.174,8.3,0.85,0.873,0.146,0.147,101.45,100.81,84.01,76,0.125
4,4,21800427,1610612761,TOR,Toronto,1627832,Fred VanVleet,G,,37:52,126.0,126.6,122.0,122.8,4.0,3.8,0.28600000000000003,2.0,32.0,0.0,0.1,0.061,16.0,0.773,0.795,0.198,0.19899999999999998,100.69,100.15,83.46,79,0.124
5,5,21800427,1610612761,TOR,Toronto,1628384,OG Anunoby,,,18:34,120.8,116.7,161.0,154.1,-40.2,-37.4,0.071,0.0,25.0,0.0,0.111,0.053,0.0,0.833,0.833,0.079,0.08199999999999999,90.69,94.36,78.64,36,0.063
6,6,21800427,1610612761,TOR,Toronto,202328,Greg Monroe,,,12:40,113.1,112.5,154.2,146.2,-41.2,-33.7,0.0,0.0,0.0,0.2,0.125,0.154,50.0,1.0,1.0,0.24,0.24100000000000002,91.93,94.74,78.95,24,0.040999999999999995
7,7,21800427,1610612761,TOR,Toronto,1626153,Delon Wright,,,17:25,107.1,100.0,149.2,142.9,-42.1,-42.9,0.41700000000000004,0.0,55.6,0.0,0.083,0.043,0.0,0.25,0.25,0.114,0.122,89.96,95.08,79.23,34,0.067
8,8,21800427,1610612761,TOR,Toronto,101139,CJ Miles,,,19:38,143.6,138.1,139.7,131.8,3.9,6.3,0.0,0.0,0.0,0.0,0.059000000000000004,0.034,9.1,0.65,0.65,0.25,0.259,100.11,105.1,87.58,42,0.067
9,9,21800427,1610612761,TOR,Toronto,1628449,Chris Boucher,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
10,10,21800427,1610612761,TOR,Toronto,203485,Lorenzo Brown,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
11,11,21800427,1610612761,TOR,Toronto,200768,Kyle Lowry,,DND - Injury/Illness                    ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
12,12,21800427,1610612761,TOR,Toronto,1627781,Malachi Richardson,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
