,col0,col1,col2,col3,col4,col5
0,Long Parameter List,EApp.Repositories.SQL,ISqlRepositoryContext,D:\research\architectureSmells\repos1\TwoMaKing_EApp\EApp.Repositories.SqlServer\ISqlRepositoryContext.cs,Select,The method has 5 parameters. Parameters: table' columns' where' whereParamValues' transaction
1,Long Parameter List,EApp.Repositories.SQL,ISqlRepositoryContext,D:\research\architectureSmells\repos1\TwoMaKing_EApp\EApp.Repositories.SqlServer\ISqlRepositoryContext.cs,Select,The method has 6 parameters. Parameters: table' columns' where' whereParamValues' orderBy' transaction
2,Long Parameter List,EApp.Repositories.SQL,ISqlRepositoryContext,D:\research\architectureSmells\repos1\TwoMaKing_EApp\EApp.Repositories.SqlServer\ISqlRepositoryContext.cs,Select,The method has 10 parameters. Parameters: table' columns' where' whereParamValues' orderBy' pageNumber' pageSize' identityColumn' identityColumnIsNumber' transaction
3,Long Parameter List,EApp.Repositories.SQL,ISqlRepositoryContext,D:\research\architectureSmells\repos1\TwoMaKing_EApp\EApp.Repositories.SqlServer\ISqlRepositoryContext.cs,Update,The method has 5 parameters. Parameters: table' columns' values' whereSql' whereParamValues
4,Long Parameter List,EApp.Repositories.SQL,SqlRepository<TAggregateRoot>,D:\research\architectureSmells\repos1\TwoMaKing_EApp\EApp.Repositories.SqlServer\SqlRepository.cs,DoFindAll,The method has 5 parameters. Parameters: expression' sortPredicate' sortOrder' pageNumber' pageSize
5,Long Parameter List,EApp.Repositories.SQL,SqlRepositoryContext,D:\research\architectureSmells\repos1\TwoMaKing_EApp\EApp.Repositories.SqlServer\SqlRepositoryContext.cs,Select,The method has 5 parameters. Parameters: table' columns' where' whereParamValues' transaction
6,Long Parameter List,EApp.Repositories.SQL,SqlRepositoryContext,D:\research\architectureSmells\repos1\TwoMaKing_EApp\EApp.Repositories.SqlServer\SqlRepositoryContext.cs,Select,The method has 6 parameters. Parameters: table' columns' where' whereParamValues' orderBy' transaction
7,Long Parameter List,EApp.Repositories.SQL,SqlRepositoryContext,D:\research\architectureSmells\repos1\TwoMaKing_EApp\EApp.Repositories.SqlServer\SqlRepositoryContext.cs,Select,The method has 10 parameters. Parameters: table' columns' where' whereParamValues' orderBy' pageNumber' pageSize' identityColumn' identityColumnIsNumber' transaction
8,Long Parameter List,EApp.Repositories.SQL,SqlRepositoryContext,D:\research\architectureSmells\repos1\TwoMaKing_EApp\EApp.Repositories.SqlServer\SqlRepositoryContext.cs,Update,The method has 5 parameters. Parameters: table' columns' values' whereSql' whereParamValues
9,Long Statement,EApp.Repositories.SQL,SqlRepositoryContext,D:\research\architectureSmells\repos1\TwoMaKing_EApp\EApp.Repositories.SqlServer\SqlRepositoryContext.cs,CreateRepository,"The length of the statement  ""                EAppRuntime.Instance.CurrentApp.ObjectContainer.TypesMapTo.Where(t => typeof(SqlRepository<TAggregateRoot>).IsAssignableFrom(t)); "" is 129."
10,Long Statement,EApp.Repositories.SQL,SqlRepositoryContext,D:\research\architectureSmells\repos1\TwoMaKing_EApp\EApp.Repositories.SqlServer\SqlRepositoryContext.cs,CreateRepository,"The length of the statement  ""            IUnityContainer unityContainer = EAppRuntime.Instance.CurrentApp.ObjectContainer.GetWrapperContainer<IUnityContainer>(); "" is 120."
11,Long Statement,EApp.Repositories.SQL,SqlRepositoryContext,D:\research\architectureSmells\repos1\TwoMaKing_EApp\EApp.Repositories.SqlServer\SqlRepositoryContext.cs,CreateRepository,"The length of the statement  ""            return (IRepository<TAggregateRoot>)unityContainer.Resolve(repositoryType'  new DependencyOverride<IRepositoryContext>(this)); "" is 126."
12,Long Statement,EApp.Repositories.SQL,SqlRepositoryContext,D:\research\architectureSmells\repos1\TwoMaKing_EApp\EApp.Repositories.SqlServer\SqlRepositoryContext.cs,Select,"The length of the statement  ""            string selectRangeSqlStatement = sqlStatementFactory.CreateSelectRangeStatement(table' where' orderBy' pageSize' (pageNumber - 1) * pageSize' identityColumn' identityColumnIsNumber' null' columns); "" is 197."
