,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
0,MimeKit.Cryptography,ApplicationPgpEncrypted,0,2,0,0,2,26,2,0,1,-1.0,0,3,,MimeKit.Cryptography.ApplicationPgpEncrypted' MimeKit.ParserOptions' MimeKit.Cryptography.MultipartEncrypted
1,MimeKit.Cryptography,ApplicationPgpSignature,0,2,0,0,2,35,2,0,1,-1.0,0,3,,MimeKit.Cryptography.ApplicationPgpSignature' MimeKit.ParserOptions' MimeKit.Cryptography.OpenPgpContext
2,MimeKit.Cryptography,ApplicationPkcs7Mime,0,23,1,0,23,753,72,0,1,-1.0,0,5,,MimeKit.ParserOptions' MimeKit.Cryptography.WindowsSecureMimeContext' MimeKit.Cryptography.ApplicationPkcs7Mime' MimeKit.MimeMessage' MimeKit.Cryptography.SecureMimeContext
3,MimeKit.Cryptography,ApplicationPkcs7Signature,0,2,0,0,2,34,2,0,1,-1.0,0,4,,MimeKit.Cryptography.ApplicationPkcs7Signature' MimeKit.ParserOptions' MimeKit.Cryptography.WindowsSecureMimeContext' MimeKit.Cryptography.SecureMimeContext
4,MimeKit.Cryptography,CertificateNotFoundException,0,3,1,0,2,66,5,0,0,-1.0,0,11,,MimeKit.Cryptography.CryptographyContext' MimeKit.Cryptography.MultipartSigned' MimeKit.Cryptography.PrivateKeyNotFoundException' MimeKit.Cryptography.CertificateNotFoundException' MimeKit.Cryptography.OpenPgpContext' MimeKit.Cryptography.ApplicationPkcs7Mime' MimeKit.Cryptography.TemporarySecureMimeContext' MimeKit.Cryptography.SecureMimeContext' MimeKit.Cryptography.DefaultSecureMimeContext' MimeKit.Cryptography.WindowsSecureMimeContext' MimeKit.MimeMessage
5,MimeKit.Cryptography,CmsRecipient,0,2,3,0,2,83,5,0,0,-1.0,0,6,,MimeKit.Cryptography.CmsRecipient' MimeKit.Cryptography.TemporarySecureMimeContext' MimeKit.Cryptography.DefaultSecureMimeContext' MimeKit.Cryptography.WindowsSecureMimeContext' MimeKit.Cryptography.SecureMimeContext' MimeKit.Cryptography.CmsRecipientCollection
6,MimeKit.Cryptography,CmsRecipientCollection,1,8,2,0,7,146,13,0,0,0.0,0,3,,MimeKit.Cryptography.CmsRecipientCollection' MimeKit.Cryptography.ApplicationPkcs7Mime' MimeKit.Cryptography.SecureMimeContext
7,MimeKit.Cryptography,CmsSigner,0,5,6,0,3,196,17,0,0,-1.0,0,7,,MimeKit.Cryptography.MultipartSigned' MimeKit.Cryptography.CmsSigner' MimeKit.Cryptography.TemporarySecureMimeContext' MimeKit.Cryptography.WindowsSecureMimeContext' MimeKit.Cryptography.DefaultSecureMimeContext' MimeKit.Cryptography.SecureMimeContext' MimeKit.Cryptography.ApplicationPkcs7Mime
8,MimeKit.Cryptography,CryptographyContext,3,14,3,0,12,309,24,2,0,0.86,0,7,,MimeKit.Cryptography.SecureMimeContext' MimeKit.Cryptography.OpenPgpContext' MimeKit.Cryptography.CryptographyContext' MimeKit.Cryptography.MultipartSigned' MimeKit.Cryptography.ApplicationPkcs7Mime' MimeKit.MimeMessage' MimeKit.Cryptography.MultipartEncrypted
9,MimeKit.Cryptography,DbExtensions,0,1,0,0,1,16,1,0,0,-1.0,0,0,,
