,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
0,MimeKit.Cryptography,MD5,9,14,1,0,8,564,44,0,0,0.0,0,2,,MimeKit.Cryptography.MD5' MimeKit.MimePart
1,MimeKit.Encodings,Base64Decoder,4,7,1,0,6,191,21,0,1,0.0,0,3,,MimeKit.Encodings.Base64Decoder' MimeKit.IO.Filters.DecoderFilter' MimeKit.Utils.Rfc2047
2,MimeKit.Encodings,Base64Encoder,9,10,1,0,6,252,25,0,1,0.2,0,6,,MimeKit.ContentEncoding' MimeKit.IO.Filters.EncoderFilter' MimeKit.Multipart' MimeKit.MimePart' MimeKit.Encodings.Base64Encoder' MimeKit.Utils.Rfc2047
3,MimeKit.Encodings,HexDecoder,2,7,1,0,6,171,18,0,1,0.29,0,2,,MimeKit.Encodings.HexDecoder' MimeKit.ParameterList
4,MimeKit.Encodings,HexDecoderState,0,0,0,0,0,5,0,0,0,-1.0,0,1,,MimeKit.Encodings.HexDecoder
5,MimeKit.Encodings,HexEncoder,1,8,1,0,6,164,16,0,1,0.5,0,2,,MimeKit.Encodings.HexEncoder' MimeKit.Parameter
6,MimeKit.Encodings,IMimeDecoder,0,5,1,0,0,78,5,6,0,-1.0,0,9,,MimeKit.Encodings.HexDecoder' MimeKit.Encodings.Base64Decoder' MimeKit.Encodings.UUDecoder' MimeKit.Encodings.YDecoder' MimeKit.Encodings.PassThroughDecoder' MimeKit.Encodings.IMimeDecoder' MimeKit.IO.Filters.DecoderFilter' MimeKit.Encodings.QuotedPrintableDecoder' MimeKit.Utils.Rfc2047
7,MimeKit.Encodings,IMimeEncoder,0,5,1,0,0,93,5,7,0,-1.0,0,10,,MimeKit.Encodings.QEncoder' MimeKit.Encodings.IMimeEncoder' MimeKit.Encodings.PassThroughEncoder' MimeKit.Encodings.Base64Encoder' MimeKit.Encodings.YEncoder' MimeKit.IO.Filters.EncoderFilter' MimeKit.Encodings.UUEncoder' MimeKit.Encodings.QuotedPrintableEncoder' MimeKit.Encodings.HexEncoder' MimeKit.Utils.Rfc2047
8,MimeKit.Encodings,PassThroughDecoder,0,7,1,0,6,119,13,0,1,-1.0,0,1,,MimeKit.Encodings.PassThroughDecoder
9,MimeKit.Encodings,PassThroughEncoder,0,7,1,0,6,131,12,0,1,-1.0,0,1,,MimeKit.Encodings.PassThroughEncoder
10,MimeKit.Encodings,QEncodeMode,0,0,0,0,0,10,0,0,0,-1.0,0,2,,MimeKit.Encodings.QEncoder' MimeKit.Utils.Rfc2047
11,MimeKit.Encodings,QEncoder,2,9,1,0,6,178,19,0,1,0.0,0,2,,MimeKit.Encodings.QEncoder' MimeKit.Utils.Rfc2047
12,MimeKit.Encodings,QuotedPrintableDecoder,3,8,1,0,7,196,22,0,1,0.25,0,3,,MimeKit.IO.Filters.DecoderFilter' MimeKit.Encodings.QuotedPrintableDecoder' MimeKit.Utils.Rfc2047
13,MimeKit.Encodings,QpDecoderState,0,0,0,0,0,5,0,0,0,-1.0,0,1,,MimeKit.Encodings.QuotedPrintableDecoder
14,MimeKit.Encodings,QuotedPrintableEncoder,6,9,1,0,6,246,29,0,1,0.0,0,3,,MimeKit.ContentEncoding' MimeKit.IO.Filters.EncoderFilter' MimeKit.Encodings.QuotedPrintableEncoder
15,MimeKit.Encodings,UUDecoder,6,10,1,0,7,331,54,0,1,0.3,0,2,,MimeKit.IO.Filters.DecoderFilter' MimeKit.Encodings.UUDecoder
16,MimeKit.Encodings,UUDecoderState,0,0,0,0,0,11,0,0,0,-1.0,0,1,,MimeKit.Encodings.UUDecoder
17,MimeKit.Encodings,UUEncoder,6,10,1,0,6,294,32,0,1,0.0,0,3,,MimeKit.ContentEncoding' MimeKit.IO.Filters.EncoderFilter' MimeKit.Encodings.UUEncoder
18,MimeKit.Encodings,YDecoder,6,9,2,0,7,416,80,0,1,0.22,0,1,,MimeKit.Encodings.YDecoder
19,MimeKit.Encodings,YDecoderState,0,0,0,0,0,21,0,0,0,-1.0,0,1,,MimeKit.Encodings.YDecoder
20,MimeKit.Encodings,YEncoder,3,9,2,0,6,201,20,0,1,0.0,0,1,,MimeKit.Encodings.YEncoder
21,MimeKit.IO,BoundStream,3,12,12,0,6,471,43,0,0,0.0,0,5,,MimeKit.MimeEntity' MimeKit.MessagePartial' MimeKit.IO.BoundStream' MimeKit.MimeMessage' MimeKit.MimeParser
22,MimeKit.IO,ChainedStream,5,13,6,0,7,416,45,0,0,0.0,0,3,,MimeKit.IO.ChainedStream' MimeKit.MimeEntity' MimeKit.MessagePartial
23,MimeKit.IO,FilteredStream,9,17,9,0,12,534,44,0,1,0.18,0,6,,MimeKit.IO.FilteredStream' MimeKit.ContentObject' MimeKit.HeaderList' MimeKit.Tnef.TnefPart' MimeKit.MimeMessage' MimeKit.MimePart
24,MimeKit.IO,IOOperation,0,0,0,0,0,4,0,0,0,-1.0,0,1,,MimeKit.IO.FilteredStream
25,MimeKit.IO,ICancellableStream,0,3,0,0,0,50,3,1,0,-1.0,0,7,,MimeKit.MimePart' MimeKit.MimeEntity' MimeKit.ContentObject' MimeKit.Multipart' MimeKit.IO.FilteredStream' MimeKit.MimeParser' MimeKit.MimeMessage
26,MimeKit.IO,MeasuringStream,3,9,6,0,6,264,20,0,0,0.22,0,3,,MimeKit.IO.MeasuringStream' MimeKit.MimePart' MimeKit.MimeParser
27,MimeKit.IO,MemoryBlockStream,6,10,6,0,7,350,31,0,0,0.0,0,5,,MimeKit.IO.MemoryBlockStream' MimeKit.AttachmentCollection' MimeKit.Tnef.TnefPart' MimeKit.MessageDispositionNotification' MimeKit.MimeParser
28,MimeKit.IO.Filters,ArmoredFromFilter,2,5,0,0,2,119,22,0,1,0.4,0,1,,MimeKit.IO.Filters.ArmoredFromFilter
29,MimeKit.IO.Filters,BestEncodingFilter,9,8,0,0,5,195,34,0,1,0.25,0,4,,MimeKit.IO.Filters.BestEncodingFilter' MimeKit.AttachmentCollection' MimeKit.Tnef.TnefPart' MimeKit.MimePart
30,MimeKit.IO.Filters,CharsetFilter,3,5,2,0,4,166,7,0,1,0.6,0,1,,MimeKit.IO.Filters.CharsetFilter
31,MimeKit.IO.Filters,DecoderFilter,0,4,2,0,3,88,8,0,1,-1.0,0,2,,MimeKit.ContentObject' MimeKit.IO.Filters.DecoderFilter
32,MimeKit.IO.Filters,Dos2UnixFilter,1,4,0,0,2,70,9,0,1,0.5,0,2,,MimeKit.IO.Filters.Dos2UnixFilter' MimeKit.FormatOptions
33,MimeKit.IO.Filters,EncoderFilter,0,4,2,0,3,86,8,0,1,-1.0,0,2,,MimeKit.MimePart' MimeKit.IO.Filters.EncoderFilter
34,MimeKit.IO.Filters,IMimeFilter,0,3,0,0,0,38,3,3,0,-1.0,0,7,,MimeKit.FormatOptions' MimeKit.IO.Filters.DecoderFilter' MimeKit.IO.Filters.MimeFilterBase' MimeKit.IO.Filters.BestEncodingFilter' MimeKit.IO.Filters.PassThroughFilter' MimeKit.IO.Filters.EncoderFilter' MimeKit.IO.FilteredStream
35,MimeKit.IO.Filters,MimeFilterBase,4,10,1,0,3,181,19,8,1,0.2,0,9,,MimeKit.IO.Filters.CharsetFilter' MimeKit.IO.Filters.DecoderFilter' MimeKit.IO.Filters.Dos2UnixFilter' MimeKit.IO.Filters.EncoderFilter' MimeKit.IO.Filters.MimeFilterBase' MimeKit.IO.Filters.TrailingWhitespaceFilter' MimeKit.IO.Filters.Unix2DosFilter' MimeKit.Tnef.RtfCompressedToRtf' MimeKit.IO.Filters.ArmoredFromFilter
36,MimeKit.IO.Filters,PassThroughFilter,0,4,0,0,4,61,4,0,1,-1.0,0,3,,MimeKit.IO.Filters.PassThroughFilter' MimeKit.IO.Filters.DecoderFilter' MimeKit.IO.Filters.EncoderFilter
37,MimeKit.IO.Filters,TrailingWhitespaceFilter,1,4,0,0,2,89,12,0,2,0.5,0,1,,MimeKit.IO.Filters.TrailingWhitespaceFilter
38,MimeKit.IO.Filters,Unix2DosFilter,1,4,0,0,2,68,8,0,2,0.5,0,3,,MimeKit.IO.Filters.Unix2DosFilter' MimeKit.FormatOptions' MimeKit.MimePart
39,MimeKit.Tnef,RtfCompressedToRtf,15,4,2,0,2,253,32,0,2,0.0,0,2,,MimeKit.Tnef.RtfCompressedToRtf' MimeKit.Tnef.TnefPart
40,MimeKit.Tnef,FilterState,0,0,0,0,0,11,0,0,0,-1.0,0,1,,MimeKit.Tnef.RtfCompressedToRtf
41,MimeKit.Tnef,RtfCompressionMode,0,0,0,0,0,14,0,0,0,-1.0,0,1,,MimeKit.Tnef.RtfCompressedToRtf
42,MimeKit.Tnef,TnefAttachFlags,0,0,0,0,0,19,0,0,0,-1.0,0,1,,MimeKit.Tnef.TnefPart
43,MimeKit.Tnef,TnefAttachMethod,0,0,0,0,0,23,0,0,0,-1.0,0,3,,MimeKit.Tnef.TnefReader' MimeKit.Tnef.TnefPropertyReader' MimeKit.Tnef.TnefPart
44,MimeKit.Tnef,TnefAttributeLevel,0,0,0,0,0,10,0,0,0,-1.0,0,2,,MimeKit.Tnef.TnefPart' MimeKit.Tnef.TnefReader
45,MimeKit.Tnef,TnefAttributeType,0,0,0,0,0,12,0,0,0,-1.0,0,3,,MimeKit.Tnef.TnefReader' MimeKit.Tnef.TnefAttributeTag' MimeKit.Tnef.TnefPropertyReader
46,MimeKit.Tnef,TnefAttributeTag,0,0,0,0,0,134,0,0,0,-1.0,0,4,,MimeKit.Tnef.TnefAttachMethod' MimeKit.Tnef.TnefPropertyReader' MimeKit.Tnef.TnefReader' MimeKit.Tnef.TnefPart
47,MimeKit.Tnef,TnefComplianceMode,0,0,0,0,0,11,0,0,0,-1.0,0,2,,MimeKit.Tnef.TnefPart' MimeKit.Tnef.TnefReader
48,MimeKit.Tnef,TnefComplianceStatus,0,0,0,0,0,71,0,0,0,-1.0,0,2,,MimeKit.Tnef.TnefPropertyReader' MimeKit.Tnef.TnefReader
49,MimeKit.Tnef,TnefException,0,2,0,0,2,40,2,0,0,-1.0,0,3,,MimeKit.Tnef.TnefException' MimeKit.Tnef.TnefPropertyReader' MimeKit.Tnef.TnefReader
50,MimeKit.Tnef,TnefNameId,4,4,4,0,4,108,6,0,0,0.0,0,2,,MimeKit.Tnef.TnefNameId' MimeKit.Tnef.TnefPropertyReader
51,MimeKit.Tnef,TnefNameIdKind,0,0,0,0,0,10,0,0,0,-1.0,0,2,,MimeKit.Tnef.TnefNameId' MimeKit.Tnef.TnefPropertyReader
52,MimeKit.Tnef,TnefPart,0,8,0,0,4,336,39,0,1,-1.0,0,1,,MimeKit.Tnef.TnefPart
