,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
0,0,21600584,1610612753,ORL,Orlando,201145,Jeff Green,F,,25:28,72.2,74.1,98.9,98.1,-26.7,-24.0,0.0,0.0,0.0,0.065,0.111,0.086,6.3,0.231,0.32899999999999996,0.258,0.265,101.78,100.84,84.03,54,-0.016
1,1,21600584,1610612753,ORL,Orlando,203932,Aaron Gordon,F,,39:12,90.4,96.3,104.2,103.8,-13.8,-7.4,0.136,1.5,13.0,0.024,0.055999999999999994,0.038,8.7,0.765,0.746,0.222,0.221,102.29,99.18,82.65,82,0.152
2,2,21600584,1610612753,ORL,Orlando,202696,Nikola Vucevic,C,,31:39,84.2,90.9,105.8,103.0,-21.6,-12.1,0.25,1.33,17.4,0.028999999999999998,0.33299999999999996,0.17600000000000002,13.0,0.5,0.5,0.26,0.256,103.52,100.85,84.04,66,0.19899999999999998
3,3,21600584,1610612753,ORL,Orlando,203095,Evan Fournier,G,,25:29,95.7,100.0,114.3,110.9,-18.6,-10.9,0.111,1.0,15.4,0.0,0.08,0.039,15.4,0.375,0.429,0.196,0.192,102.43,101.71,84.76,53,-0.011000000000000001
4,4,21600584,1610612753,ORL,Orlando,203901,Elfrid Payton,G,,22:51,81.9,91.3,107.3,106.4,-25.4,-15.1,0.214,1.5,20.0,0.0,0.08,0.040999999999999995,13.3,0.33299999999999996,0.304,0.226,0.221,102.78,97.66,81.38,46,-0.013999999999999999
5,5,21600584,1610612753,ORL,Orlando,201975,Jodie Meeks,,,27:46,93.7,103.4,112.6,111.7,-18.9,-8.3,0.1,0.0,15.4,0.0,0.25,0.094,0.0,0.636,0.636,0.16899999999999998,0.166,107.68,102.88,85.73,59,0.162
6,6,21600584,1610612753,ORL,Orlando,201571,D.J. Augustin,,,27:14,97.3,100.0,103.8,101.7,-6.5,-1.7,0.136,0.0,23.1,0.03,0.055999999999999994,0.039,0.0,0.222,0.33899999999999997,0.159,0.16,102.65,102.23,85.19,58,0.033
7,7,21600584,1610612753,ORL,Orlando,202687,Bismack Biyombo,,,16:21,101.0,105.9,105.3,109.1,-4.3,-3.2,0.0,0.0,0.0,0.0,0.222,0.069,25.0,0.667,0.667,0.10300000000000001,0.10400000000000001,102.52,98.35,81.96,34,0.08800000000000001
8,8,21600584,1610612753,ORL,Orlando,1626209,Mario Hezonja,,,12:26,90.8,100.0,114.5,120.0,-23.7,-20.0,0.2,1.0,28.6,0.0,0.0,0.0,28.6,0.0,0.0,0.161,0.158,105.86,98.45,82.04,26,-0.105
9,9,21600584,1610612753,ORL,Orlando,201228,C.J. Watson,,,11:34,100.6,108.7,78.3,75.0,22.4,33.7,0.28600000000000003,0.0,40.0,0.067,0.1,0.08,0.0,0.33299999999999996,0.436,0.107,0.10400000000000001,99.26,97.52,81.27,23,0.14800000000000002
